Uniprot ID	Number of domains	Pfam domains
Q5JT25	1	{'PF00071': 1}
Q5JT82	3	{'PF00096': 3}
Q5JTB6	0	
Q5JTC6	0	
Q5JTD0	0	
Q5JTD7	0	
Q5JTH9	1	{'PF08161': 1}
Q5JTJ3	1	{'PF02297': 1}
Q5JTN6	0	
Q5JTV8	0	
Q5JTW2	0	
Q5JTY5	2	{'PF02492': 1, 'PF07683': 1}
Q5JTZ5	0	
Q5JTZ9	1	{'PF07973': 1}
Q5JU00	0	
Q5JU67	0	
Q5JU69	0	
Q5JU85	2	{'PF01369': 1, 'PF16453': 1}
Q5JUK2	1	{'PF00010': 1}
Q5JUK3	0	
Q5JUK9	0	
Q5JUQ0	0	
Q5JUR7	0	
Q5JUW0	0	
Q5JUX0	0	
Q5JV73	2	{'PF00373': 1, 'PF00595': 1}
Q5JVF3	1	{'PF01399': 1}
Q5JVG2	14	{'PF00096': 14}
Q5JVG8	8	{'PF00096': 7, 'PF13912': 1}
Q5JVL4	3	{'PF06565': 3}
Q5JVS0	0	
Q5JVX7	0	
Q5JW98	0	
Q5JWF2	1	{'PF00503': 1}
Q5JWF8	0	
Q5JWR5	0	
Q5JX69	0	
Q5JX71	0	
Q5JXA9	2	{'PF07686': 2}
Q5JXB2	1	{'PF00179': 1}
Q5JXC2	0	
Q5JXM2	0	
Q5JXX7	0	
Q5JY77	0	
Q5JYT7	0	
Q5JZY3	6	{'PF00536': 1, 'PF00041': 2, 'PF01404': 1, 'PF07714': 1, 'PF14575': 1}
Q5K130	0	
Q5K131	0	
Q5K4E3	3	{'PF00089': 3}
Q5K4L6	1	{'PF13193': 1}
Q5K651	1	{'PF07647': 1}
Q5KSL6	2	{'PF00130': 1, 'PF00169': 1}
Q5KU26	1	{'PF00059': 1}
Q5M775	1	{'PF00307': 1}
Q5M7Z0	1	{'PF13920': 1}
Q5M8T2	0	
Q5M9N0	0	
Q5M9Q1	1	{'PF06047': 1}
Q5MAI5	1	{'PF00069': 1}
Q5MCW4	17	{'PF00096': 16, 'PF13465': 1}
Q5MIZ7	0	
Q5MJ07	0	
Q5MJ08	0	
Q5MJ09	0	
Q5MJ10	0	
Q5MJ68	0	
Q5MJ70	0	
Q5MNV8	1	{'PF00646': 1}
Q5MNZ6	0	
Q5MNZ9	0	
Q5MY95	0	
Q5NDL2	0	
Q5NE16	0	
Q5NUL3	0	
Q5PR19	0	
Q5PRF9	1	{'PF00536': 1}
Q5PSV4	0	
Q5PT55	0	
Q5QFB9	0	
Q5QGS0	0	
Q5QGT7	1	{'PF13695': 1}
Q5QGZ9	1	{'PF00059': 1}
Q5QJ38	1	{'PF01023': 1}
Q5QJ74	1	{'PF14560': 1}
Q5QJE6	0	
Q5QJU3	0	
Q5QNW6	1	{'PF00125': 1}
Q5QP82	0	
Q5R372	0	
Q5R387	1	{'PF00068': 1}
Q5R3F8	0	
Q5R3I4	0	
Q5R3K3	0	
Q5RGS3	0	
Q5RHP9	0	
Q5RI15	0	
Q5RIA9	2	{'PF02492': 1, 'PF07683': 1}
Q5RKV6	1	{'PF01138': 1}
Q5RL73	0	
Q5S007	2	{'PF00069': 1, 'PF08477': 1}
Q5SGD2	0	
Q5SNT2	0	
Q5SNV9	0	
Q5SQ64	1	{'PF07686': 1}
Q5SQ80	0	
Q5SQH8	0	
Q5SQI0	0	
Q5SQN1	0	
Q5SQQ9	1	{'PF00046': 1}
Q5SQS7	1	{'PF00017': 1}
Q5SQS8	0	
Q5SR53	0	
Q5SR56	0	
Q5SRD1	0	
Q5SRE5	0	
Q5SRE7	1	{'PF05721': 1}
Q5SRH9	0	
Q5SRI9	1	{'PF16317': 1}
Q5SRN2	0	
Q5SRR4	0	
Q5SSG8	1	{'PF14654': 1}
Q5SSJ5	3	{'PF00538': 3}
Q5SSQ6	0	
Q5ST30	1	{'PF08264': 1}
Q5STR5	0	
Q5SV17	0	
Q5SV97	0	
Q5SVJ3	0	
Q5SVQ8	9	{'PF00096': 7, 'PF00651': 1, 'PF12874': 1}
Q5SVS4	0	
Q5SVZ6	3	{'PF05699': 1, 'PF06467': 2}
Q5SW24	0	
Q5SW79	0	
Q5SW96	1	{'PF14719': 1}
Q5SWA1	2	{'PF10472': 1, 'PF10488': 1}
Q5SWH9	0	
Q5SWL7	0	
Q5SWL8	0	
Q5SWW7	0	
Q5SWX8	0	
Q5SXH7	1	{'PF00169': 1}
Q5SXM1	13	{'PF00096': 12, 'PF13912': 1}
Q5SXM2	3	{'PF13921': 1, 'PF00249': 2}
Q5SXM8	1	{'PF05180': 1}
Q5SY13	0	
Q5SY16	1	{'PF16575': 1}
Q5SY68	0	
Q5SY80	0	
Q5SY85	0	
Q5SYB0	2	{'PF00373': 1, 'PF00595': 1}
Q5SYC1	2	{'PF00650': 1, 'PF03765': 1}
Q5SYE7	0	
Q5SZB4	0	
Q5SZD1	0	
Q5SZD4	0	
Q5SZI1	0	
Q5SZJ8	1	{'PF10523': 1}
Q5SZK8	18	{'PF03160': 5, 'PF16184': 12, 'PF19309': 1}
Q5SZL2	0	
Q5SZQ8	3	{'PF00076': 3}
Q5T011	0	
Q5T013	1	{'PF01261': 1}
Q5T035	0	
Q5T036	0	
Q5T089	0	
Q5T0B9	5	{'PF00096': 5}
Q5T0D9	1	{'PF12456': 1}
Q5T0F9	1	{'PF00168': 1}
Q5T0J3	0	
Q5T0J7	0	
Q5T0L3	0	
Q5T0N1	0	
Q5T0N5	1	{'PF00018': 1}
Q5T0T0	1	{'PF12906': 1}
Q5T0U0	0	
Q5T0W9	0	
Q5T0Z8	0	
Q5T124	2	{'PF00789': 1, 'PF08059': 1}
Q5T160	1	{'PF05746': 1}
Q5T197	0	
Q5T1A1	0	
Q5T1B0	0	
Q5T1C6	1	{'PF03061': 1}
Q5T1H1	19	{'PF00054': 1, 'PF00008': 9, 'PF02210': 4, 'PF12661': 5}
Q5T1J5	0	
Q5T1J6	0	
Q5T1M5	1	{'PF00254': 1}
Q5T1N1	0	
Q5T1Q4	0	
Q5T1R4	4	{'PF00096': 4}
Q5T1S8	0	
Q5T1V6	3	{'PF00270': 1, 'PF00271': 1, 'PF04438': 1}
Q5T200	0	
Q5T215	0	
Q5T230	1	{'PF13837': 1}
Q5T280	0	
Q5T292	0	
Q5T2D2	0	
Q5T2D3	0	
Q5T2E6	1	{'PF08427': 1}
Q5T2L2	1	{'PF00248': 1}
Q5T2N8	1	{'PF00004': 1}
Q5T2Q4	0	
Q5T2R2	1	{'PF00348': 1}
Q5T2S8	0	
Q5T2T1	5	{'PF00625': 1, 'PF00595': 1, 'PF02828': 2, 'PF00018': 1}
Q5T2W1	4	{'PF00595': 3, 'PF17820': 1}
Q5T319	0	
Q5T3F8	1	{'PF14703': 1}
Q5T3I0	0	
Q5T3J3	0	
Q5T3U5	2	{'PF00005': 2}
Q5T3Y7	0	
Q5T440	0	
Q5T442	1	{'PF00029': 1}
Q5T447	1	{'PF00632': 1}
Q5T481	0	
Q5T4B2	0	
Q5T4D3	0	
Q5T4F4	1	{'PF01363': 1}
Q5T4F7	2	{'PF01392': 1, 'PF01759': 1}
Q5T4H9	0	
Q5T4I8	0	
Q5T4S7	0	
Q5T4T1	0	
Q5T4T6	1	{'PF18584': 1}
Q5T4W7	1	{'PF00019': 1}
Q5T5A4	0	
Q5T5A8	0	
Q5T5B0	0	
Q5T5C0	0	
Q5T5D7	8	{'PF00096': 8}
Q5T5F5	0	
Q5T5J6	1	{'PF13638': 1}
Q5T5M9	2	{'PF00134': 1, 'PF02984': 1}
Q5T5N4	0	
Q5T5P2	0	
Q5T5S1	0	
Q5T5U3	3	{'PF00620': 1, 'PF17820': 1, 'PF00169': 1}
Q5T5X7	4	{'PF10523': 4}
Q5T5Y3	2	{'PF08683': 1, 'PF11971': 1}
Q5T601	0	
Q5T619	8	{'PF00096': 8}
Q5T653	2	{'PF00181': 1, 'PF03947': 1}
Q5T655	0	
Q5T681	0	
Q5T686	0	
Q5T6C5	1	{'PF08313': 1}
Q5T6F0	0	
Q5T6F2	0	
Q5T6J7	1	{'PF01202': 1}
Q5T6L9	1	{'PF13910': 1}
Q5T6M2	0	
Q5T6R2	1	{'PF10409': 1}
Q5T6S3	3	{'PF00628': 1, 'PF14061': 1, 'PF18104': 1}
Q5T6V5	0	
Q5T6X4	0	
Q5T6X5	1	{'PF00003': 1}
Q5T700	0	
Q5T742	0	
Q5T749	0	
Q5T750	0	
Q5T751	0	
Q5T752	0	
Q5T753	0	
Q5T754	0	
Q5T764	0	
Q5T7B8	2	{'PF00225': 1, 'PF00536': 1}
Q5T7M4	0	
Q5T7M9	1	{'PF14875': 1}
Q5T7N2	3	{'PF02994': 1, 'PF17490': 2}
Q5T7N3	0	
Q5T7N8	0	
Q5T7P2	0	
Q5T7P3	0	
Q5T7P6	0	
Q5T7P8	2	{'PF00168': 2}
Q5T7R7	0	
Q5T7V8	0	
Q5T7W0	0	
Q5T7W7	2	{'PF00581': 1, 'PF17773': 1}
Q5T848	1	{'PF00003': 1}
Q5T870	0	
Q5T871	0	
Q5T890	2	{'PF00176': 1, 'PF00271': 1}
Q5T8A7	0	
Q5T8D3	1	{'PF00887': 1}
Q5T8I3	1	{'PF10358': 1}
Q5T8I9	0	
Q5T8P6	0	
Q5T8R8	0	
Q5T953	0	
Q5T9A4	1	{'PF00004': 1}
Q5T9C2	1	{'PF10358': 1}
Q5T9C9	0	
Q5T9G4	0	
Q5T9L3	0	
Q5T9S5	0	
Q5T9Z0	0	
Q5TA31	1	{'PF00097': 1}
Q5TA45	2	{'PF10996': 1, 'PF16661': 1}
Q5TA50	1	{'PF08718': 1}
Q5TA76	0	
Q5TA77	0	
Q5TA78	0	
Q5TA79	0	
Q5TA81	0	
Q5TA82	0	
Q5TA89	2	{'PF00010': 1, 'PF07527': 1}
Q5TAA0	0	
Q5TAB7	0	
Q5TAG4	11	{'PF06758': 11}
Q5TAH2	1	{'PF00027': 1}
Q5TAP6	0	
Q5TAQ9	0	
Q5TAT6	0	
Q5TAX3	3	{'PF00098': 2, 'PF19088': 1}
Q5TB30	1	{'PF00610': 1}
Q5TB80	0	
Q5TBA9	1	{'PF19421': 1}
Q5TBB1	2	{'PF09468': 1, 'PF17745': 1}
Q5TBC7	0	
Q5TBE3	0	
Q5TBK1	1	{'PF13671': 1}
Q5TC04	0	
Q5TC12	0	
Q5TC63	0	
Q5TC79	4	{'PF00096': 2, 'PF00651': 1, 'PF12874': 1}
Q5TC82	1	{'PF18386': 1}
Q5TC84	0	
Q5TCH4	1	{'PF00067': 1}
Q5TCM9	0	
Q5TCQ9	7	{'PF00397': 2, 'PF00625': 1, 'PF00595': 4}
Q5TCS8	2	{'PF00406': 2}
Q5TCX8	2	{'PF07714': 1, 'PF14604': 1}
Q5TCY1	1	{'PF00069': 1}
Q5TCZ1	5	{'PF00787': 1, 'PF00018': 4}
Q5TD94	0	
Q5TD97	4	{'PF00412': 4}
Q5TDH0	1	{'PF00240': 1}
Q5TDP6	1	{'PF00120': 1}
Q5TEA3	0	
Q5TEA6	0	
Q5TEC3	10	{'PF00096': 10}
Q5TEC6	1	{'PF00125': 1}
Q5TEJ8	2	{'PF12736': 2}
Q5TEU4	1	{'PF08241': 1}
Q5TEZ4	0	
Q5TEZ5	0	
Q5TF21	0	
Q5TF39	0	
Q5TF58	0	
Q5TFE4	0	
Q5TFG8	1	{'PF13913': 1}
Q5TFQ8	3	{'PF07654': 2, 'PF07686': 1}
Q5TG30	1	{'PF00620': 1}
Q5TG53	0	
Q5TGI0	2	{'PF17171': 1, 'PF17172': 1}
Q5TGI4	1	{'PF00536': 1}
Q5TGJ6	1	{'PF00855': 1}
Q5TGL8	0	
Q5TGP6	0	
Q5TGS1	1	{'PF00010': 1}
Q5TGU0	0	
Q5TGY1	0	
Q5TGY3	0	
Q5TGZ0	1	{'PF04418': 1}
Q5TH69	0	
Q5TH74	0	
Q5THJ4	1	{'PF00627': 1}
Q5THK1	0	
Q5THR3	4	{'PF08976': 2, 'PF13499': 1, 'PF13833': 1}
Q5TI25	10	{'PF06758': 10}
Q5TIA1	0	
Q5TID7	0	
Q5TIE3	2	{'PF13757': 1, 'PF13768': 1}
Q5TKA1	1	{'PF19438': 1}
Q5TYM5	0	
Q5TYW1	20	{'PF00096': 20}
Q5TYW2	0	
Q5TYX0	0	
Q5TZ20	0	
Q5TZA2	0	
Q5TZF3	0	
Q5TZJ5	0	
Q5TZK3	0	
Q5U3C3	0	
Q5U4N7	0	
Q5U4P2	1	{'PF05118': 1}
Q5U5Q3	3	{'PF00013': 2, 'PF13920': 1}
Q5U5R9	1	{'PF00632': 1}
Q5U5X0	0	
Q5U5X8	0	
Q5U5Z8	2	{'PF00246': 1, 'PF18027': 1}
Q5U623	1	{'PF16794': 1}
Q5U649	0	
Q5U651	1	{'PF00788': 1}
Q5UAW9	0	
Q5UCC4	0	
Q5UE93	0	
Q5UIP0	0	
Q5VIR6	0	
Q5VIY5	9	{'PF00096': 9}
Q5VSD8	0	
Q5VSG8	1	{'PF16317': 1}
Q5VSL9	0	
Q5VSP4	1	{'PF00061': 1}
Q5VSR9	0	
Q5VST6	1	{'PF00326': 1}
Q5VST9	56	{'PF00621': 1, 'PF00041': 2, 'PF00069': 2, 'PF07679': 51}
Q5VSY0	0	
Q5VT03	0	
Q5VT06	1	{'PF01302': 1}
Q5VT25	2	{'PF00130': 1, 'PF00069': 1}
Q5VT28	0	
Q5VT33	0	
Q5VT40	0	
Q5VT52	0	
Q5VT66	2	{'PF03473': 1, 'PF03476': 1}
Q5VT79	4	{'PF00191': 4}
Q5VT97	1	{'PF00620': 1}
Q5VT98	0	
Q5VT99	0	
Q5VTA0	0	
Q5VTB9	1	{'PF13923': 1}
Q5VTD9	5	{'PF00096': 5}
Q5VTE0	3	{'PF00009': 1, 'PF03143': 1, 'PF03144': 1}
Q5VTE6	3	{'PF03372': 1, 'PF19339': 2}
Q5VTH2	0	
Q5VTH9	0	
Q5VTJ3	0	
Q5VTL7	0	
Q5VTL8	0	
Q5VTM2	1	{'PF01412': 1}
Q5VTQ0	0	
Q5VTR2	1	{'PF00097': 1}
Q5VTT2	0	
Q5VTT5	9	{'PF00041': 5, 'PF00047': 1, 'PF07679': 3}
Q5VTU8	0	
Q5VTY9	0	
Q5VU36	0	
Q5VU43	1	{'PF06758': 1}
Q5VU57	2	{'PF00246': 1, 'PF18027': 1}
Q5VU65	1	{'PF02368': 1}
Q5VU69	0	
Q5VU92	0	
Q5VU97	1	{'PF00092': 1}
Q5VUA4	0	
Q5VUB5	0	
Q5VUD6	1	{'PF14875': 1}
Q5VUE5	0	
Q5VUG0	6	{'PF00536': 1, 'PF02820': 4, 'PF12140': 1}
Q5VUJ5	1	{'PF01412': 1}
Q5VUJ6	1	{'PF00307': 1}
Q5VUJ9	0	
Q5VUM1	0	
Q5VUR7	0	
Q5VUY0	2	{'PF07859': 2}
Q5VUY2	2	{'PF07859': 2}
Q5VV11	0	
Q5VV16	1	{'PF00250': 1}
Q5VV17	0	
Q5VV41	3	{'PF00621': 1, 'PF14604': 1, 'PF00169': 1}
Q5VV42	2	{'PF01938': 1, 'PF04055': 1}
Q5VV43	0	
Q5VV52	6	{'PF00096': 5, 'PF13465': 1}
Q5VV63	3	{'PF00059': 1, 'PF00431': 1, 'PF07974': 1}
Q5VV67	1	{'PF00076': 1}
Q5VVB8	0	
Q5VVC0	0	
Q5VVH5	0	
Q5VVJ2	2	{'PF04433': 1, 'PF00249': 1}
Q5VVM6	0	
Q5VVP1	0	
Q5VVQ6	0	
Q5VVS0	0	
Q5VVW2	0	
Q5VVX9	1	{'PF00179': 1}
Q5VVY1	0	
Q5VW00	0	
Q5VW22	1	{'PF01412': 1}
Q5VW32	1	{'PF03097': 1}
Q5VW36	0	
Q5VW38	0	
Q5VWC8	0	
Q5VWG9	2	{'PF00628': 1, 'PF07524': 1}
Q5VWI1	0	
Q5VWJ9	1	{'PF00787': 1}
Q5VWK0	3	{'PF06758': 3}
Q5VWK5	0	
Q5VWM3	0	
Q5VWM4	0	
Q5VWM6	0	
Q5VWN6	0	
Q5VWP2	1	{'PF07984': 1}
Q5VWP3	0	
Q5VWQ0	0	
Q5VWQ8	1	{'PF00168': 1}
Q5VWT5	1	{'PF14603': 1}
Q5VWW1	1	{'PF00386': 1}
Q5VWX1	3	{'PF00013': 1, 'PF16274': 1, 'PF16568': 1}
Q5VWZ2	1	{'PF02230': 1}
Q5VX52	0	
Q5VX71	4	{'PF00084': 4}
Q5VXD3	1	{'PF00536': 1}
Q5VXH4	0	
Q5VXH5	0	
Q5VXI9	0	
Q5VXJ0	0	
Q5VXM1	3	{'PF00431': 3}
Q5VXT5	1	{'PF01284': 1}
Q5VXU1	0	
Q5VXU3	1	{'PF10256': 1}
Q5VXU9	0	
Q5VY09	0	
Q5VY43	4	{'PF00053': 4}
Q5VY80	1	{'PF00129': 1}
Q5VYJ5	10	{'PF00008': 1, 'PF00629': 9}
Q5VYK3	0	
Q5VYM1	0	
Q5VYP0	0	
Q5VYS4	0	
Q5VYS8	5	{'PF00098': 3, 'PF19088': 2}
Q5VYV0	1	{'PF00250': 1}
Q5VYV7	0	
Q5VYX0	2	{'PF01593': 1, 'PF13450': 1}
Q5VYY1	0	
Q5VYY2	0	
Q5VZ03	1	{'PF13905': 1}
Q5VZ18	1	{'PF00017': 1}
Q5VZ19	2	{'PF00567': 1, 'PF00076': 1}
Q5VZ46	0	
Q5VZ52	0	
Q5VZ66	0	
Q5VZ72	0	
Q5VZ89	2	{'PF03455': 1, 'PF03456': 1}
Q5VZB9	1	{'PF03474': 1}
Q5VZE5	0	
Q5VZF2	2	{'PF14608': 2}
Q5VZI3	0	
Q5VZK9	1	{'PF17888': 1}
Q5VZL5	5	{'PF06467': 5}
Q5VZM2	1	{'PF04670': 1}
Q5VZP5	1	{'PF00782': 1}
Q5VZQ5	0	
Q5VZR2	0	
Q5VZR4	0	
Q5VZV1	0	
Q5VZY2	0	
Q5W041	0	
Q5W064	0	
Q5W0A0	0	
Q5W0B1	1	{'PF13923': 1}
Q5W0B7	0	
Q5W0N0	0	
Q5W0Q7	0	
Q5W0U4	0	
Q5W0V3	0	
Q5W0Z9	0	
Q5W111	0	
Q5W150	0	
Q5W186	1	{'PF00666': 1}
Q5W188	1	{'PF00031': 1}
Q5W5W9	0	
Q5W5X9	0	
Q5XG85	0	
Q5XG87	0	
Q5XG92	1	{'PF00135': 1}
Q5XG99	0	
Q5XKE5	0	
Q5XKK7	0	
Q5XKL5	2	{'PF00651': 2}
Q5XKP0	0	
Q5XKR4	1	{'PF00046': 1}
Q5XKR9	0	
Q5XLA6	1	{'PF00619': 1}
Q5XPI4	1	{'PF13920': 1}
Q5XUX0	2	{'PF12014': 1, 'PF12937': 1}
Q5XUX1	1	{'PF12937': 1}
Q5XX13	0	
Q5XXA6	0	
Q5YKI7	1	{'PF14836': 1}
Q5ZPR3	4	{'PF07686': 2, 'PF13927': 2}
Q60I27	0	
Q629K1	0	
Q63HK3	7	{'PF00096': 4, 'PF02023': 1, 'PF13837': 2}
Q63HK5	1	{'PF13912': 1}
Q63HM1	1	{'PF07859': 1}
Q63HM2	0	
Q63HM9	0	
Q63HN1	0	
Q63HN8	1	{'PF00097': 1}
Q63HQ0	0	
Q63HQ2	7	{'PF00054': 2, 'PF00008': 2, 'PF00041': 2, 'PF02210': 1}
Q63HR2	3	{'PF00017': 1, 'PF08416': 1, 'PF10409': 1}
Q63ZE4	0	
Q63ZY3	0	
Q63ZY6	0	
Q641Q2	0	
Q641Q3	0	
Q643R3	0	
Q64ET8	0	
Q64LD2	0	
Q658K8	0	
Q658L1	0	
Q658N2	3	{'PF00685': 1, 'PF01822': 2}
Q658P3	0	
Q658T7	1	{'PF15288': 1}
Q658Y4	0	
Q659A1	1	{'PF10505': 1}
Q659C4	1	{'PF05383': 1}
Q66GS9	0	
Q66K14	2	{'PF02893': 2}
Q66K41	3	{'PF12874': 3}
Q66K64	0	
Q66K66	0	
Q66K74	0	
Q66K79	3	{'PF00246': 1, 'PF01392': 1, 'PF13620': 1}
Q66K80	0	
Q66K89	6	{'PF00096': 5, 'PF13912': 1}
Q66LE6	0	
Q66PJ3	0	
Q674R7	0	
Q674X7	3	{'PF00536': 2, 'PF07647': 1}
Q676U5	0	
Q67FW5	0	
Q684P5	0	
Q685J3	0	
Q687X5	0	
Q68BL7	0	
Q68BL8	0	
Q68CJ6	1	{'PF00350': 1}
Q68CJ9	0	
Q68CK6	1	{'PF13193': 1}
Q68CL5	0	
Q68CP4	1	{'PF07786': 1}
Q68CP9	2	{'PF01388': 1, 'PF02257': 1}
Q68CQ1	0	
Q68CQ4	0	
Q68CQ7	0	
Q68CR1	0	
Q68CR7	0	
Q68CZ1	3	{'PF00168': 1, 'PF11618': 1, 'PF18111': 1}
Q68CZ2	3	{'PF00017': 1, 'PF08416': 1, 'PF10409': 1}
Q68CZ6	0	
Q68D06	1	{'PF04326': 1}
Q68D10	1	{'PF08243': 1}
Q68D20	0	
Q68D42	0	
Q68D51	2	{'PF03455': 1, 'PF03456': 1}
Q68D85	1	{'PF07654': 1}
Q68D86	0	
Q68D91	1	{'PF00753': 1}
Q68DA7	0	
Q68DC2	1	{'PF00536': 1}
Q68DD2	2	{'PF00168': 1, 'PF18695': 1}
Q68DE3	1	{'PF00010': 1}
Q68DH5	0	
Q68DI1	9	{'PF00096': 9}
Q68DK2	1	{'PF01363': 1}
Q68DK7	0	
Q68DL7	0	
Q68DN1	0	
Q68DQ2	6	{'PF00030': 5, 'PF00652': 1}
Q68DU8	1	{'PF02214': 1}
Q68DV7	2	{'PF13639': 1, 'PF18212': 1}
Q68DX3	6	{'PF00373': 1, 'PF00595': 3, 'PF09379': 1, 'PF09380': 1}
Q68DY1	11	{'PF00096': 11}
Q68DY9	8	{'PF00096': 8}
Q68E01	1	{'PF10189': 1}
Q68EA5	10	{'PF00096': 9, 'PF13894': 1}
Q68EM7	2	{'PF00620': 1, 'PF03114': 1}
Q68EN5	1	{'PF08014': 1}
Q68G74	3	{'PF00046': 1, 'PF00412': 2}
Q68G75	1	{'PF03020': 1}
Q68J44	1	{'PF00782': 1}
Q69383	0	
Q69384	1	{'PF13804': 1}
Q693B1	1	{'PF02214': 1}
Q695T7	0	
Q69YG0	0	
Q69YH5	0	
Q69YI7	1	{'PF13873': 1}
Q69YL0	0	
Q69YN2	0	
Q69YN4	0	
Q69YQ0	1	{'PF00307': 1}
Q69YU3	0	
Q69YU5	0	
Q69YW2	0	
Q69YZ2	0	
Q6A162	0	
Q6A163	0	
Q6A1A2	1	{'PF00069': 1}
Q6A555	1	{'PF00085': 1}
Q6AHZ1	0	
Q6AI08	0	
Q6AI12	0	
Q6AI14	1	{'PF16644': 1}
Q6AI39	0	
Q6AW86	8	{'PF00096': 8}
Q6AWC2	2	{'PF00397': 2}
Q6AWC8	0	
Q6AZW8	9	{'PF00096': 9}
Q6AZY7	0	
Q6AZZ1	2	{'PF00643': 1, 'PF15227': 1}
Q6B0B8	2	{'PF03221': 1, 'PF04218': 1}
Q6B0I6	1	{'PF02373': 1}
Q6B0K9	1	{'PF00042': 1}
Q6B8I1	1	{'PF00782': 1}
Q6B9Z1	0	
Q6BAA4	2	{'PF13895': 2}
Q6BCY4	2	{'PF00175': 1, 'PF00970': 1}
Q6BDI9	0	
Q6BDS2	0	
Q6BEB4	3	{'PF00096': 3}
Q6DCA0	0	
Q6DD87	6	{'PF00096': 5, 'PF13912': 1}
Q6DD88	2	{'PF02263': 1, 'PF02841': 1}
Q6DHV5	1	{'PF15625': 1}
Q6DHV7	1	{'PF00962': 1}
Q6DHY5	0	
Q6DJT9	5	{'PF00096': 3, 'PF13912': 2}
Q6DKI1	2	{'PF00327': 1, 'PF08079': 1}
Q6DKI2	2	{'PF00337': 2}
Q6DKI7	0	
Q6DKJ4	3	{'PF13848': 1, 'PF13905': 2}
Q6DKK2	0	
Q6DN03	1	{'PF00125': 1}
Q6DN12	3	{'PF00168': 3}
Q6DN14	3	{'PF00168': 3}
Q6DN72	3	{'PF13895': 2, 'PF13927': 1}
Q6DN90	2	{'PF01369': 1, 'PF16453': 1}
Q6DRA6	1	{'PF00125': 1}
Q6DT37	2	{'PF00130': 1, 'PF00069': 1}
Q6DWJ6	0	
Q6E0U4	0	
Q6E213	0	
Q6EBC2	0	
Q6ECI4	15	{'PF00096': 15}
Q6EEV4	0	
Q6EEV6	0	
Q6EIG7	1	{'PF00059': 1}
Q6EKJ0	1	{'PF18658': 1}
Q6EMB2	0	
Q6EMK4	1	{'PF00008': 1}
Q6F5E7	0	
Q6F5E8	1	{'PF17888': 1}
Q6FHJ7	2	{'PF01392': 1, 'PF01759': 1}
Q6FI13	1	{'PF00125': 1}
Q6FI81	1	{'PF08241': 1}
Q6FIF0	0	
Q6GMR7	0	
Q6GMV1	0	
Q6GMV2	0	
Q6GMV3	0	
Q6GPH4	1	{'PF18608': 1}
Q6GPH6	0	
Q6GPI1	1	{'PF00089': 1}
Q6GQQ9	1	{'PF14555': 1}
Q6GTS8	1	{'PF07687': 1}
Q6GTX8	1	{'PF13895': 1}
Q6GV28	0	
Q6GYQ0	0	
Q6H3X3	1	{'PF00129': 1}
Q6H8Q1	5	{'PF00412': 4, 'PF02209': 1}
Q6H9L7	2	{'PF00090': 1, 'PF03782': 1}
Q6HA08	1	{'PF01400': 1}
Q6I9Y2	0	
Q6IA17	0	
Q6IA69	1	{'PF02540': 1}
Q6IA86	0	
Q6IAA8	0	
Q6IAN0	1	{'PF00106': 1}
Q6IB77	0	
Q6IBS0	2	{'PF00241': 2}
Q6IBW4	0	
Q6IC83	0	
Q6IC98	1	{'PF02893': 1}
Q6ICB0	1	{'PF05903': 1}
Q6ICB4	1	{'PF00169': 1}
Q6ICC9	0	
Q6ICG6	0	
Q6ICG8	1	{'PF02893': 1}
Q6ICH7	1	{'PF05118': 1}
Q6ICI0	0	
Q6ICL3	0	
Q6ICL7	0	
Q6IE36	4	{'PF07677': 1, 'PF17789': 1, 'PF17791': 1, 'PF07703': 1}
Q6IE37	4	{'PF07677': 1, 'PF17789': 1, 'PF17791': 1, 'PF07703': 1}
Q6IE38	1	{'PF00050': 1}
Q6IE81	1	{'PF13832': 1}
Q6IEE7	0	
Q6IEE8	1	{'PF04326': 1}
Q6IEG0	1	{'PF05253': 1}
Q6IEU7	0	
Q6IEV9	0	
Q6IEY1	0	
Q6IEZ7	0	
Q6IF00	0	
Q6IF36	0	
Q6IF42	0	
Q6IF63	0	
Q6IF82	0	
Q6IF99	0	
Q6IFG1	0	
Q6IFH4	0	
Q6IFN5	0	
Q6IMI4	1	{'PF00685': 1}
Q6IMI6	1	{'PF00685': 1}
Q6IMN6	2	{'PF00386': 1, 'PF18293': 1}
Q6IN84	1	{'PF08032': 1}
Q6IN85	0	
Q6IN97	1	{'PF00595': 1}
Q6IPM2	0	
Q6IPR1	0	
Q6IPR3	0	
Q6IPT2	0	
Q6IPT4	2	{'PF00175': 1, 'PF00970': 1}
Q6IPU0	0	
Q6IPW1	0	
Q6IPX1	0	
Q6IPX3	0	
Q6IQ16	2	{'PF00651': 1, 'PF00917': 1}
Q6IQ19	0	
Q6IQ20	1	{'PF12706': 1}
Q6IQ21	8	{'PF00096': 8}
Q6IQ22	1	{'PF00071': 1}
Q6IQ23	1	{'PF00169': 1}
Q6IQ26	3	{'PF01477': 1, 'PF03455': 1, 'PF03456': 1}
Q6IQ32	2	{'PF19627': 2}
Q6IQ49	2	{'PF13019': 1, 'PF13297': 1}
Q6IQ55	1	{'PF00069': 1}
Q6IS14	1	{'PF01287': 1}
Q6IS24	1	{'PF00652': 1}
Q6ISB3	0	
Q6ISS4	1	{'PF13895': 1}
Q6ISU1	1	{'PF15028': 1}
