Pfam domain	Domain 1	Domain 2	Length Domain 1	Length Domain 2	Seq Id	RMSD	Prop aligned	Dist centroids (A)	Pocket 1	Pocket 2	PocketVec Similarity
PF01433	A6NEC2_PF01433_280_478	P09960_PF01433_233_448	199	216	0.5	0.91	1.0	3.5	A6NEC2_PF01433_280_478_fpocket_3	P09960_PF01433_233_448_fpocket_1	0.747
PF01433	A6NEC2_PF01433_280_478	P15144_PF01433_316_543	199	228	0.95	0.303	1.0	4.614	A6NEC2_PF01433_280_478_fpocket_3	P15144_PF01433_316_543_fpocket_1	0.839
PF01433	A6NEC2_PF01433_280_478	Q6P179_PF01433_298_541	199	244	0.762	0.259	1.0	3.903	A6NEC2_PF01433_280_478_fpocket_3	Q6P179_PF01433_298_541_fpocket_3	0.864
PF01433	A6NEC2_PF01433_280_478	Q8N6M6_PF01433_423_651	199	229	0.571	2.532	1.0	3.49	A6NEC2_PF01433_280_478_fpocket_2	Q8N6M6_PF01433_423_651_fpocket_13	0.765
PF01433	A6NEC2_PF01433_280_478	Q9H4A4_PF01433_261_482	199	222	0.643	0.951	1.0	5.181	A6NEC2_PF01433_280_478_fpocket_2	Q9H4A4_PF01433_261_482_fpocket_6	0.793
PF01433	A6NEC2_PF01433_280_478	Q9HAU8_PF01433_291_501	199	211	0.5	1.846	1.0	4.11	A6NEC2_PF01433_280_478_fpocket_3	Q9HAU8_PF01433_291_501_fpocket_1	0.779
PF01433	A6NEC2_PF01433_280_478	Q9NZ08_PF01433_281_524	199	244	0.947	0.284	1.0	3.165	A6NEC2_PF01433_280_478_fpocket_2	Q9NZ08_PF01433_281_524_fpocket_3	0.856
PF01433	A6NEC2_PF01433_280_478	Q9NZ08_PF01433_281_524	199	244	0.5	0.363	1.0	4.086	A6NEC2_PF01433_280_478_fpocket_3	Q9NZ08_PF01433_281_524_fpocket_1	0.802
PF01433	A6NEC2_PF01433_280_478	Q9UIQ6_PF01433_392_610	199	219	0.882	0.259	1.0	5.955	A6NEC2_PF01433_280_478_fpocket_3	Q9UIQ6_PF01433_392_610_fpocket_3	0.84
PF01433	A6NEC2_PF01433_280_478	Q9UKU6_PF01433_368_591	199	224	0.706	0.447	1.0	5.212	A6NEC2_PF01433_280_478_fpocket_2	Q9UKU6_PF01433_368_591_fpocket_11	0.825
PF01433	P09960_PF01433_233_448	P15144_PF01433_316_543	216	228	0.6	0.896	1.0	1.221	P09960_PF01433_233_448_fpocket_1	P15144_PF01433_316_543_fpocket_1	0.787
PF01433	P09960_PF01433_233_448	Q6P179_PF01433_298_541	216	244	0.524	0.976	1.0	1.625	P09960_PF01433_233_448_fpocket_1	Q6P179_PF01433_298_541_fpocket_3	0.752
PF01433	P09960_PF01433_233_448	Q8N6M6_PF01433_423_651	216	229	0.333	3.661	0.947368	3.33	P09960_PF01433_233_448_fpocket_3	Q8N6M6_PF01433_423_651_fpocket_13	0.796
PF01433	P09960_PF01433_233_448	Q9H4A4_PF01433_261_482	216	222	0.923	0.477	1.0	5.635	P09960_PF01433_233_448_fpocket_1	Q9H4A4_PF01433_261_482_fpocket_14	0.8089999999999999
PF01433	P09960_PF01433_233_448	Q9H4A4_PF01433_261_482	216	222	0.625	2.053	0.947368	2.527	P09960_PF01433_233_448_fpocket_3	Q9H4A4_PF01433_261_482_fpocket_6	0.856
PF01433	P09960_PF01433_233_448	Q9HAU8_PF01433_291_501	216	211	0.45	0.953	0.944444	0.936	P09960_PF01433_233_448_fpocket_1	Q9HAU8_PF01433_291_501_fpocket_1	0.763
PF01433	P09960_PF01433_233_448	Q9NZ08_PF01433_281_524	216	244	0.45	0.984	1.0	5.776	P09960_PF01433_233_448_fpocket_1	Q9NZ08_PF01433_281_524_fpocket_1	0.792
PF01433	P09960_PF01433_233_448	Q9UIQ6_PF01433_392_610	216	219	0.588	0.771	1.0	2.748	P09960_PF01433_233_448_fpocket_1	Q9UIQ6_PF01433_392_610_fpocket_3	0.769
PF01433	P09960_PF01433_233_448	Q9UKU6_PF01433_368_591	216	224	0.529	0.777	1.0	4.927	P09960_PF01433_233_448_fpocket_1	Q9UKU6_PF01433_368_591_fpocket_11	0.744
PF01433	P15144_PF01433_316_543	Q6P179_PF01433_298_541	228	244	0.762	0.337	1.0	2.374	P15144_PF01433_316_543_fpocket_1	Q6P179_PF01433_298_541_fpocket_3	0.827
PF01433	P15144_PF01433_316_543	Q9H4A4_PF01433_261_482	228	222	0.692	0.877	1.0	4.647	P15144_PF01433_316_543_fpocket_1	Q9H4A4_PF01433_261_482_fpocket_14	0.8009999999999999
PF01433	P15144_PF01433_316_543	Q9HAU8_PF01433_291_501	228	211	0.6	1.701	1.0	0.782	P15144_PF01433_316_543_fpocket_1	Q9HAU8_PF01433_291_501_fpocket_1	0.774
PF01433	P15144_PF01433_316_543	Q9NZ08_PF01433_281_524	228	244	0.895	0.308	1.0	5.717	P15144_PF01433_316_543_fpocket_1	Q9NZ08_PF01433_281_524_fpocket_3	0.839
PF01433	P15144_PF01433_316_543	Q9UIQ6_PF01433_392_610	228	219	0.882	0.251	1.0	1.611	P15144_PF01433_316_543_fpocket_1	Q9UIQ6_PF01433_392_610_fpocket_3	0.825
PF01433	P15144_PF01433_316_543	Q9UIQ6_PF01433_392_610	228	219	0.6	0.655	1.0	0.726	P15144_PF01433_316_543_fpocket_3	Q9UIQ6_PF01433_392_610_fpocket_6	0.802
PF01433	P15144_PF01433_316_543	Q9UKU6_PF01433_368_591	228	224	0.706	0.453	1.0	3.727	P15144_PF01433_316_543_fpocket_1	Q9UKU6_PF01433_368_591_fpocket_11	0.792
PF01433	Q6P179_PF01433_298_541	Q9H4A4_PF01433_261_482	244	222	0.692	0.932	1.0	5.404	Q6P179_PF01433_298_541_fpocket_3	Q9H4A4_PF01433_261_482_fpocket_14	0.787
PF01433	Q6P179_PF01433_298_541	Q9HAU8_PF01433_291_501	244	211	0.524	1.621	1.0	2.275	Q6P179_PF01433_298_541_fpocket_3	Q9HAU8_PF01433_291_501_fpocket_1	0.777
PF01433	Q6P179_PF01433_298_541	Q9NZ08_PF01433_281_524	244	244	0.714	0.208	1.0	5.582	Q6P179_PF01433_298_541_fpocket_3	Q9NZ08_PF01433_281_524_fpocket_1	0.79
PF01433	Q6P179_PF01433_298_541	Q9UIQ6_PF01433_392_610	244	219	0.706	0.247	1.0	2.892	Q6P179_PF01433_298_541_fpocket_3	Q9UIQ6_PF01433_392_610_fpocket_3	0.829
PF01433	Q6P179_PF01433_298_541	Q9UKU6_PF01433_368_591	244	224	0.765	0.428	1.0	5.574	Q6P179_PF01433_298_541_fpocket_3	Q9UKU6_PF01433_368_591_fpocket_11	0.843
PF01433	Q8N6M6_PF01433_423_651	Q9H4A4_PF01433_261_482	229	222	0.615	1.649	1.0	6.006	Q8N6M6_PF01433_423_651_fpocket_13	Q9H4A4_PF01433_261_482_fpocket_14	0.786
PF01433	Q8N6M6_PF01433_423_651	Q9H4A4_PF01433_261_482	229	222	0.467	3.326	1.0	2.335	Q8N6M6_PF01433_423_651_fpocket_13	Q9H4A4_PF01433_261_482_fpocket_6	0.798
PF01433	Q8N6M6_PF01433_423_651	Q9NZ08_PF01433_281_524	229	244	0.632	1.626	1.0	5.363	Q8N6M6_PF01433_423_651_fpocket_13	Q9NZ08_PF01433_281_524_fpocket_3	0.757
PF01433	Q8N6M6_PF01433_423_651	Q9UKU6_PF01433_368_591	229	224	0.529	1.796	1.0	4.807	Q8N6M6_PF01433_423_651_fpocket_13	Q9UKU6_PF01433_368_591_fpocket_11	0.795
PF01433	Q9H4A4_PF01433_261_482	Q9HAU8_PF01433_291_501	222	211	0.615	0.594	1.0	5.395	Q9H4A4_PF01433_261_482_fpocket_14	Q9HAU8_PF01433_291_501_fpocket_1	0.761
PF01433	Q9H4A4_PF01433_261_482	Q9NZ08_PF01433_281_524	222	244	0.692	0.837	1.0	4.323	Q9H4A4_PF01433_261_482_fpocket_14	Q9NZ08_PF01433_281_524_fpocket_3	0.827
PF01433	Q9H4A4_PF01433_261_482	Q9UIQ6_PF01433_392_610	222	219	0.692	0.776	1.0	3.639	Q9H4A4_PF01433_261_482_fpocket_14	Q9UIQ6_PF01433_392_610_fpocket_3	0.81
PF01433	Q9H4A4_PF01433_261_482	Q9UKU6_PF01433_368_591	222	224	0.538	0.651	1.0	2.479	Q9H4A4_PF01433_261_482_fpocket_14	Q9UKU6_PF01433_368_591_fpocket_11	0.8240000000000001
PF01433	Q9HAU8_PF01433_291_501	Q9UIQ6_PF01433_392_610	211	219	0.647	0.934	0.944444	2.325	Q9HAU8_PF01433_291_501_fpocket_1	Q9UIQ6_PF01433_392_610_fpocket_3	0.812
PF01433	Q9HAU8_PF01433_291_501	Q9UKU6_PF01433_368_591	211	224	0.588	0.619	1.0	4.423	Q9HAU8_PF01433_291_501_fpocket_1	Q9UKU6_PF01433_368_591_fpocket_11	0.786
PF01433	Q9NZ08_PF01433_281_524	Q9UIQ6_PF01433_392_610	244	219	0.947	0.265	1.0	4.45	Q9NZ08_PF01433_281_524_fpocket_3	Q9UIQ6_PF01433_392_610_fpocket_3	0.871
PF01433	Q9NZ08_PF01433_281_524	Q9UKU6_PF01433_368_591	244	224	0.706	0.46	1.0	3.42	Q9NZ08_PF01433_281_524_fpocket_3	Q9UKU6_PF01433_368_591_fpocket_11	0.836
PF01433	Q9UIQ6_PF01433_392_610	Q9UKU6_PF01433_368_591	219	224	0.706	0.398	1.0	3.136	Q9UIQ6_PF01433_392_610_fpocket_3	Q9UKU6_PF01433_368_591_fpocket_11	0.833
PF01434	Q96TA2_PF01434_586_764	Q9Y4W6_PF01434_561_744	179	184	0.636	0.401	1.0	0.885	Q96TA2_PF01434_586_764_fpocket_8	Q9Y4W6_PF01434_561_744_fpocket_12	0.864
PF01435	O75844_PF01435_228_473	Q96E52_PF01435_258_453	246	196	0.476	2.59	0.823529	3.981	O75844_PF01435_228_473_fpocket_5	Q96E52_PF01435_258_453_fpocket_2	0.727
PF01467	P49585_PF01467_80_208	Q13057_PF01467_195_339	129	145	0.4	3.356	1.0	5.525	P49585_PF01467_80_208_fpocket_1	Q13057_PF01467_195_339_fpocket_1	0.8200000000000001
PF01467	P49585_PF01467_80_208	Q13057_PF01467_195_339	129	145	0.35	3.356	0.954545	3.144	P49585_PF01467_80_208_fpocket_2	Q13057_PF01467_195_339_fpocket_1	0.829
PF01467	P49585_PF01467_80_208	Q99447_PF01467_26_152	129	127	0.6	0.939	1.0	4.411	P49585_PF01467_80_208_fpocket_1	Q99447_PF01467_26_152_fpocket_2	0.808
PF01467	P49585_PF01467_80_208	Q99447_PF01467_26_152	129	127	0.6	0.939	1.0	3.383	P49585_PF01467_80_208_fpocket_1	Q99447_PF01467_26_152_fpocket_5	0.84
PF01467	P49585_PF01467_80_208	Q99447_PF01467_26_152	129	127	0.529	1.177	0.954545	4.534	P49585_PF01467_80_208_fpocket_2	Q99447_PF01467_26_152_fpocket_5	0.845
PF01467	P49585_PF01467_80_208	Q9Y5K3_PF01467_80_208	129	129	1.0	0.083	1.0	0.324	P49585_PF01467_80_208_fpocket_1	Q9Y5K3_PF01467_80_208_fpocket_1	0.971
PF01467	P49585_PF01467_80_208	Q9Y5K3_PF01467_80_208	129	129	1.0	0.114	1.0	0.123	P49585_PF01467_80_208_fpocket_2	Q9Y5K3_PF01467_80_208_fpocket_4	0.958
PF01467	Q13057_PF01467_195_339	Q99447_PF01467_26_152	145	127	0.25	3.36	1.0	2.472	Q13057_PF01467_195_339_fpocket_1	Q99447_PF01467_26_152_fpocket_5	0.8029999999999999
PF01467	Q13057_PF01467_195_339	Q9Y5K3_PF01467_80_208	145	129	0.4	3.327	1.0	5.51	Q13057_PF01467_195_339_fpocket_1	Q9Y5K3_PF01467_80_208_fpocket_1	0.823
PF01467	Q13057_PF01467_195_339	Q9Y5K3_PF01467_80_208	145	129	0.35	3.327	0.954545	3.135	Q13057_PF01467_195_339_fpocket_1	Q9Y5K3_PF01467_80_208_fpocket_4	0.831
PF01467	Q96T66_PF01467_10_208	Q9BZQ4_PF01467_12_276	199	265	0.471	1.997	0.944444	2.496	Q96T66_PF01467_10_208_fpocket_10	Q9BZQ4_PF01467_12_276_fpocket_18	0.86
PF01467	Q96T66_PF01467_10_208	Q9BZQ4_PF01467_12_276	199	265	0.826	1.157	1.0	2.133	Q96T66_PF01467_10_208_fpocket_15	Q9BZQ4_PF01467_12_276_fpocket_8	0.868
PF01467	Q96T66_PF01467_10_208	Q9HAN9_PF01467_12_229	199	218	0.571	0.25	0.954545	2.314	Q96T66_PF01467_10_208_fpocket_10	Q9HAN9_PF01467_12_229_fpocket_12	0.9
PF01467	Q96T66_PF01467_10_208	Q9HAN9_PF01467_12_229	199	218	0.905	0.462	1.0	1.607	Q96T66_PF01467_10_208_fpocket_15	Q9HAN9_PF01467_12_229_fpocket_1	0.832
PF01467	Q99447_PF01467_26_152	Q9Y5K3_PF01467_80_208	127	129	0.6	0.971	1.0	4.167	Q99447_PF01467_26_152_fpocket_2	Q9Y5K3_PF01467_80_208_fpocket_1	0.791
PF01467	Q99447_PF01467_26_152	Q9Y5K3_PF01467_80_208	127	129	0.6	0.971	1.0	3.477	Q99447_PF01467_26_152_fpocket_5	Q9Y5K3_PF01467_80_208_fpocket_1	0.817
PF01467	Q99447_PF01467_26_152	Q9Y5K3_PF01467_80_208	127	129	0.529	1.212	0.954545	4.436	Q99447_PF01467_26_152_fpocket_5	Q9Y5K3_PF01467_80_208_fpocket_4	0.825
PF01467	Q9BZQ4_PF01467_12_276	Q9HAN9_PF01467_12_229	265	218	0.364	1.678	1.0	2.892	Q9BZQ4_PF01467_12_276_fpocket_18	Q9HAN9_PF01467_12_229_fpocket_12	0.853
PF01467	Q9BZQ4_PF01467_12_276	Q9HAN9_PF01467_12_229	265	218	0.905	1.124	1.0	0.667	Q9BZQ4_PF01467_12_276_fpocket_8	Q9HAN9_PF01467_12_229_fpocket_1	0.862
PF01470	A6NFU8_PF01470_4_156	Q9NXJ5_PF01470_6_187	153	182	0.688	0.525	0.888889	1.421	A6NFU8_PF01470_4_156_fpocket_3	Q9NXJ5_PF01470_6_187_fpocket_4	0.7989999999999999
PF01471	O60882_PF01471_35_95	P03956_PF01471_27_87	61	61	0.875	0.205	0.888889	2.533	O60882_PF01471_35_95_fpocket_4	P03956_PF01471_27_87_fpocket_1	0.933
PF01471	O60882_PF01471_35_95	P08253_PF01471_43_97	61	55	0.5	0.233	0.9	0.678	O60882_PF01471_35_95_fpocket_4	P08253_PF01471_43_97_fpocket_3	0.9319999999999999
PF01471	O60882_PF01471_35_95	P09237_PF01471_28_82	61	55	0.6	0.258	0.9	1.042	O60882_PF01471_35_95_fpocket_4	P09237_PF01471_28_82_fpocket_1	0.918
PF01471	O60882_PF01471_35_95	P09238_PF01471_28_86	61	59	0.7	0.366	1.0	1.45	O60882_PF01471_35_95_fpocket_4	P09238_PF01471_28_86_fpocket_2	0.87
PF01471	O60882_PF01471_35_95	P45452_PF01471_32_91	61	60	0.8	0.257	0.9	1.648	O60882_PF01471_35_95_fpocket_4	P45452_PF01471_32_91_fpocket_1	0.857
PF01471	P03956_PF01471_27_87	P08253_PF01471_43_97	61	55	0.625	0.171	0.888889	3.156	P03956_PF01471_27_87_fpocket_1	P08253_PF01471_43_97_fpocket_3	0.915
PF01471	P03956_PF01471_27_87	P09237_PF01471_28_82	61	55	0.7	0.276	1.0	1.51	P03956_PF01471_27_87_fpocket_1	P09237_PF01471_28_82_fpocket_1	0.89
PF01471	P03956_PF01471_27_87	P09238_PF01471_28_86	61	59	0.889	0.306	1.0	4.119	P03956_PF01471_27_87_fpocket_1	P09238_PF01471_28_86_fpocket_2	0.871
PF01471	P03956_PF01471_27_87	P45452_PF01471_32_91	61	60	0.9	0.25	1.0	0.816	P03956_PF01471_27_87_fpocket_1	P45452_PF01471_32_91_fpocket_1	0.89
PF01471	P08253_PF01471_43_97	P09237_PF01471_28_82	55	55	0.778	0.362	0.9	1.738	P08253_PF01471_43_97_fpocket_3	P09237_PF01471_28_82_fpocket_1	0.92
PF01471	P08253_PF01471_43_97	P09238_PF01471_28_86	55	59	0.444	1.179	0.9	0.968	P08253_PF01471_43_97_fpocket_3	P09238_PF01471_28_86_fpocket_2	0.883
PF01471	P08253_PF01471_43_97	P45452_PF01471_32_91	55	60	0.667	0.151	0.9	2.308	P08253_PF01471_43_97_fpocket_3	P45452_PF01471_32_91_fpocket_1	0.855
PF01471	P09237_PF01471_28_82	P09238_PF01471_28_86	55	59	0.6	0.326	1.0	2.496	P09237_PF01471_28_82_fpocket_1	P09238_PF01471_28_86_fpocket_2	0.872
PF01471	P09237_PF01471_28_82	P45452_PF01471_32_91	55	60	0.7	0.353	1.0	0.67	P09237_PF01471_28_82_fpocket_1	P45452_PF01471_32_91_fpocket_1	0.88
PF01471	P09237_PF01471_28_82	Q9H239_PF01471_30_86	55	57	0.222	0.425	1.0	1.128	P09237_PF01471_28_82_fpocket_3	Q9H239_PF01471_30_86_fpocket_2	0.8160000000000001
PF01471	P09238_PF01471_28_86	P45452_PF01471_32_91	59	60	0.8	0.375	1.0	3.085	P09238_PF01471_28_86_fpocket_2	P45452_PF01471_32_91_fpocket_1	0.883
PF01471	P39900_PF01471_26_87	Q9H239_PF01471_30_86	62	57	0.364	0.651	0.944444	5.951	P39900_PF01471_26_87_fpocket_2	Q9H239_PF01471_30_86_fpocket_2	0.786
PF01476	Q8IV50_PF01476_73_116	Q8NI08_PF01476_116_158	44	43	0.5	0.648	0.916667	5.685	Q8IV50_PF01476_73_116_fpocket_1	Q8NI08_PF01476_116_158_fpocket_1	0.758
PF01477	O75342_PF01477_4_114	P09917_PF01477_4_113	111	110	0.571	1.08	0.933333	1.364	O75342_PF01477_4_114_fpocket_1	P09917_PF01477_4_113_fpocket_1	0.827
PF01477	O75342_PF01477_4_114	Q8IVV2_PF01477_1256_1372	111	117	0.235	0.346	1.0	5.692	O75342_PF01477_4_114_fpocket_2	Q8IVV2_PF01477_1256_1372_fpocket_1	0.8140000000000001
PF01477	P09917_PF01477_4_113	Q8IVV2_PF01477_298_411	110	114	0.286	2.745	0.823529	4.943	P09917_PF01477_4_113_fpocket_1	Q8IVV2_PF01477_298_411_fpocket_1	0.804
PF01477	P54317_PF01477_359_465	Q17RR3_PF01477_358_465	107	108	0.5	0.467	0.9375	2.124	P54317_PF01477_359_465_fpocket_4	Q17RR3_PF01477_358_465_fpocket_1	0.754
PF01477	P54317_PF01477_359_465	Q17RR3_PF01477_358_465	107	108	0.5	0.482	0.888889	5.72	P54317_PF01477_359_465_fpocket_4	Q17RR3_PF01477_358_465_fpocket_2	0.753
PF01477	P54317_PF01477_359_465	Q6IQ26_PF01477_956_1062	107	107	0.438	0.841	0.933333	4.959	P54317_PF01477_359_465_fpocket_4	Q6IQ26_PF01477_956_1062_fpocket_6	0.768
PF01477	P54317_PF01477_359_465	Q8IVV2_PF01477_686_803	107	118	0.429	2.023	0.875	5.233	P54317_PF01477_359_465_fpocket_4	Q8IVV2_PF01477_686_803_fpocket_2	0.778
PF01477	Q17RR3_PF01477_358_465	Q6IQ26_PF01477_956_1062	108	107	0.25	1.902	0.8	5.803	Q17RR3_PF01477_358_465_fpocket_2	Q6IQ26_PF01477_956_1062_fpocket_6	0.773
PF01477	Q17RR3_PF01477_358_465	Q9NTG1_PF01477_1232_1344	108	113	0.125	1.034	0.888889	5.953	Q17RR3_PF01477_358_465_fpocket_2	Q9NTG1_PF01477_1232_1344_fpocket_1	0.753
PF01477	Q6IQ26_PF01477_956_1062	Q6ZUT9_PF01477_938_1043	107	106	1.0	0.17	0.857143	0.451	Q6IQ26_PF01477_956_1062_fpocket_6	Q6ZUT9_PF01477_938_1043_fpocket_2	0.914
PF01477	Q6IQ26_PF01477_956_1062	Q8IVV2_PF01477_298_411	107	114	0.286	2.207	0.933333	2.746	Q6IQ26_PF01477_956_1062_fpocket_6	Q8IVV2_PF01477_298_411_fpocket_2	0.784
PF01477	Q6IQ26_PF01477_956_1062	Q8IVV2_PF01477_686_803	107	118	0.333	2.929	0.8	0.735	Q6IQ26_PF01477_956_1062_fpocket_6	Q8IVV2_PF01477_686_803_fpocket_2	0.829
PF01477	Q6IQ26_PF01477_956_1062	Q9NTG1_PF01477_1232_1344	107	113	0.308	2.1	0.933333	1.965	Q6IQ26_PF01477_956_1062_fpocket_6	Q9NTG1_PF01477_1232_1344_fpocket_1	0.8109999999999999
PF01477	Q8IVV2_PF01477_298_411	Q8IVV2_PF01477_686_803	114	118	0.231	2.375	0.846154	2.002	Q8IVV2_PF01477_298_411_fpocket_2	Q8IVV2_PF01477_686_803_fpocket_2	0.8220000000000001
PF01477	Q8IVV2_PF01477_298_411	Q9NTG1_PF01477_1232_1344	114	113	0.231	0.745	1.0	1.733	Q8IVV2_PF01477_298_411_fpocket_2	Q9NTG1_PF01477_1232_1344_fpocket_1	0.747
PF01477	Q8IVV2_PF01477_686_803	Q9NTG1_PF01477_1232_1344	118	113	0.308	2.415	0.846154	1.888	Q8IVV2_PF01477_686_803_fpocket_2	Q9NTG1_PF01477_1232_1344_fpocket_1	0.8029999999999999
PF01479	P46781_PF01479_108_154	P62701_PF01479_42_90	47	49	0.3	1.486	0.823529	5.807	P46781_PF01479_108_154_fpocket_1	P62701_PF01479_42_90_fpocket_2	0.852
PF01485	P50876_PF01485_168_232	Q7Z419_PF01485_178_240	65	63	1.0	0.306	1.0	0.472	P50876_PF01485_168_232_fpocket_4	Q7Z419_PF01485_178_240_fpocket_5	0.852
PF01485	Q7Z419_PF01485_101_166	Q9NV58_PF01485_199_264	66	66	0.2	0.889	1.0	6.069	Q7Z419_PF01485_101_166_fpocket_1	Q9NV58_PF01485_199_264_fpocket_2	0.778
PF01485	Q7Z419_PF01485_101_166	Q9UBS8_PF01485_289_350	66	62	0.364	0.973	1.0	2.59	Q7Z419_PF01485_101_166_fpocket_1	Q9UBS8_PF01485_289_350_fpocket_1	0.8240000000000001
PF01485	Q7Z419_PF01485_178_240	Q9P2G1_PF01485_501_559	63	59	0.583	0.273	1.0	5.057	Q7Z419_PF01485_178_240_fpocket_1	Q9P2G1_PF01485_501_559_fpocket_2	0.812
PF01485	Q7Z419_PF01485_178_240	Q9UBS8_PF01485_289_350	63	62	0.231	1.245	1.0	5.321	Q7Z419_PF01485_178_240_fpocket_1	Q9UBS8_PF01485_289_350_fpocket_2	0.767
PF01485	Q7Z419_PF01485_178_240	Q9UBS8_PF01485_385_442	63	58	0.533	0.415	1.0	4.459	Q7Z419_PF01485_178_240_fpocket_1	Q9UBS8_PF01485_385_442_fpocket_1	0.8069999999999999
PF01485	Q7Z419_PF01485_178_240	Q9Y4X5_PF01485_322_390	63	69	0.625	0.413	1.0	0.896	Q7Z419_PF01485_178_240_fpocket_1	Q9Y4X5_PF01485_322_390_fpocket_1	0.838
PF01485	Q9NV58_PF01485_199_264	Q9Y4X5_PF01485_256_317	66	62	0.0	0.564	1.0	2.569	Q9NV58_PF01485_199_264_fpocket_3	Q9Y4X5_PF01485_256_317_fpocket_2	0.821
PF01485	Q9P2G1_PF01485_501_559	Q9UBS8_PF01485_289_350	59	62	0.231	1.494	1.0	2.246	Q9P2G1_PF01485_501_559_fpocket_2	Q9UBS8_PF01485_289_350_fpocket_2	0.806
PF01485	Q9P2G1_PF01485_501_559	Q9UBS8_PF01485_385_442	59	58	0.6	0.784	1.0	1.184	Q9P2G1_PF01485_501_559_fpocket_2	Q9UBS8_PF01485_385_442_fpocket_1	0.796
PF01485	Q9P2G1_PF01485_501_559	Q9Y4X5_PF01485_322_390	59	69	0.667	0.334	1.0	5.326	Q9P2G1_PF01485_501_559_fpocket_2	Q9Y4X5_PF01485_322_390_fpocket_1	0.78
PF01485	Q9UBS8_PF01485_289_350	Q9UBS8_PF01485_385_442	62	58	0.267	1.36	1.0	1.612	Q9UBS8_PF01485_289_350_fpocket_2	Q9UBS8_PF01485_385_442_fpocket_1	0.744
PF01485	Q9UBS8_PF01485_385_442	Q9Y4X5_PF01485_322_390	58	69	0.667	0.679	1.0	4.724	Q9UBS8_PF01485_385_442_fpocket_1	Q9Y4X5_PF01485_322_390_fpocket_1	0.8009999999999999
PF01505	Q14764_PF01505_113_154	Q14764_PF01505_166_207	42	42	0.5	1.167	0.923077	3.349	Q14764_PF01505_113_154_fpocket_1	Q14764_PF01505_166_207_fpocket_1	0.784
PF01505	Q14764_PF01505_113_154	Q14764_PF01505_219_262	42	44	0.429	0.97	1.0	2.214	Q14764_PF01505_113_154_fpocket_1	Q14764_PF01505_219_262_fpocket_2	0.788
PF01505	Q14764_PF01505_166_207	Q14764_PF01505_219_262	42	44	0.667	0.472	0.923077	1.279	Q14764_PF01505_166_207_fpocket_1	Q14764_PF01505_219_262_fpocket_2	0.867
PF01510	O75594_PF01510_51_181	Q96LB9_PF01510_197_327	131	131	0.632	0.439	1.0	3.599	O75594_PF01510_51_181_fpocket_7	Q96LB9_PF01510_197_327_fpocket_5	0.791
PF01510	O75594_PF01510_51_181	Q96PD5_PF01510_401_533	131	133	0.429	0.742	1.0	2.003	O75594_PF01510_51_181_fpocket_7	Q96PD5_PF01510_401_533_fpocket_1	0.8
PF01510	Q96LB8_PF01510_230_359	Q96LB9_PF01510_197_327	130	131	0.667	0.523	0.882353	2.365	Q96LB8_PF01510_230_359_fpocket_10	Q96LB9_PF01510_197_327_fpocket_1	0.831
PF01510	Q96LB8_PF01510_230_359	Q96PD5_PF01510_401_533	130	133	0.562	0.569	0.823529	3.423	Q96LB8_PF01510_230_359_fpocket_10	Q96PD5_PF01510_401_533_fpocket_3	0.762
PF01510	Q96LB9_PF01510_197_327	Q96PD5_PF01510_401_533	131	133	0.438	0.691	0.888889	4.586	Q96LB9_PF01510_197_327_fpocket_1	Q96PD5_PF01510_401_533_fpocket_3	0.768
PF01510	Q96LB9_PF01510_197_327	Q96PD5_PF01510_401_533	131	133	0.357	2.004	0.947368	4.98	Q96LB9_PF01510_197_327_fpocket_5	Q96PD5_PF01510_401_533_fpocket_1	0.791
PF01556	O60884_PF01556_116_338	P31689_PF01556_107_329	223	223	0.429	0.137	1.0	1.025	O60884_PF01556_116_338_fpocket_7	P31689_PF01556_107_329_fpocket_12	0.815
PF01556	O60884_PF01556_116_338	P59910_PF01556_140_299	223	160	0.308	0.353	1.0	2.046	O60884_PF01556_116_338_fpocket_7	P59910_PF01556_140_299_fpocket_6	0.815
PF01556	O60884_PF01556_116_338	Q8WW22_PF01556_108_330	223	223	0.583	0.264	1.0	1.132	O60884_PF01556_116_338_fpocket_8	Q8WW22_PF01556_108_330_fpocket_11	0.846
PF01556	O75953_PF01556_171_330	P25685_PF01556_164_323	160	160	0.75	0.089	0.888889	0.309	O75953_PF01556_171_330_fpocket_1	P25685_PF01556_164_323_fpocket_1	0.9
PF01556	O75953_PF01556_171_330	P59910_PF01556_140_299	160	160	0.765	0.3	1.0	3.297	O75953_PF01556_171_330_fpocket_1	P59910_PF01556_140_299_fpocket_2	0.8049999999999999
PF01556	O75953_PF01556_171_330	Q9UBS4_PF01556_134_327	160	194	0.727	0.126	1.0	2.229	O75953_PF01556_171_330_fpocket_3	Q9UBS4_PF01556_134_327_fpocket_8	0.869
PF01556	O75953_PF01556_171_330	Q9UDY4_PF01556_160_319	160	160	0.824	0.161	1.0	1.45	O75953_PF01556_171_330_fpocket_1	Q9UDY4_PF01556_160_319_fpocket_4	0.895
PF01556	P25685_PF01556_164_323	P59910_PF01556_140_299	160	160	0.688	0.278	0.888889	3.201	P25685_PF01556_164_323_fpocket_1	P59910_PF01556_140_299_fpocket_2	0.8009999999999999
