Kinase pair (UniprotID1 - UniprotID2)	Max. TM-Score	Max. Seq. Id.	PocketVec distance	Exp. Prof. Jaccard Similarity
P30291-P49840	0.86219	40.794	0.1689	0.0
P30291-P49841	0.87785	40.977	0.1516	0.0
P30291-P50613	0.8797	43.13	0.1465	0.0
P30291-P50750	0.88188	36.531	0.1674	0.0
P30291-P51817	0.8589	28.333	0.1775	0.0
P30291-P53350	0.88046	32.331	0.1609	0.0
P30291-P53779	0.85745	32.669	0.1744	0.0
P30291-P68400	0.86054	35.223	0.1824	0.0
P30291-Q00526	0.88851	32.258	0.1805	0.0
P30291-Q00535	0.8733	30.357	0.1784	0.0
P30291-Q00536	0.87338	36.515	0.2092	0.0
P30291-Q02156	0.85427	32.558	0.209	0.0
P30291-Q02750	0.83599	33.175	0.1621	0.0
P30291-Q04759	0.76709	37.815	0.1713	0.0
P30291-Q05655	0.89289	37.778	0.1491	0.0
P30291-Q13043	0.87164	29.032	0.1642	0.0
P30291-Q13131	0.87524	29.918	0.1766	0.0
P30291-Q13177	0.86633	34.711	0.1752	0.0
P30291-Q13188	0.88989	36.232	0.1896	0.0
P30291-Q13464	0.89556	40.0	0.1977	0.0
P30291-Q13555	0.899	28.4	0.1832	0.0
P30291-Q13557	0.88675	40.502	0.1734	0.0
P30291-Q13627	0.87294	29.918	0.1558	0.0
P30291-Q13873	0.77333	31.89	0.1653	0.0
P30291-Q13976	0.8889	35.252	0.161	0.0
P30291-Q14004	0.85863	36.134	0.1815	0.0
P30291-Q14680	0.88795	33.213	0.1485	0.0
P30291-Q15131	0.76326	38.961	0.168	0.0
P30291-Q15759	0.89772	35.379	0.1617	0.0
P30291-Q15831	0.88962	29.719	0.1756	0.0
P30291-Q16512	0.80557	35.223	0.185	0.0
P30291-Q16513	0.84405	33.607	0.1754	0.0
P30291-Q16539	0.87752	34.979	0.2076	0.0
P30291-Q16644	0.89496	33.74	0.1474	0.0
P30291-Q2M2I8	0.82111	37.327	0.1787	0.0
P30291-Q5VT25	0.82115	29.817	0.1715	0.0
P30291-Q6A1A2	0.83408	30.38	0.1946	0.0
P30291-Q6P5Z2	0.82091	32.618	0.1994	0.0
P30291-Q6PHR2	0.86231	35.268	0.1601	0.0
P30291-Q7KZI7	0.83494	37.156	0.1807	0.0
P30291-Q7L7X3	0.80575	29.461	0.1772	0.0
P30291-Q8N4C8	0.85133	32.018	0.1996	0.0
P30291-Q8NEV1	0.83805	30.901	0.1712	0.0
P30291-Q8TD08	0.81818	39.556	0.1746	0.0
P30291-Q8TDX7	0.81937	33.482	0.1882	0.0
P30291-Q92918	0.82343	28.511	0.1893	0.0
P30291-Q96GD4	0.88044	30.315	0.168	0.0
P30291-Q96L34	0.85438	31.95	0.1725	0.0
P30291-Q96NX5	0.85058	37.818	0.1746	0.0
P30291-Q96RR4	0.881	32.8	0.1743	0.0
P30291-Q9H093	0.89853	35.379	0.1655	0.0
P30291-Q9H0K1	0.77535	29.13	0.1312	0.0
P30291-Q9H2K8	0.77535	27.391	0.1654	0.0
P30291-Q9HAZ1	0.76526	31.387	0.1567	0.0
P30291-Q9NQU5	0.82326	30.83	0.1705	0.0
P30291-Q9NSY1	0.88637	29.839	0.1623	0.0
P30291-Q9P289	0.88418	29.15	0.1699	0.0
P30291-Q9UBE8	0.82444	27.615	0.151	0.0
P30291-Q9UK32	0.91453	32.53	0.1697	0.0
P30291-Q9UKE5	0.8654	37.5	0.172	0.0
P30291-Q9UL54	0.87389	37.132	0.1394	0.0
P30291-Q9UPZ9	0.86857	41.758	0.1602	0.0
P30291-Q9Y243	0.88204	31.496	0.1448	0.0
P30291-Q9Y2K2	0.87702	35.6	0.1706	0.0
P30291-Q9Y572	0.88618	34.008	0.2199	0.0
P30291-Q9Y5S2	0.88978	34.413	0.1699	0.0
P30291-Q9Y616	0.87861	35.632	0.1375	0.0
P30291-Q9Y6E0	0.88564	34.008	0.1634	0.0
P31749-P31751	0.91518	32.53	0.1811	0.0
P31749-P33981	0.88025	30.242	0.2036	0.0
P31749-P36507	0.84373	33.197	0.192	0.0
P31749-P36896	0.87581	34.221	0.1657	0.0
P31749-P36897	0.88413	32.0	0.1852	0.0
P31749-P45983	0.84022	30.417	0.1487	0.0
P31749-P45984	0.89056	32.8	0.197	0.0
P31749-P49137	0.84128	38.819	0.1664	0.0
P31749-P49759	0.82811	29.218	0.17	0.0
P31749-P49760	0.91103	27.869	0.1589	0.0
P31749-P49761	0.89515	31.646	0.1756	0.0
P31749-P49840	0.87808	29.63	0.1408	0.0
P31749-P49841	0.83428	32.927	0.1816	0.0
P31749-P50613	0.86954	33.906	0.1555	0.0
P31749-P50750	0.86982	31.325	0.1728	0.0
P31749-P51817	0.87819	28.8	0.1712	0.0
P31749-P53350	0.87861	29.63	0.1608	0.0
P31749-P53779	0.7674	32.78	0.1911	0.0
P31749-P68400	0.85006	29.388	0.1902	0.0
P31749-Q00526	0.84766	29.63	0.1785	0.0
P31749-Q00535	0.86538	32.468	0.1634	0.0
P31749-Q00536	0.86051	38.247	0.1513	0.0
P31749-Q02156	0.89526	29.796	0.1507	0.0
P31749-Q02750	0.89308	33.195	0.2021	0.0
P31749-Q04759	0.92508	46.429	0.1849	0.0
P31749-Q05655	0.88638	34.538	0.1885	0.0
P31749-Q13043	0.89653	29.134	0.197	0.0
P31749-Q13131	0.8751	32.653	0.1651	0.0
P31749-Q13177	0.76916	33.761	0.19	0.0
P31749-Q13188	0.852	29.289	0.1684	0.0
P31749-Q13464	0.88466	29.435	0.205	0.0
P31749-Q13555	0.89125	30.612	0.1449	0.0
P31749-Q13557	0.85725	30.303	0.1912	0.0
P31749-Q13627	0.86741	34.091	0.179	0.0
P31749-Q13873	0.89035	29.752	0.2036	0.0
P31749-Q13976	0.8869	31.837	0.1543	0.0
P31749-Q14004	0.86799	30.802	0.1655	0.0
P31749-Q14680	0.86953	32.922	0.1616	0.0
P31749-Q15131	0.86739	34.167	0.1522	0.0
P31749-Q15759	0.89155	31.818	0.1873	0.0
P31749-Q15831	0.9239	45.635	0.1961	0.0
P31749-Q16512	0.94126	43.373	0.1377	0.0
P31749-Q16513	0.88939	30.705	0.1907	0.0
P31749-Q16539	0.87205	37.118	0.1667	0.0
P31749-Q16644	0.86307	30.041	0.2021	0.0
P31749-Q2M2I8	0.85706	36.653	0.1804	0.0
P31749-Q5VT25	0.88934	30.769	0.1401	0.0
P31749-Q6A1A2	0.84629	31.2	0.1784	0.0
P31749-Q6P5Z2	0.88302	31.2	0.1592	0.0
P31749-Q6PHR2	0.88234	35.125	0.2174	0.0
P31749-Q7KZI7	0.86452	28.8	0.1895	0.0
P31749-Q7L7X3	0.83809	33.014	0.1743	0.0
P31749-Q8N4C8	0.88677	26.295	0.1818	0.0
P31749-Q8NEV1	0.88787	30.108	0.1585	0.0
P31749-Q8TD08	0.87949	30.579	0.1694	0.0
P31749-Q8TDX7	0.91395	34.711	0.1956	0.0
P31749-Q92918	0.90161	31.933	0.1967	0.0
P31749-Q96GD4	0.80121	30.677	0.1654	0.0
P31749-Q96L34	0.83713	38.272	0.1666	0.0
P31749-Q96NX5	0.91573	32.932	0.18	0.0
P31749-Q96RR4	0.89279	35.102	0.2008	0.0
P31749-Q9H093	0.81243	27.165	0.1823	0.0
P31749-Q9H0K1	0.82367	29.388	0.1687	0.0
P31749-Q9H2K8	0.90658	42.701	0.1604	0.0
P31749-Q9HAZ1	0.88534	28.226	0.1682	0.0
P31749-Q9NQU5	0.91134	37.5	0.1521	0.0
P31749-Q9NSY1	0.88642	29.839	0.1877	0.0
P31749-Q9P289	0.91453	33.884	0.1864	0.0
P31749-Q9UBE8	0.88818	31.02	0.1576	0.0
P31749-Q9UK32	0.86807	31.489	0.1565	0.0
P31749-Q9UKE5	0.84715	31.513	0.1487	0.0
P31749-Q9UL54	0.86111	31.624	0.1591	0.0
P31749-Q9UPZ9	0.83653	38.153	0.159	0.0
P31749-Q9Y243	0.88489	33.2	0.1646	0.0
P31749-Q9Y2K2	0.88953	34.979	0.1569	0.0
P31749-Q9Y572	0.89457	29.96	0.1918	0.0
P31749-Q9Y5S2	0.82666	32.636	0.1738	0.0
P31749-Q9Y616	0.89744	31.579	0.1508	0.0
P31749-Q9Y6E0	0.87935	30.4	0.1711	0.0
P31751-P33981	0.81446	36.752	0.1778	0.0
P31751-P36507	0.91863	44.488	0.1745	0.0
P31751-P36896	0.87811	33.197	0.2046	0.0
P31751-P36897	0.86841	30.0	0.1768	0.0
P31751-P45983	0.7738	25.911	0.1594	0.0
P31751-P45984	0.85508	30.385	0.1637	0.0
P31751-P49137	0.82895	30.579	0.1873	0.0
P31751-P49759	0.89366	30.769	0.1584	0.0
P31751-P49760	0.88667	37.712	0.1686	0.0
P31751-P49761	0.8527	30.802	0.1761	0.0
P31751-P49840	0.85247	33.333	0.1884	0.0
P31751-P49841	0.84137	36.287	0.1754	0.0
P31751-P50613	0.86571	33.624	0.2241	0.0
P31751-P50750	0.93349	35.2	0.1395	0.0
P31751-P51817	0.8631	32.245	0.1502	0.0
P31751-P53350	0.89663	30.8	0.1486	0.0
P31751-P53779	0.852	36.364	0.1876	0.0
P31751-P68400	0.88398	36.032	0.1684	0.0
P31751-Q00526	0.88403	33.992	0.1714	0.0
P31751-Q00535	0.86978	33.6	0.1667	0.0
P31751-Q00536	0.85095	34.156	0.1649	0.0
P31751-Q02156	0.92534	35.102	0.1551	0.0
P31751-Q02750	0.92432	37.815	0.1437	0.0
P31751-Q04759	0.85285	33.745	0.1479	0.0
P31751-Q05655	0.92412	31.02	0.1829	0.0
P31751-Q13043	0.92511	30.488	0.15	0.0
P31751-Q13131	0.81354	28.968	0.1577	0.0
P31751-Q13177	0.90572	31.452	0.1927	0.0
P31751-Q13188	0.88563	34.286	0.143	0.0
P31751-Q13464	0.81244	36.179	0.1724	0.0
P31751-Q13555	0.90204	30.12	0.1884	0.0
P31751-Q13557	0.84965	33.891	0.1947	0.0
P31751-Q13627	0.86449	31.6	0.1544	0.0
P31751-Q13873	0.91564	35.537	0.1777	0.0
P31751-Q13976	0.86754	29.07	0.1879	0.0
P31751-Q14004	0.89288	34.694	0.1772	0.0
P31751-Q14680	0.88027	32.53	0.1925	0.0
P31751-Q15131	0.84225	37.849	0.1676	0.0
P31751-Q15759	0.80739	31.855	0.1505	0.0
P31751-Q15831	0.81493	31.95	0.1843	0.0
P31751-Q16512	0.8532	34.274	0.1854	0.0
P31751-Q16513	0.84546	30.638	0.1721	0.0
P31751-Q16539	0.84001	31.148	0.1963	0.0
P31751-Q16644	0.89482	35.102	0.2141	0.0
P31751-Q2M2I8	0.9409	39.516	0.1432	0.0
P31751-Q5VT25	0.89928	28.98	0.1638	0.0
P31751-Q6A1A2	0.88354	31.727	0.1773	0.0
P31751-Q6P5Z2	0.87599	33.333	0.2131	0.0
P31751-Q6PHR2	0.78361	34.649	0.1653	0.0
P31751-Q7KZI7	0.89618	27.711	0.1745	0.0
P31751-Q7L7X3	0.85767	36.975	0.1846	0.0
P31751-Q8N4C8	0.82041	39.583	0.1615	0.0
P31751-Q8NEV1	0.84919	31.064	0.1669	0.0
P31751-Q8TD08	0.86209	32.4	0.1827	0.0
P31751-Q8TDX7	0.81461	36.709	0.171	0.0
P31751-Q92918	0.91138	33.198	0.1562	0.0
P31751-Q96GD4	0.90247	37.86	0.1723	0.0
P31751-Q96L34	0.91222	35.417	0.1797	0.0
P31751-Q96NX5	0.91399	37.607	0.1729	0.0
P31751-Q96RR4	0.8466	30.085	0.165	0.0
P31751-Q9H093	0.91183	36.91	0.1704	0.0
P31751-Q9H0K1	0.91188	29.796	0.1533	0.0
P31751-Q9H2K8	0.79956	33.871	0.2085	0.0
P31751-Q9HAZ1	0.87913	29.876	0.1671	0.0
P31751-Q9NQU5	0.91201	31.429	0.1679	0.0
P31751-Q9NSY1	0.91871	34.836	0.1834	0.0
P31751-Q9P289	0.85277	35.714	0.1658	0.0
P31751-Q9UBE8	0.83916	33.197	0.1652	0.0
P31751-Q9UK32	0.92269	36.759	0.208	0.0
P31751-Q9UKE5	0.88176	33.2	0.1566	0.0
P31751-Q9UL54	0.94044	40.167	0.1506	0.0
P31751-Q9UPZ9	0.85202	32.661	0.1669	0.0
P31751-Q9Y243	0.84682	30.488	0.1591	0.0
P31751-Q9Y2K2	0.91577	35.685	0.1505	0.0
P31751-Q9Y572	0.82589	33.333	0.1652	0.0
P31751-Q9Y5S2	0.91234	33.735	0.1881	0.0
P31751-Q9Y616	0.90837	32.129	0.1937	0.0
P31751-Q9Y6E0	0.86953	36.327	0.1654	0.0
P33981-P36507	0.81272	39.336	0.1534	0.0
P33981-P36896	0.85051	31.466	0.1485	0.0
P33981-P36897	0.85097	29.958	0.1579	0.0
P33981-P45983	0.86123	29.583	0.1688	0.0
P33981-P45984	0.8528	36.667	0.2182	0.0
P33981-P49137	0.85874	29.317	0.1824	0.0
P33981-P49759	0.78105	37.555	0.1777	0.0
P33981-P49760	0.85528	36.441	0.183	0.0
P33981-P49761	0.85304	34.322	0.1804	0.0
P33981-P49840	0.83307	34.842	0.2023	0.0
P33981-P49841	0.83407	35.616	0.1808	0.0
P33981-P50613	0.81329	28.175	0.1742	0.0
P33981-P50750	0.82238	33.333	0.1731	0.0
P33981-P51817	0.91802	34.568	0.1634	0.0
P33981-P53350	0.86571	33.766	0.18	0.0
P33981-P53779	0.90769	33.469	0.1447	0.0
P33981-P68400	0.84034	33.607	0.1506	0.0
P33981-Q00526	0.90072	33.878	0.2135	0.0
P33981-Q00535	0.82387	32.468	0.1629	0.0
P33981-Q00536	0.85997	34.052	0.1817	0.0
P33981-Q02156	0.83402	31.78	0.1642	0.0
P33981-Q02750	0.84166	34.31	0.136	0.0
P33981-Q04759	0.83941	33.473	0.1644	0.0
P33981-Q05655	0.83884	28.947	0.1607	0.0
P33981-Q13043	0.81355	29.583	0.1812	0.0
P33981-Q13131	0.86783	31.646	0.2092	0.0
P33981-Q13177	0.84431	34.188	0.1722	0.0
P33981-Q13188	0.85794	31.818	0.2078	0.0
P33981-Q13464	0.85404	32.911	0.1966	0.0
P33981-Q13555	0.77125	27.731	0.1572	0.0
P33981-Q13557	0.83602	33.482	0.2189	0.0
P33981-Q13627	0.78235	33.891	0.1888	0.0
P33981-Q13873	0.83165	35.146	0.1696	0.0
P33981-Q13976	0.77928	37.131	0.2114	0.0
P33981-Q14004	0.82148	31.224	0.1605	0.0
P33981-Q14680	0.82967	33.891	0.1979	0.0
P33981-Q15131	0.86049	28.632	0.1716	0.0
P33981-Q15759	0.83625	32.479	0.1919	0.0
P33981-Q15831	0.80173	34.177	0.1798	0.0
P33981-Q16512	0.83458	32.301	0.2011	0.0
P33981-Q16513	0.79607	36.364	0.1854	0.0
P33981-Q16539	0.84443	32.174	0.1961	0.0
P33981-Q16644	0.7432	31.416	0.202	0.0
P33981-Q2M2I8	0.82376	36.91	0.1981	0.0
P33981-Q5VT25	0.81647	31.224	0.211	0.0
P33981-Q6A1A2	0.80236	34.247	0.1744	0.0
P33981-Q6P5Z2	0.85328	29.63	0.1678	0.0
P33981-Q6PHR2	0.78014	38.843	0.1889	0.0
P33981-Q7KZI7	0.86101	30.87	0.1616	0.0
P33981-Q7L7X3	0.83665	35.204	0.1903	0.0
P33981-Q8N4C8	0.84264	34.454	0.2062	0.0
P33981-Q8NEV1	0.83289	34.348	0.2119	0.0
P33981-Q8TD08	0.7704	32.558	0.194	0.0
P33981-Q8TDX7	0.79876	37.004	0.1881	0.0
P33981-Q92918	0.83758	32.287	0.1541	0.0
P33981-Q96GD4	0.84032	29.167	0.1803	0.0
P33981-Q96L34	0.84496	35.593	0.1906	0.0
P33981-Q96NX5	0.84588	31.897	0.1781	0.0
P33981-Q96RR4	0.86263	38.235	0.1654	0.0
P33981-Q9H093	0.86563	31.718	0.177	0.0
P33981-Q9H0K1	0.83849	30.204	0.1915	0.0
P33981-Q9H2K8	0.81939	34.498	0.1992	0.0
P33981-Q9HAZ1	0.8435	28.634	0.1691	0.0
P33981-Q9NQU5	0.8371	36.842	0.1905	0.0
P33981-Q9NSY1	0.83812	32.093	0.186	0.0
P33981-Q9P289	0.83905	32.536	0.1753	0.0
P33981-Q9UBE8	0.86238	28.452	0.1845	0.0
P33981-Q9UK32	0.80467	33.755	0.1914	0.0
P33981-Q9UKE5	0.85951	31.707	0.192	0.0
P33981-Q9UL54	0.84909	32.906	0.1815	0.0
P33981-Q9UPZ9	0.81953	30.769	0.1606	0.0
P33981-Q9Y243	0.86882	32.8	0.1688	0.0
P33981-Q9Y2K2	0.80477	29.876	0.1887	0.0
P33981-Q9Y572	0.87456	30.8	0.1697	0.0
P33981-Q9Y5S2	0.82068	31.25	0.1899	0.0
P33981-Q9Y616	0.94642	37.398	0.1663	0.0
P33981-Q9Y6E0	0.91767	36.626	0.1654	0.0
P36507-P36896	0.83688	32.377	0.1774	0.0
P36507-P36897	0.84526	30.045	0.1936	0.0
P36507-P45983	0.84327	30.804	0.1956	0.0
P36507-P45984	0.83279	34.061	0.1695	0.0
P36507-P49137	0.84244	31.364	0.1796	0.0
P36507-P49759	0.77569	33.333	0.1725	0.0
P36507-P49760	0.81257	29.268	0.1969	0.0
P36507-P49761	0.81298	30.612	0.1893	0.0
P36507-P49840	0.83174	28.455	0.1834	0.0
P36507-P49841	0.83422	32.889	0.2093	0.0
P36507-P50613	0.76868	29.63	0.1822	0.0
P36507-P50750	0.80684	39.834	0.1742	0.0
P36507-P51817	0.8062	37.603	0.169	0.0
P36507-P53350	0.83924	35.294	0.1962	0.0
P36507-P53779	0.85103	30.493	0.1757	0.0
P36507-P68400	0.77049	30.29	0.1781	0.0
P36507-Q00526	0.83721	35.526	0.1622	0.0
P36507-Q00535	0.83653	34.211	0.2047	0.0
P36507-Q00536	0.81193	32.083	0.1807	0.0
P36507-Q02156	0.80824	33.198	0.158	0.0
P36507-Q02750	0.86033	31.304	0.1627	0.0
P36507-Q04759	0.81666	34.694	0.173	0.0
P36507-Q05655	0.77306	35.628	0.1814	0.0
P36507-Q13043	0.85303	32.87	0.2053	0.0
P36507-Q13131	0.92177	44.882	0.1848	0.0
P36507-Q13177	0.87994	34.8	0.1985	0.0
P36507-Q13188	0.80913	31.2	0.159	0.0
P36507-Q13464	0.88919	33.621	0.2174	0.0
P36507-Q13555	0.87952	33.061	0.1702	0.0
P36507-Q13557	0.9171	44.223	0.2359	0.0
P36507-Q13627	0.92075	45.528	0.162	0.0
P36507-Q13873	0.74927	37.838	0.1585	0.0
P36507-Q13976	0.90751	46.614	0.1687	0.0
P36507-Q14004	0.7726	34.568	0.1794	0.0
P36507-Q14680	0.77515	35.745	0.1876	0.0
P36507-Q15131	0.77412	36.066	0.186	0.0
P36507-Q15759	0.92311	32.411	0.182	0.0
P36507-Q15831	0.94196	41.7	0.1727	0.0
P36507-Q16512	0.74034	34.783	0.155	0.0
P36507-Q16513	0.76654	34.156	0.1614	0.0
P36507-Q16539	0.75684	39.574	0.1716	0.0
P36507-Q16644	0.75726	41.126	0.1752	0.0
P36507-Q2M2I8	0.72825	34.361	0.1914	0.0
P36507-Q5VT25	0.72847	36.255	0.204	0.0
P36507-Q6A1A2	0.89849	33.469	0.1754	0.0
P36507-Q6P5Z2	0.75814	35.745	0.1919	0.0
P36507-Q6PHR2	0.86131	36.709	0.1874	0.0
P36507-Q7KZI7	0.72723	35.377	0.1906	0.0
P36507-Q7L7X3	0.89999	34.4	0.1826	0.0
P36507-Q8N4C8	0.81222	32.218	0.197	0.0
P36507-Q8NEV1	0.82894	33.61	0.1649	0.0
P36507-Q8TD08	0.77702	37.037	0.1907	0.0
P36507-Q8TDX7	0.84144	32.231	0.1805	0.0
P36507-Q92918	0.90314	33.333	0.1801	0.0
P36507-Q96GD4	0.89073	35.714	0.1462	0.0
P36507-Q96L34	0.90759	41.897	0.1654	0.0
P36507-Q96NX5	0.90608	47.692	0.1818	0.0
P36507-Q96RR4	0.83164	29.289	0.1964	0.0
P36507-Q9H093	0.75845	33.761	0.1787	0.0
P36507-Q9H0K1	0.7687	34.746	0.1861	0.0
P36507-Q9H2K8	0.87774	31.855	0.182	0.0
P36507-Q9HAZ1	0.77635	35.745	0.1788	0.0
P36507-Q9NQU5	0.77363	32.432	0.1896	0.0
P36507-Q9NSY1	0.73604	36.726	0.1954	0.0
P36507-Q9P289	0.91268	40.726	0.1374	0.0
P36507-Q9UBE8	0.86426	37.19	0.1817	0.0
P36507-Q9UK32	0.74892	33.469	0.2046	0.0
P36507-Q9UKE5	0.74888	32.245	0.1904	0.0
P36507-Q9UL54	0.74286	31.02	0.2021	0.0
P36507-Q9UPZ9	0.81704	31.855	0.1887	0.0
P36507-Q9Y243	0.90853	45.783	0.1989	0.0
P36507-Q9Y2K2	0.85062	32.489	0.1648	0.0
P36507-Q9Y572	0.8161	28.854	0.1734	0.0
P36507-Q9Y5S2	0.91558	50.602	0.1703	0.0
P36507-Q9Y616	0.8307	31.556	0.1286	0.0
P36507-Q9Y6E0	0.88641	38.8	0.1731	0.0
P36896-P36897	0.90654	45.783	0.1792	0.0
P36896-P45983	0.8735	34.3	0.1898	0.0
P36896-P45984	0.85179	31.513	0.1854	0.0
P36896-P49137	0.83958	28.512	0.109	0.0
P36896-P49759	0.87019	31.452	0.1815	0.0
P36896-P49760	0.86038	35.874	0.1346	0.0
P36896-P49761	0.83903	47.638	0.1746	0.0
P36896-P49840	0.83806	35.484	0.2176	0.0
P36896-P49841	0.81789	26.939	0.1341	0.0
P36896-P50613	0.99582	92.453	0.1998	0.0
P36896-P50750	0.85335	28.745	0.1935	0.0
P36896-P51817	0.87634	32.353	0.1629	0.0
P36896-P53350	0.8132	35.0	0.17	0.0
P36896-P53779	0.83926	32.394	0.1839	0.0
P36896-P68400	0.74399	34.335	0.2066	0.0
P36896-Q00526	0.73847	36.364	0.2068	0.0
P36896-Q00535	0.81827	33.613	0.1709	0.0
P36896-Q00536	0.91813	41.961	0.1276	0.0
P36896-Q02156	0.91868	40.392	0.1329	0.0
P36896-Q02750	0.8068	28.27	0.2045	0.0
P36896-Q04759	0.75207	34.413	0.1609	0.0
P36896-Q05655	0.90057	32.51	0.1747	0.0
P36896-Q13043	0.90498	33.641	0.1871	0.0
P36896-Q13131	0.76075	36.327	0.1659	0.0
P36896-Q13177	0.91558	44.578	0.143	0.0
P36896-Q13188	0.91064	44.488	0.1256	0.0
P36896-Q13464	0.94232	43.775	0.1523	0.0
P36896-Q13555	0.91109	42.231	0.1565	0.0
P36896-Q13557	0.7282	33.607	0.2075	0.0
P36896-Q13627	0.91472	40.4	0.1572	0.0
P36896-Q13873	0.92265	51.837	0.1885	0.0
P36896-Q13976	0.74422	29.487	0.1947	0.0
P36896-Q14004	0.76451	32.794	0.1661	0.0
P36896-Q14680	0.85883	34.413	0.1783	0.0
P36896-Q15131	0.81614	35.573	0.2296	0.0
P36896-Q15759	0.88999	29.614	0.1406	0.0
P36896-Q15831	0.91873	30.0	0.1514	0.0
P36896-Q16512	0.88727	36.161	0.1915	0.0
P36896-Q16513	0.8838	32.5	0.1902	0.0
P36896-Q16539	0.88091	30.894	0.1856	0.0
P36896-Q16644	0.87954	31.799	0.1646	0.0
P36896-Q2M2I8	0.91495	32.51	0.1685	0.0
P36896-Q5VT25	0.98164	55.952	0.1661	0.0
P36896-Q6A1A2	0.89568	32.365	0.1672	0.0
P36896-Q6P5Z2	0.89011	39.6	0.1698	0.0
P36896-Q6PHR2	0.92186	34.783	0.2085	0.0
P36896-Q7KZI7	0.92268	32.609	0.171	0.0
P36896-Q7L7X3	0.85686	30.12	0.1804	0.0
P36896-Q8N4C8	0.92045	37.447	0.1878	0.0
P36896-Q8NEV1	0.82251	29.362	0.1754	0.0
P36896-Q8TD08	0.88608	28.745	0.1772	0.0
P36896-Q8TDX7	0.83993	33.735	0.1825	0.0
P36896-Q92918	0.88066	32.159	0.155	0.0
P36896-Q96GD4	0.88418	34.322	0.1881	0.0
P36896-Q96L34	0.91176	31.276	0.1787	0.0
P36896-Q96NX5	0.89333	32.258	0.185	0.0
P36896-Q96RR4	0.86488	31.301	0.1851	0.0
P36896-Q9H093	0.93067	42.213	0.1858	0.0
P36896-Q9H0K1	0.88814	30.29	0.1959	0.0
P36896-Q9H2K8	0.83111	31.557	0.1917	0.0
P36896-Q9HAZ1	0.89527	29.461	0.1368	0.0
P36896-Q9NQU5	0.82408	39.683	0.1597	0.0
P36896-Q9NSY1	0.81441	33.333	0.152	0.0
P36896-Q9P289	0.88546	34.583	0.2119	0.0
P36896-Q9UBE8	0.8795	33.945	0.174	0.0
P36896-Q9UK32	0.91109	31.381	0.1841	0.0
P36896-Q9UKE5	0.88942	41.2	0.2068	0.0
P36896-Q9UL54	0.91513	33.333	0.1575	0.0
P36896-Q9UPZ9	0.91813	29.918	0.1788	0.0
P36896-Q9Y243	0.91057	29.032	0.2073	0.0
P36896-Q9Y2K2	0.87367	29.185	0.1372	0.0
P36896-Q9Y572	0.79231	28.632	0.1716	0.0
P36896-Q9Y5S2	0.86516	30.705	0.1556	0.0
P36896-Q9Y616	0.91612	32.34	0.1852	0.0
P36896-Q9Y6E0	0.90524	32.889	0.1781	0.0
P36897-P45983	0.93072	40.081	0.2215	0.0
P36897-P45984	0.90665	48.387	0.2038	0.0
P36897-P49137	0.91836	31.95	0.186	0.0
P36897-P49759	0.83266	28.689	0.1774	0.0
P36897-P49760	0.87913	30.38	0.1801	0.0
P36897-P49761	0.9207	28.807	0.1593	0.0
P36897-P49840	0.91921	33.476	0.1775	0.0
P36897-P49841	0.81921	31.799	0.1572	0.0
P36897-P50613	0.87807	31.197	0.1707	0.0
P36897-P50750	0.90384	46.154	0.1713	0.0
P36897-P51817	0.81077	34.034	0.1834	0.0
P36897-P53350	0.90502	31.6	0.1658	0.0
P36897-P53779	0.92014	40.784	0.1394	0.0
P36897-P68400	0.76504	34.263	0.1457	0.0
P36897-Q00526	0.84175	31.513	0.187	0.0
P36897-Q00535	0.92148	46.063	0.1322	0.0
P36897-Q00536	0.9001	30.488	0.1773	0.0
P36897-Q02156	0.83453	31.513	0.1977	0.0
P36897-Q02750	0.89601	38.75	0.1912	0.0
P36897-Q04759	0.73114	36.937	0.1972	0.0
P36897-Q05655	0.90931	34.44	0.1852	0.0
P36897-Q13043	0.91956	29.675	0.1473	0.0
P36897-Q13131	0.92055	28.395	0.1744	0.0
P36897-Q13177	0.92246	33.74	0.1725	0.0
P36897-Q13188	0.92332	35.371	0.1759	0.0
P36897-Q13464	0.88212	36.052	0.1672	0.0
P36897-Q13555	0.88274	36.404	0.2027	0.0
P36897-Q13557	0.88019	30.837	0.1795	0.0
P36897-Q13627	0.88031	28.226	0.1782	0.0
P36897-Q13873	0.88482	35.498	0.1636	0.0
P36897-Q13976	0.78839	32.9	0.1734	0.0
P36897-Q14004	0.87852	30.894	0.1476	0.0
P36897-Q14680	0.8761	30.924	0.1686	0.0
P36897-Q15131	0.89643	34.156	0.1852	0.0
P36897-Q15759	0.87646	30.508	0.1433	0.0
P36897-Q15831	0.8561	32.53	0.1705	0.0
P36897-Q16512	0.82114	28.879	0.1497	0.0
P36897-Q16513	0.91809	31.276	0.1666	0.0
P36897-Q16539	0.92141	32.911	0.1697	0.0
P36897-Q16644	0.87912	27.468	0.1543	0.0
P36897-Q2M2I8	0.87879	32.773	0.1658	0.0
P36897-Q5VT25	0.8887	30.612	0.1933	0.0
P36897-Q6A1A2	0.8323	32.52	0.128	0.0
P36897-Q6P5Z2	0.87877	30.932	0.195	0.0
P36897-Q6PHR2	0.87601	29.707	0.1482	0.0
P36897-Q7KZI7	0.8576	32.766	0.174	0.0
P36897-Q7L7X3	0.84866	31.33	0.1834	0.0
P36897-Q8N4C8	0.9098	35.918	0.2027	0.0
