Compound set	Compound name	MW
Fragments	Schrodinger_fragment_144	120.04359612799999
Fragments	Schrodinger_fragment_145	134.059246192
Fragments	Schrodinger_fragment_146	120.04359612799999
Fragments	Schrodinger_fragment_147	120.03156864390999
Fragments	Schrodinger_fragment_147_a	121.03884509599999
Fragments	Schrodinger_fragment_148	135.05449516
Fragments	Schrodinger_fragment_149	128.062600256
Fragments	Schrodinger_fragment_150	129.057849224
Fragments	Schrodinger_fragment_151	129.057849224
Fragments	Schrodinger_fragment_151_a	130.06512567609
Fragments	Schrodinger_fragment_152	133.089149352
Fragments	Schrodinger_fragment_152_a	134.09642580409
Fragments	Schrodinger_fragment_153	147.104799416
Fragments	Schrodinger_fragment_153_a	148.11207586809
Fragments	Schrodinger_fragment_154	133.089149352
Fragments	Schrodinger_fragment_154_a	134.09642580409
Fragments	Schrodinger_fragment_155	133.089149352
Fragments	Schrodinger_fragment_155_a	134.09642580409
Fragments	Schrodinger_fragment_156	133.089149352
Fragments	Schrodinger_fragment_156_a	134.09642580409
Fragments	Schrodinger_fragment_157	130.053098192
Fragments	Schrodinger_fragment_158	130.053098192
Fragments	Schrodinger_fragment_159	130.053098192
Fragments	Schrodinger_fragment_160	130.053098192
Fragments	Schrodinger_fragment_161	130.053098192
Fragments	Schrodinger_fragment_162	131.04834716
Fragments	Schrodinger_fragment_163	131.04834716
Fragments	Schrodinger_fragment_164	131.04834716
Fragments	Schrodinger_fragment_165	132.043596128
Fragments	Schrodinger_fragment_166	59.06037464408999
Fragments	Schrodinger_fragment_167	74.07127367608999
Fragments	Schrodinger_fragment_168	74.036779432
Fragments	Schrodinger_fragment_169	121.07602470808999
Fragments	Schrodinger_fragment_170	136.052429496
Fragments	Schrodinger_fragment_171	75.0320284
Fragments	Schrodinger_fragment_171_a	74.02475194791
Fragments	Schrodinger_fragment_172	89.047678464
Fragments	Schrodinger_fragment_172_a	88.04040201191
Fragments	Schrodinger_fragment_173	82.005479304
Fragments	Schrodinger_fragment_174	58.06512567608999
Fragments	Schrodinger_fragment_175	84.057514876
Fragments	Schrodinger_fragment_176	72.057514876
Fragments	Schrodinger_fragment_177	84.021129368
Fragments	Schrodinger_fragment_178	72.08077574008999
Fragments	Schrodinger_fragment_179	83.03711378
Fragments	Schrodinger_fragment_179_a	82.02983732791
Fragments	Schrodinger_fragment_180	87.0320284
Fragments	Schrodinger_fragment_180_a	86.02475194791
Fragments	Schrodinger_fragment_181	116.988449336
Fragments	Schrodinger_fragment_181_a	115.98117288391
Fragments	Schrodinger_fragment_182	86.048012812
Fragments	Schrodinger_fragment_183	86.09642580408999
Fragments	Schrodinger_fragment_184	97.052763844
Fragments	Schrodinger_fragment_185	101.047678464
Fragments	Schrodinger_fragment_186	131.0040994
Fragments	Schrodinger_fragment_187	100.063662876
Fragments	Schrodinger_fragment_188	114.07931294
Fragments	Schrodinger_fragment_189	100.027277368
Fragments	Schrodinger_fragment_189_a	99.02000091591
Fragments	Schrodinger_fragment_189_b	99.02000091591
Fragments	Schrodinger_fragment_190	114.042927432
Fragments	Schrodinger_fragment_190_a	113.03565097991
Fragments	Schrodinger_fragment_191	128.058577496
Fragments	Schrodinger_fragment_192	114.042927432
Fragments	Schrodinger_fragment_192_a	113.03565097991
Fragments	Schrodinger_fragment_193	86.07316494
Fragments	Schrodinger_fragment_194	88.052429496
Fragments	Schrodinger_fragment_195	96.021129368
Fragments	Schrodinger_fragment_196	82.06512567608999
Fragments	Schrodinger_fragment_197	95.03711378
Fragments	Schrodinger_fragment_197_a	94.02983732791
Fragments	Schrodinger_fragment_198	96.08077574008999
Fragments	Schrodinger_fragment_199	109.052763844
Fragments	Schrodinger_fragment_200	95.03711378
Fragments	Schrodinger_fragment_200_a	94.02983732791
Fragments	Schrodinger_fragment_201	109.052763844
Fragments	Schrodinger_fragment_202	99.068413908
Fragments	Schrodinger_fragment_203	113.084063972
Fragments	Schrodinger_fragment_204	113.047678464
Fragments	Schrodinger_fragment_205	127.063328528
Fragments	Schrodinger_fragment_206	96.032362748
Fragments	Schrodinger_fragment_206_a	96.032362748
Fragments	Schrodinger_fragment_206_b	95.02508629591
Fragments	Schrodinger_fragment_207	110.048012812
Fragments	Schrodinger_fragment_208	96.032362748
Fragments	Schrodinger_fragment_208_a	95.02508629591
Fragments	Schrodinger_fragment_209	110.048012812
Fragments	Schrodinger_fragment_210	100.063662876
Fragments	Schrodinger_fragment_211	114.07931294
Fragments	Schrodinger_fragment_212	128.094963004
Fragments	Schrodinger_fragment_213	112.027277368
Fragments	Schrodinger_fragment_213_a	111.02000091591
Fragments	Schrodinger_fragment_213_b	111.02000091591
Fragments	Schrodinger_fragment_214	126.042927432
Fragments	Schrodinger_fragment_214_a	125.03565097991
Fragments	Schrodinger_fragment_215	140.058577496
Fragments	Schrodinger_fragment_216	126.042927432
Fragments	Schrodinger_fragment_216_a	125.03565097991
Fragments	Schrodinger_fragment_217	114.042927432
Fragments	Schrodinger_fragment_218	128.058577496
Fragments	Schrodinger_fragment_219	142.07422756
Fragments	Schrodinger_fragment_220	112.027277368
Fragments	Schrodinger_fragment_220_a	111.02000091591
Fragments	Schrodinger_fragment_221	126.042927432
Fragments	Schrodinger_fragment_221_a	125.03565097991
Fragments	Schrodinger_fragment_222	140.058577496
Fragments	Schrodinger_fragment_223	114.042927432
Fragments	Schrodinger_fragment_223_a	113.03565097991
Fragments	Schrodinger_fragment_224	128.058577496
Fragments	Schrodinger_fragment_224_a	127.05130104391
Fragments	Schrodinger_fragment_225	142.07422756
Fragments	Schrodinger_fragment_226	126.00763908382001
Fragments	Schrodinger_fragment_226_a	127.01491553591
Fragments	Schrodinger_fragment_227	141.03056559991
Fragments	Schrodinger_fragment_227_a	142.037842052
Fragments	Schrodinger_fragment_227_b	141.03056559991
Fragments	Schrodinger_fragment_228	155.04621566391
Fragments	Schrodinger_fragment_228_a	156.053492116
Fragments	Schrodinger_fragment_229	100.11207586808999
Fragments	Schrodinger_fragment_230	114.12772593208999
Fragments	Schrodinger_fragment_231	113.084063972
Fragments	Schrodinger_fragment_232	127.099714036
Fragments	Schrodinger_fragment_233	129.024834844
Fragments	Schrodinger_fragment_234	129.024834844
Fragments	Schrodinger_fragment_235	127.00918478
Fragments	Schrodinger_fragment_236	127.00918478
Fragments	Schrodinger_fragment_237	141.024834844
Fragments	Schrodinger_fragment_238	141.024834844
Fragments	Schrodinger_fragment_239	173.014664084
Fragments	Schrodinger_fragment_240	173.014664084
Fragments	Schrodinger_fragment_241	127.08658939208999
Fragments	Schrodinger_fragment_242	141.10223945609
Fragments	Schrodinger_fragment_243	155.11788952009
Fragments	Schrodinger_fragment_244	155.11788952009
Fragments	Schrodinger_fragment_245	141.10223945609
Fragments	Schrodinger_fragment_246	141.10223945609
Fragments	Schrodinger_fragment_247	141.10223945609
Fragments	Schrodinger_fragment_247_a	140.094963004
Fragments	Schrodinger_fragment_248	155.11788952009
Fragments	Schrodinger_fragment_248_a	154.110613068
Fragments	Schrodinger_fragment_249	155.11788952009
Fragments	Schrodinger_fragment_249_a	154.110613068
Fragments	Schrodinger_fragment_250	169.13353958409
Fragments	Schrodinger_fragment_251	169.13353958409
Fragments	Schrodinger_fragment_252	155.11788952009
Fragments	Schrodinger_fragment_253	141.10223945609
Fragments	Schrodinger_fragment_253_a	140.094963004
Fragments	Schrodinger_fragment_254	155.11788952009
Fragments	Schrodinger_fragment_254_a	154.110613068
Fragments	Schrodinger_fragment_255	155.11788952009
Fragments	Schrodinger_fragment_255_a	154.110613068
Fragments	Schrodinger_fragment_256	169.13353958409
Fragments	Schrodinger_fragment_257	169.13353958409
Fragments	Schrodinger_fragment_258	155.11788952009
Fragments	Schrodinger_fragment_259	132.057514876
Fragments	Schrodinger_fragment_260	134.036779432
Fragments	Schrodinger_fragment_261	139.099714036
Fragments	Schrodinger_fragment_262	139.099714036
Fragments	Schrodinger_fragment_263	133.052763844
Fragments	Schrodinger_fragment_263_a	132.04548739191
Fragments	Schrodinger_fragment_264	145.052763844
Fragments	Schrodinger_fragment_265	145.052763844
Fragments	Schrodinger_fragment_265_a	144.04548739191
Fragments	Schrodinger_fragment_266	133.052763844
Fragments	Schrodinger_fragment_267	147.068413908
Fragments	Schrodinger_fragment_268	159.068413908
Fragments	Schrodinger_fragment_269	159.068413908
Fragments	Schrodinger_fragment_270	147.068413908
Fragments	Schrodinger_fragment_271	134.048012812
Fragments	Schrodinger_fragment_271_a	133.04073635991
Fragments	Schrodinger_fragment_272	148.063662876
Fragments	Schrodinger_fragment_273	162.07931294
Fragments	Schrodinger_fragment_274	141.10223945609
Fragments	Schrodinger_fragment_274_a	140.094963004
Fragments	Schrodinger_fragment_275	155.11788952009
Fragments	Schrodinger_fragment_275_a	154.110613068
Fragments	Schrodinger_fragment_276	155.11788952009
Fragments	Schrodinger_fragment_277	141.10223945609
Fragments	Schrodinger_fragment_277_a	140.094963004
Fragments	Schrodinger_fragment_278	155.11788952009
Fragments	Schrodinger_fragment_278_a	154.110613068
Fragments	Schrodinger_fragment_279	155.11788952009
Fragments	Schrodinger_fragment_280	137.058911844
Fragments	Schrodinger_fragment_280_a	136.05163539191
Fragments	Schrodinger_fragment_281	151.074561908
Fragments	Schrodinger_fragment_282	135.04326178
Fragments	Schrodinger_fragment_282_a	134.03598532791
Fragments	Schrodinger_fragment_283	149.058911844
Fragments	Schrodinger_fragment_283_a	148.05163539191
Fragments	Schrodinger_fragment_284	163.074561908
Fragments	Schrodinger_fragment_285	149.058911844
Fragments	Schrodinger_fragment_286	169.085126592
Fragments	Schrodinger_fragment_286_a	170.09240304409
Fragments	Schrodinger_fragment_286_b	169.085126592
Fragments	Schrodinger_fragment_287	184.10805310809
Fragments	Schrodinger_fragment_287_a	183.100776656
Fragments	Schrodinger_fragment_288	198.12370317209
Fragments	Schrodinger_fragment_289	212.13935323609
Fragments	Schrodinger_fragment_290	197.11642672
Fragments	Schrodinger_fragment_290_a	198.12370317209
Fragments	Schrodinger_fragment_291	183.100776656
Fragments	Schrodinger_fragment_291_a	184.10805310809
Fragments	Schrodinger_fragment_291_b	183.100776656
Fragments	Schrodinger_fragment_292	183.100776656
Fragments	Schrodinger_fragment_292_a	184.10805310809
Fragments	Schrodinger_fragment_293	198.12370317209
Fragments	Schrodinger_fragment_293_a	197.11642672
Fragments	Schrodinger_fragment_294	136.038510748
Fragments	Schrodinger_fragment_294_a	135.03123429591
Fragments	Schrodinger_fragment_294_b	135.03123429591
Fragments	Schrodinger_fragment_295	150.054160812
Fragments	Schrodinger_fragment_295_a	149.04688435991
Fragments	Schrodinger_fragment_296	164.069810876
Fragments	Schrodinger_fragment_297	150.054160812
Fragments	Schrodinger_fragment_297_a	149.04688435991
Fragments	Schrodinger_fragment_298	136.038510748
Fragments	Schrodinger_fragment_298_a	136.038510748
Fragments	Schrodinger_fragment_298_b	135.03123429591
Fragments	Schrodinger_fragment_298_c	136.038510748
Fragments	Schrodinger_fragment_298_d	136.038510748
Fragments	Schrodinger_fragment_298_e	135.03123429591
Fragments	Schrodinger_fragment_299	150.054160812
Fragments	Schrodinger_fragment_299_a	149.04688435991
Fragments	Schrodinger_fragment_300	164.069810876
Fragments	Schrodinger_fragment_301	150.054160812
Fragments	Schrodinger_fragment_301_a	150.054160812
Fragments	Schrodinger_fragment_302	136.038510748
Fragments	Schrodinger_fragment_302_a	135.03123429591
Fragments	Schrodinger_fragment_302_b	135.03123429591
Fragments	Schrodinger_fragment_303	150.054160812
Fragments	Schrodinger_fragment_303_a	149.04688435991
Fragments	Schrodinger_fragment_304	164.069810876
Fragments	Schrodinger_fragment_305	135.03123429591
Fragments	Schrodinger_fragment_305_a	136.038510748
Fragments	Schrodinger_fragment_305_b	136.038510748
Fragments	Schrodinger_fragment_305_c	136.038510748
Fragments	Schrodinger_fragment_305_d	135.03123429591
Fragments	Schrodinger_fragment_305_e	136.038510748
Fragments	Schrodinger_fragment_305_f	135.03123429591
Fragments	Schrodinger_fragment_306	150.054160812
Fragments	Schrodinger_fragment_306_a	149.04688435991
Fragments	Schrodinger_fragment_306_b	150.054160812
Fragments	Schrodinger_fragment_307	164.069810876
Fragments	Schrodinger_fragment_308	150.054160812
Fragments	Schrodinger_fragment_308_a	150.054160812
Fragments	Schrodinger_fragment_309	152.033425368
Fragments	Schrodinger_fragment_309_a	152.033425368
Fragments	Schrodinger_fragment_309_b	151.02614891591
Fragments	Schrodinger_fragment_309_c	151.02614891591
Fragments	Schrodinger_fragment_309_d	151.02614891591
Fragments	Schrodinger_fragment_309_e	151.02614891591
Fragments	Schrodinger_fragment_309_f	150.01887246382
Fragments	Schrodinger_fragment_310	165.04179897991
Fragments	Schrodinger_fragment_310_a	166.049075432
Fragments	Schrodinger_fragment_310_b	165.04179897991
Fragments	Schrodinger_fragment_310_c	164.03452252782
Fragments	Schrodinger_fragment_311	166.049075432
Fragments	Schrodinger_fragment_311_a	165.04179897991
Fragments	Schrodinger_fragment_311_b	166.049075432
Fragments	Schrodinger_fragment_311_c	165.04179897991
Fragments	Schrodinger_fragment_311_d	164.03452252782
Fragments	Schrodinger_fragment_311_e	165.04179897991
Fragments	Schrodinger_fragment_312	165.04179897991
Fragments	Schrodinger_fragment_312_a	165.04179897991
Fragments	Schrodinger_fragment_312_b	164.03452252782
Fragments	Schrodinger_fragment_313	180.064725496
Fragments	Schrodinger_fragment_313_a	179.05744904391
Fragments	Schrodinger_fragment_314	180.064725496
Fragments	Schrodinger_fragment_314_a	180.064725496
Fragments	Schrodinger_fragment_314_b	179.05744904391
Fragments	Schrodinger_fragment_315	179.05744904391
Fragments	Schrodinger_fragment_315_a	180.064725496
Fragments	Schrodinger_fragment_316	194.08037556
Fragments	Schrodinger_fragment_317	135.01920681182
Fragments	Schrodinger_fragment_317_a	136.02648326391
Fragments	Schrodinger_fragment_317_b	136.02648326391
Fragments	Schrodinger_fragment_317_c	136.02648326391
Fragments	Schrodinger_fragment_317_d	136.02648326391
Fragments	Schrodinger_fragment_318	150.04213332791
Fragments	Schrodinger_fragment_318_a	151.04940978
Fragments	Schrodinger_fragment_318_b	151.04940978
Fragments	Schrodinger_fragment_319	165.065059844
Fragments	Schrodinger_fragment_320	150.04213332791
Fragments	Schrodinger_fragment_320_a	151.04940978
Fragments	Schrodinger_fragment_320_b	151.04940978
Fragments	Schrodinger_fragment_320_c	151.04940978
Fragments	Schrodinger_fragment_321	112.11207586808999
Fragments	Schrodinger_fragment_322	126.12772593208999
Fragments	Schrodinger_fragment_323	168.089877624
Fragments	Schrodinger_fragment_324	146.07316494
Fragments	Schrodinger_fragment_325	134.07316494
Fragments	Schrodinger_fragment_326	146.036779432
Fragments	Schrodinger_fragment_327	136.052429496
Fragments	Schrodinger_fragment_328	146.036779432
Fragments	Schrodinger_fragment_329	145.052763844
Fragments	Schrodinger_fragment_329_a	144.04548739191
Fragments	Schrodinger_fragment_330	159.068413908
Fragments	Schrodinger_fragment_331	145.052763844
Fragments	Schrodinger_fragment_331_a	144.04548739191
Fragments	Schrodinger_fragment_332	159.068413908
Fragments	Schrodinger_fragment_333	145.052763844
Fragments	Schrodinger_fragment_333_a	144.04548739191
Fragments	Schrodinger_fragment_334	159.068413908
Fragments	Schrodinger_fragment_335	147.068413908
Fragments	Schrodinger_fragment_335_a	146.06113745591
Fragments	Schrodinger_fragment_336	161.084063972
Fragments	Schrodinger_fragment_337	147.068413908
Fragments	Schrodinger_fragment_338	161.084063972
Fragments	Schrodinger_fragment_339	147.068413908
Fragments	Schrodinger_fragment_340	161.084063972
Fragments	Schrodinger_fragment_341	147.068413908
Fragments	Schrodinger_fragment_342	161.084063972
Fragments	Schrodinger_fragment_343	145.052763844
Fragments	Schrodinger_fragment_343_a	146.06004029609
Fragments	Schrodinger_fragment_344	149.047678464
Fragments	Schrodinger_fragment_344_a	148.04040201191
Fragments	Schrodinger_fragment_345	163.063328528
Fragments	Schrodinger_fragment_346	149.047678464
Fragments	Schrodinger_fragment_347	163.063328528
Fragments	Schrodinger_fragment_348	161.047678464
Fragments	Schrodinger_fragment_349	175.063328528
Fragments	Schrodinger_fragment_350	170.17720154417998
Fragments	Schrodinger_fragment_351	184.19285160817998
Fragments	Schrodinger_fragment_351_a	183.18557515608998
Fragments	Schrodinger_fragment_352	146.048012812
Fragments	Schrodinger_fragment_352_a	145.04073635991
Fragments	Schrodinger_fragment_353	160.063662876
Fragments	Schrodinger_fragment_354	146.048012812
Fragments	Schrodinger_fragment_354_a	146.048012812
Fragments	Schrodinger_fragment_354_b	145.04073635991
Fragments	Schrodinger_fragment_355	160.063662876
Fragments	Schrodinger_fragment_356	146.048012812
Fragments	Schrodinger_fragment_356_a	145.04073635991
Fragments	Schrodinger_fragment_357	160.063662876
Fragments	Schrodinger_fragment_358	146.048012812
Fragments	Schrodinger_fragment_359	146.048012812
Fragments	Schrodinger_fragment_359_a	145.04073635991
Fragments	Schrodinger_fragment_360	160.063662876
Fragments	Schrodinger_fragment_361	148.063662876
Fragments	Schrodinger_fragment_362	162.07931294
Fragments	Schrodinger_fragment_363	176.094963004
Fragments	Schrodinger_fragment_364	162.07931294
Fragments	Schrodinger_fragment_365	176.058577496
Fragments	Schrodinger_fragment_365_a	175.05130104391
Fragments	Schrodinger_fragment_366	190.07422756
Fragments	Schrodinger_fragment_367	176.058577496
Fragments	Schrodinger_fragment_367_a	175.05130104391
Fragments	Schrodinger_fragment_368	162.042927432
Fragments	Schrodinger_fragment_368_a	161.03565097991
Fragments	Schrodinger_fragment_369	176.058577496
Fragments	Schrodinger_fragment_369_a	175.05130104391
Fragments	Schrodinger_fragment_370	190.07422756
Fragments	Schrodinger_fragment_371	184.030648496
Fragments	Schrodinger_fragment_371_a	183.02337204391
Fragments	Schrodinger_fragment_372	198.04629856
Fragments	Schrodinger_fragment_373	212.061948624
Fragments	Schrodinger_fragment_374	198.04629856
Fragments	Schrodinger_fragment_374_a	197.03902210791
Fragments	Schrodinger_fragment_375	184.030648496
Fragments	Schrodinger_fragment_375_a	183.02337204391
Fragments	Schrodinger_fragment_375_b	183.02337204391
Fragments	Schrodinger_fragment_376	198.04629856
Fragments	Schrodinger_fragment_376_a	197.03902210791
Fragments	Schrodinger_fragment_377	212.061948624
Fragments	Schrodinger_fragment_378	198.04629856
Fragments	Schrodinger_fragment_378_a	197.03902210791
Fragments	Schrodinger_fragment_379	182.014998432
Fragments	Schrodinger_fragment_379_a	181.00772197991
Fragments	Schrodinger_fragment_379_b	183.02227488409
Fragments	Schrodinger_fragment_379_c	182.014998432
Fragments	Schrodinger_fragment_380	196.030648496
Fragments	Schrodinger_fragment_380_a	197.03792494809
Fragments	Schrodinger_fragment_381	195.99536014782
Fragments	Schrodinger_fragment_381_a	197.00263659991
Fragments	Schrodinger_fragment_381_b	197.00263659991
Fragments	Schrodinger_fragment_382	211.01828666391
Fragments	Schrodinger_fragment_382_a	212.025563116
Fragments	Schrodinger_fragment_383	226.04121318
Fragments	Schrodinger_fragment_384	211.01828666391
Fragments	Schrodinger_fragment_384_a	212.025563116
Fragments	Schrodinger_fragment_385	149.058911844
Fragments	Schrodinger_fragment_385_a	148.05163539191
Fragments	Schrodinger_fragment_386	163.074561908
Fragments	Schrodinger_fragment_387	146.03598532791
Fragments	Schrodinger_fragment_387_a	147.04326178
Fragments	Schrodinger_fragment_388	161.058911844
Fragments	Schrodinger_fragment_389	156.11313848809
Fragments	Schrodinger_fragment_389_a	155.105862036
Fragments	Schrodinger_fragment_390	156.11313848809
Fragments	Schrodinger_fragment_390_a	155.105862036
Fragments	Schrodinger_fragment_391	156.11313848809
Fragments	Schrodinger_fragment_391_a	155.105862036
Fragments	Schrodinger_fragment_392	156.11313848809
Fragments	Schrodinger_fragment_392_a	155.105862036
Fragments	Schrodinger_fragment_393	170.12878855209
Fragments	Schrodinger_fragment_393_a	170.12878855209
Fragments	Schrodinger_fragment_393_b	169.1215121
Fragments	Schrodinger_fragment_393_c	169.1215121
Fragments	Schrodinger_fragment_394	170.12878855209
Fragments	Schrodinger_fragment_394_a	170.12878855209
Fragments	Schrodinger_fragment_394_b	169.1215121
Fragments	Schrodinger_fragment_394_c	169.1215121
Fragments	Schrodinger_fragment_395	170.12878855209
Fragments	Schrodinger_fragment_395_a	169.1215121
Fragments	Schrodinger_fragment_396	170.12878855209
Fragments	Schrodinger_fragment_396_a	169.1215121
Fragments	Schrodinger_fragment_397	170.12878855209
Fragments	Schrodinger_fragment_397_a	169.1215121
Fragments	Schrodinger_fragment_398	170.12878855209
Fragments	Schrodinger_fragment_398_a	169.1215121
Fragments	Schrodinger_fragment_399	184.14443861608999
Fragments	Schrodinger_fragment_399_a	184.14443861608999
Fragments	Schrodinger_fragment_400	184.14443861608999
Fragments	Schrodinger_fragment_400_a	184.14443861608999
Fragments	Schrodinger_fragment_401	184.14443861608999
Fragments	Schrodinger_fragment_402	184.14443861608999
Fragments	Schrodinger_fragment_403	184.14443861608999
Fragments	Schrodinger_fragment_404	184.14443861608999
Fragments	Schrodinger_fragment_405	170.12878855209
Fragments	Schrodinger_fragment_406	170.12878855209
Fragments	Schrodinger_fragment_407	170.12878855209
Fragments	Schrodinger_fragment_408	170.12878855209
Fragments	Schrodinger_fragment_409	146.03598532791
Fragments	Schrodinger_fragment_409_a	147.04326178
Fragments	Schrodinger_fragment_409_b	147.04326178
Fragments	Schrodinger_fragment_410	161.058911844
Fragments	Schrodinger_fragment_411	162.03089994791
Fragments	Schrodinger_fragment_411_a	163.0381764
Fragments	Schrodinger_fragment_411_b	162.03089994791
Fragments	Schrodinger_fragment_411_c	161.02362349582
Fragments	Schrodinger_fragment_412	176.04655001191
Fragments	Schrodinger_fragment_412_a	177.053826464
Fragments	Schrodinger_fragment_413	191.069476528
Fragments	Schrodinger_fragment_414	177.053826464
Fragments	Schrodinger_fragment_414_a	176.04655001191
Fragments	Schrodinger_fragment_415	179.03309102
Fragments	Schrodinger_fragment_415_a	178.02581456791
Fragments	Schrodinger_fragment_415_b	178.02581456791
Fragments	Schrodinger_fragment_415_c	178.02581456791
Fragments	Schrodinger_fragment_415_d	177.01853811582
Fragments	Schrodinger_fragment_415_e	177.01853811582
Fragments	Schrodinger_fragment_415_f	177.01853811582
Fragments	Schrodinger_fragment_416	193.048741084
Fragments	Schrodinger_fragment_416_a	192.04146463191
Fragments	Schrodinger_fragment_416_b	192.04146463191
Fragments	Schrodinger_fragment_416_c	191.03418817982
Fragments	Schrodinger_fragment_417	193.048741084
Fragments	Schrodinger_fragment_417_a	192.04146463191
Fragments	Schrodinger_fragment_417_b	192.04146463191
Fragments	Schrodinger_fragment_418	193.048741084
Fragments	Schrodinger_fragment_418_a	192.04146463191
Fragments	Schrodinger_fragment_418_b	192.04146463191
Fragments	Schrodinger_fragment_419	207.064391148
Fragments	Schrodinger_fragment_419_a	206.05711469591
Fragments	Schrodinger_fragment_420	207.064391148
Fragments	Schrodinger_fragment_420_a	206.05711469591
Fragments	Schrodinger_fragment_421	207.064391148
Fragments	Schrodinger_fragment_421_a	206.05711469591
Fragments	Schrodinger_fragment_422	221.080041212
Fragments	Schrodinger_fragment_423	182.99821991591
Fragments	Schrodinger_fragment_424	198.021146432
Fragments	Schrodinger_fragment_425	161.084063972
Fragments	Schrodinger_fragment_426	167.131014164
Fragments	Schrodinger_fragment_427	167.131014164
Fragments	Schrodinger_fragment_428	161.084063972
Fragments	Schrodinger_fragment_429	149.10732483609
Fragments	Schrodinger_fragment_430	161.07093932809
Fragments	Schrodinger_fragment_430_a	160.063662876
Fragments	Schrodinger_fragment_431	174.07931294
Fragments	Schrodinger_fragment_431_a	175.08658939209
Fragments	Schrodinger_fragment_432	162.07931294
Fragments	Schrodinger_fragment_432_a	163.08658939209
Fragments	Schrodinger_fragment_432_b	162.07931294
Fragments	Schrodinger_fragment_433	176.094963004
Fragments	Schrodinger_fragment_434	176.094963004
Fragments	Schrodinger_fragment_434_a	177.10223945609
Fragments	Schrodinger_fragment_435	182.105527688
Fragments	Schrodinger_fragment_436	176.058577496
Fragments	Schrodinger_fragment_436_a	175.05130104391
Fragments	Schrodinger_fragment_436_b	175.05130104391
Fragments	Schrodinger_fragment_437	190.07422756
Fragments	Schrodinger_fragment_437_a	189.06695110791
Fragments	Schrodinger_fragment_438	190.07422756
Fragments	Schrodinger_fragment_438_a	189.06695110791
Fragments	Schrodinger_fragment_439	176.058577496
Fragments	Schrodinger_fragment_440	190.07422756
Fragments	Schrodinger_fragment_441	180.089877624
