Pocket Set	Pocket	Volume (A³)	Buriedness
AF2-PD	P01601_PF07686_28_117_fpocket_1	3480.62	18
AF2-PD	P01601_PF07686_28_117_fpocket_3	4566.5	12
AF2-PD	P01602_PF07686_28_117_fpocket_4	3551.0	19
AF2-PD	P01611_PF07686_28_116_fpocket_4	3648.25	16
AF2-PD	P01611_PF07686_28_116_fpocket_7	3864.88	19
AF2-PD	P01614_PF07686_26_120_fpocket_1	3298.25	21
AF2-PD	P01614_PF07686_26_120_fpocket_5	4477.62	11
AF2-PD	P01615_PF07686_26_119_fpocket_1	3235.25	21
AF2-PD	P01615_PF07686_26_119_fpocket_6	4517.88	12
AF2-PD	P01619_PF07686_26_116_fpocket_1	3408.25	19
AF2-PD	P01619_PF07686_26_116_fpocket_4	4394.0	12
AF2-PD	P01624_PF07686_26_114_fpocket_1	3059.38	23
AF2-PD	P01624_PF07686_26_114_fpocket_4	4820.5	11
AF2-PD	P01699_PF07686_24_116_fpocket_1	3603.5	17
AF2-PD	P01699_PF07686_24_116_fpocket_3	3567.12	20
AF2-PD	P01700_PF07686_24_116_fpocket_1	3877.38	17
AF2-PD	P01700_PF07686_24_116_fpocket_2	3571.88	15
AF2-PD	P01701_PF07686_24_116_fpocket_2	4306.5	13
AF2-PD	P01701_PF07686_24_116_fpocket_4	3922.88	18
AF2-PD	P01703_PF07686_24_117_fpocket_1	3561.0	16
AF2-PD	P01703_PF07686_24_117_fpocket_2	3329.5	22
AF2-PD	P01705_PF07686_24_113_fpocket_1	3558.75	16
AF2-PD	P01705_PF07686_24_113_fpocket_2	4326.75	17
AF2-PD	P01706_PF07686_24_119_fpocket_1	3571.75	16
AF2-PD	P01709_PF07686_24_118_fpocket_1	3568.38	15
AF2-PD	P01714_PF07686_24_112_fpocket_1	3574.25	16
AF2-PD	P01714_PF07686_24_112_fpocket_5	3695.38	18
AF2-PD	P01715_PF07686_24_115_fpocket_1	3425.12	15
AF2-PD	P01715_PF07686_24_115_fpocket_3	4054.5	17
AF2-PD	P01717_PF07686_24_112_fpocket_1	3425.88	17
AF2-PD	P01717_PF07686_24_112_fpocket_2	4528.38	13
AF2-PD	P01718_PF07686_24_113_fpocket_1	3384.5	16
AF2-PD	P01718_PF07686_24_113_fpocket_2	4481.25	11
AF2-PD	P01721_PF07686_24_117_fpocket_1	3419.88	16
AF2-PD	P01730_PF00047_24_123_fpocket_3	3408.38	17
AF2-PD	P01730_PF00047_24_123_fpocket_4	4312.38	10
AF2-PD	P01730_PF05790_125_203_fpocket_1	3885.62	16
AF2-PD	P01730_PF05790_125_203_fpocket_2	4060.75	13
AF2-PD	P01730_PF09191_206_316_fpocket_1	3870.5	16
AF2-PD	P01730_PF09191_206_316_fpocket_2	4185.0	15
AF2-PD	P01732_PF07686_26_133_fpocket_1	3063.0	20
AF2-PD	P01732_PF07686_26_133_fpocket_2	3454.0	18
AF2-PD	P01733_PF07686_25_114_fpocket_1	3463.75	16
AF2-PD	P01733_PF07686_25_114_fpocket_9	4594.5	12
AF2-PD	P01737_PF07686_25_113_fpocket_1	3473.12	19
AF2-PD	P01737_PF07686_25_113_fpocket_2	4396.62	11
AF2-PD	P01742_PF07686_25_117_fpocket_1	3547.62	15
AF2-PD	P01742_PF07686_25_117_fpocket_2	4048.38	17
AF2-PD	P01743_PF07686_25_117_fpocket_1	3471.38	15
AF2-PD	P01743_PF07686_25_117_fpocket_4	4798.75	10
AF2-PD	P01762_PF07686_26_117_fpocket_1	3280.88	17
AF2-PD	P01762_PF07686_26_117_fpocket_3	4091.5	14
AF2-PD	P01763_PF07686_26_117_fpocket_1	3292.25	18
AF2-PD	P01763_PF07686_26_117_fpocket_3	4100.62	13
AF2-PD	P01764_PF07686_26_117_fpocket_1	3295.62	17
AF2-PD	P01764_PF07686_26_117_fpocket_5	4102.12	15
AF2-PD	P01766_PF07686_26_116_fpocket_1	3730.75	21
AF2-PD	P01766_PF07686_26_116_fpocket_4	4150.5	13
AF2-PD	P01767_PF07686_30_116_fpocket_1	3506.75	14
AF2-PD	P01767_PF07686_30_116_fpocket_4	4548.5	10
AF2-PD	P01768_PF07686_27_117_fpocket_1	3412.38	17
AF2-PD	P01768_PF07686_27_117_fpocket_2	4213.0	13
AF2-PD	P01772_PF07686_27_117_fpocket_1	3510.88	19
AF2-PD	P01772_PF07686_27_117_fpocket_2	3816.38	16
AF2-PD	P01780_PF07686_26_117_fpocket_1	3261.0	17
AF2-PD	P01780_PF07686_26_117_fpocket_4	5031.5	10
AF2-PD	P01782_PF07686_26_118_fpocket_2	4206.62	17
AF2-PD	P01782_PF07686_26_118_fpocket_6	4082.75	12
AF2-PD	P01814_PF07686_24_119_fpocket_1	3645.25	17
AF2-PD	P01814_PF07686_24_119_fpocket_3	3916.12	15
AF2-PD	P01817_PF07686_24_119_fpocket_1	3552.0	16
AF2-PD	P01817_PF07686_24_119_fpocket_3	3813.62	15
AF2-PD	P01824_PF07686_31_125_fpocket_1	3603.5	18
AF2-PD	P01824_PF07686_31_125_fpocket_4	3902.62	15
AF2-PD	P01825_PF07686_24_116_fpocket_1	3355.0	20
AF2-PD	P01825_PF07686_24_116_fpocket_2	3911.5	18
AF2-PD	P01833_PF07686_136_238_fpocket_1	3729.12	14
AF2-PD	P01833_PF07686_23_128_fpocket_1	4483.12	11
AF2-PD	P01833_PF07686_23_128_fpocket_3	3335.5	17
AF2-PD	P01833_PF07686_241_341_fpocket_1	3510.88	17
AF2-PD	P01833_PF07686_241_341_fpocket_2	2992.25	19
AF2-PD	P01833_PF07686_354_457_fpocket_1	4107.0	12
AF2-PD	P01833_PF07686_465_562_fpocket_1	3015.0	17
AF2-PD	P01833_PF07686_465_562_fpocket_3	4866.5	9
AF2-PD	P01834_PF07654_8_94_fpocket_1	3385.62	22
AF2-PD	P01834_PF07654_8_94_fpocket_2	3347.62	18
AF2-PD	P01848_PF09291_6_90_fpocket_2	3958.5	16
AF2-PD	P01850_PF07654_10_102_fpocket_1	4504.0	12
AF2-PD	P01850_PF07654_10_102_fpocket_3	3801.38	12
AF2-PD	P01854_PF07654_114_200_fpocket_1	3917.62	13
AF2-PD	P01854_PF07654_219_306_fpocket_1	4828.0	12
AF2-PD	P01854_PF07654_219_306_fpocket_4	3966.62	12
AF2-PD	P01854_PF07654_326_412_fpocket_3	3302.12	19
AF2-PD	P01854_PF07654_8_92_fpocket_1	3578.88	18
AF2-PD	P01854_PF07654_8_92_fpocket_3	4785.88	12
AF2-PD	P01857_PF07654_123_211_fpocket_4	4583.12	12
AF2-PD	P01857_PF07654_123_211_fpocket_5	3910.12	15
AF2-PD	P01857_PF07654_231_315_fpocket_1	3603.5	17
AF2-PD	P01857_PF07654_231_315_fpocket_2	3855.0	16
AF2-PD	P01857_PF07654_8_90_fpocket_1	3664.62	17
AF2-PD	P01857_PF07654_8_90_fpocket_2	3983.75	17
AF2-PD	P01859_PF07654_119_207_fpocket_5	3813.25	18
AF2-PD	P01859_PF07654_119_207_fpocket_8	3949.12	16
AF2-PD	P01859_PF07654_227_311_fpocket_1	3418.25	17
AF2-PD	P01859_PF07654_227_311_fpocket_2	3798.12	16
AF2-PD	P01860_PF07654_170_258_fpocket_4	5496.12	8
AF2-PD	P01860_PF07654_170_258_fpocket_8	4893.0	11
AF2-PD	P01860_PF07654_278_362_fpocket_3	3837.62	16
AF2-PD	P01860_PF07654_278_362_fpocket_5	4353.25	13
AF2-PD	P01860_PF07654_8_90_fpocket_2	3600.88	17
AF2-PD	P01860_PF07654_8_90_fpocket_3	4154.5	15
AF2-PD	P01861_PF07654_120_208_fpocket_2	3750.75	17
AF2-PD	P01861_PF07654_120_208_fpocket_5	3812.75	14
AF2-PD	P01861_PF07654_228_312_fpocket_2	3815.12	16
AF2-PD	P01861_PF07654_228_312_fpocket_4	4391.88	13
AF2-PD	P01861_PF07654_8_90_fpocket_2	3596.88	17
AF2-PD	P01871_PF07654_113_204_fpocket_4	4560.12	10
AF2-PD	P01871_PF07654_113_204_fpocket_8	4295.38	13
AF2-PD	P01871_PF07654_224_310_fpocket_1	4454.75	14
AF2-PD	P01871_PF07654_224_310_fpocket_4	4646.0	12
AF2-PD	P01871_PF07654_331_420_fpocket_3	3766.25	14
AF2-PD	P01871_PF07654_331_420_fpocket_4	3752.25	15
AF2-PD	P01871_PF07654_9_95_fpocket_1	3793.0	15
AF2-PD	P01876_PF07654_230_320_fpocket_2	4479.5	11
AF2-PD	P01876_PF07654_230_320_fpocket_3	3871.25	17
AF2-PD	P01876_PF07654_8_92_fpocket_1	3709.5	17
AF2-PD	P01876_PF07654_8_92_fpocket_2	3241.88	19
AF2-PD	P01877_PF00047_118_206_fpocket_2	3429.5	18
AF2-PD	P01877_PF07654_217_307_fpocket_1	4535.62	11
AF2-PD	P01877_PF07654_217_307_fpocket_2	3872.62	18
AF2-PD	P01877_PF07654_7_92_fpocket_2	3685.62	17
AF2-PD	P01880_PF00047_173_264_fpocket_1	3303.12	16
AF2-PD	P01880_PF00047_173_264_fpocket_3	3560.38	16
AF2-PD	P01889_PF00129_25_203_fpocket_1	2401.88	18
AF2-PD	P01889_PF00129_25_203_fpocket_12	2530.12	17
AF2-PD	P01889_PF07654_211_290_fpocket_2	3890.12	17
AF2-PD	P01889_PF07654_211_290_fpocket_4	3611.88	18
AF2-PD	P01893_PF00129_25_203_fpocket_15	1942.5	24
AF2-PD	P01893_PF00129_25_203_fpocket_9	2577.88	16
AF2-PD	P01893_PF07654_211_290_fpocket_1	3867.12	19
AF2-PD	P01893_PF07654_211_290_fpocket_5	3974.5	14
AF2-PD	P01903_PF00993_29_108_fpocket_1	4402.12	12
AF2-PD	P01903_PF00993_29_108_fpocket_4	4110.5	13
AF2-PD	P01903_PF07654_114_195_fpocket_1	3777.0	17
AF2-PD	P01903_PF07654_114_195_fpocket_4	5059.25	5
AF2-PD	P01906_PF00993_29_109_fpocket_1	4295.38	13
AF2-PD	P01906_PF00993_29_109_fpocket_3	4622.38	13
AF2-PD	P01906_PF07654_115_196_fpocket_1	3725.5	14
AF2-PD	P01906_PF07654_115_196_fpocket_2	3931.12	16
AF2-PD	P01909_PF00993_29_108_fpocket_3	4132.75	16
AF2-PD	P01909_PF00993_29_108_fpocket_4	4026.88	11
AF2-PD	P01909_PF07654_114_195_fpocket_1	3964.62	16
AF2-PD	P01909_PF07654_114_195_fpocket_3	4070.0	13
AF2-PD	P01911_PF00969_42_116_fpocket_1	3763.0	16
AF2-PD	P01911_PF07654_128_209_fpocket_3	3375.38	18
AF2-PD	P01911_PF07654_128_209_fpocket_4	5267.88	9
AF2-PD	P01920_PF00969_45_118_fpocket_1	4150.38	15
AF2-PD	P01920_PF07654_131_212_fpocket_1	4145.38	13
AF2-PD	P02008_PF00042_27_137_fpocket_2	3883.38	16
AF2-PD	P02008_PF00042_27_137_fpocket_5	2180.38	21
AF2-PD	P02042_PF00042_26_142_fpocket_3	1990.25	23
AF2-PD	P02042_PF00042_26_142_fpocket_5	4366.12	11
AF2-PD	P02100_PF00042_26_142_fpocket_1	2202.38	21
AF2-PD	P02100_PF00042_26_142_fpocket_10	4386.12	11
AF2-PD	P02144_PF00042_27_143_fpocket_4	2563.38	19
AF2-PD	P02144_PF00042_27_143_fpocket_6	3726.62	13
AF2-PD	P02458_PF00093_34_89_fpocket_1	4520.88	16
AF2-PD	P02461_PF00093_32_88_fpocket_2	4739.25	9
AF2-PD	P02462_PF01413_1446_1553_fpocket_3	3280.88	16
AF2-PD	P02462_PF01413_1446_1553_fpocket_4	4675.5	15
AF2-PD	P02462_PF01413_1556_1667_fpocket_4	3833.62	15
AF2-PD	P02462_PF01413_1556_1667_fpocket_6	4465.75	14
AF2-PD	P02489_PF00011_63_162_fpocket_4	3724.62	16
AF2-PD	P02511_PF00011_67_162_fpocket_1	3791.88	15
AF2-PD	P02511_PF00011_67_162_fpocket_2	4272.0	15
AF2-PD	P02545_PF00932_433_545_fpocket_1	4115.75	13
AF2-PD	P02545_PF00932_433_545_fpocket_2	3771.0	16
AF2-PD	P02549_PF00018_983_1028_fpocket_3	3446.75	17
AF2-PD	P02549_PF00435_1183_1287_fpocket_1	4521.62	14
AF2-PD	P02549_PF00435_1183_1287_fpocket_7	4767.75	15
AF2-PD	P02549_PF00435_1289_1393_fpocket_3	3288.88	16
AF2-PD	P02549_PF00435_1289_1393_fpocket_4	4862.62	10
AF2-PD	P02549_PF00435_1395_1498_fpocket_7	4787.88	11
AF2-PD	P02549_PF00435_1500_1605_fpocket_6	3588.75	17
AF2-PD	P02549_PF00435_158_262_fpocket_5	4209.88	11
AF2-PD	P02549_PF00435_158_262_fpocket_8	4476.5	12
AF2-PD	P02549_PF00435_1713_1817_fpocket_2	4960.75	12
AF2-PD	P02549_PF00435_1928_2033_fpocket_2	3674.75	15
AF2-PD	P02549_PF00435_2043_2147_fpocket_7	3342.0	15
AF2-PD	P02549_PF00435_2157_2258_fpocket_7	3838.0	16
AF2-PD	P02549_PF00435_264_368_fpocket_1	3582.75	16
AF2-PD	P02549_PF00435_264_368_fpocket_3	3778.5	15
AF2-PD	P02549_PF00435_370_474_fpocket_2	4267.88	15
AF2-PD	P02549_PF00435_370_474_fpocket_5	4194.25	15
AF2-PD	P02549_PF00435_476_580_fpocket_1	3868.38	13
AF2-PD	P02549_PF00435_476_580_fpocket_5	4020.12	16
AF2-PD	P02549_PF00435_687_791_fpocket_1	3642.75	17
AF2-PD	P02549_PF00435_793_897_fpocket_2	4143.0	14
AF2-PD	P02549_PF00435_793_897_fpocket_7	4455.25	11
AF2-PD	P02549_PF00435_899_979_fpocket_1	4194.12	17
AF2-PD	P02549_PF00435_899_979_fpocket_2	3602.75	16
AF2-PD	P02585_PF13499_17_81_fpocket_1	4681.25	10
AF2-PD	P02585_PF13499_17_81_fpocket_2	4409.38	15
AF2-PD	P02585_PF13499_93_157_fpocket_1	4347.5	15
AF2-PD	P02585_PF13499_93_157_fpocket_2	5296.0	10
AF2-PD	P02647_PF01442_69_259_fpocket_12	5114.75	10
AF2-PD	P02647_PF01442_69_259_fpocket_26	5292.88	10
AF2-PD	P02649_PF01442_81_288_fpocket_11	3887.5	14
AF2-PD	P02649_PF01442_81_288_fpocket_15	3965.25	13
AF2-PD	P02671_PF00147_628_863_fpocket_10	4339.0	13
AF2-PD	P02671_PF00147_628_863_fpocket_2	2622.12	22
AF2-PD	P02675_PF00147_237_487_fpocket_14	2923.12	16
AF2-PD	P02675_PF00147_237_487_fpocket_17	3213.62	14
AF2-PD	P02679_PF00147_175_415_fpocket_1	2726.88	16
AF2-PD	P02679_PF00147_175_415_fpocket_5	3134.75	17
AF2-PD	P02689_PF00061_6_132_fpocket_1	1840.5	25
AF2-PD	P02689_PF00061_6_132_fpocket_6	2970.88	19
AF2-PD	P02730_PF07565_86_329_fpocket_9	2963.12	19
AF2-PD	P02741_PF00354_25_220_fpocket_3	3333.25	20
AF2-PD	P02741_PF00354_25_220_fpocket_4	3324.75	14
AF2-PD	P02743_PF00354_26_219_fpocket_10	4725.75	13
AF2-PD	P02743_PF00354_26_219_fpocket_7	3512.88	17
AF2-PD	P02745_PF00386_116_241_fpocket_1	3630.5	16
AF2-PD	P02745_PF00386_116_241_fpocket_3	3424.25	16
AF2-PD	P02746_PF00386_123_247_fpocket_1	3907.88	17
AF2-PD	P02746_PF00386_123_247_fpocket_3	4614.75	14
AF2-PD	P02747_PF00386_121_242_fpocket_1	4113.62	17
AF2-PD	P02747_PF00386_121_242_fpocket_2	4054.25	16
AF2-PD	P02748_PF00090_46_94_fpocket_1	4623.88	14
AF2-PD	P02748_PF00090_46_94_fpocket_2	4973.75	10
AF2-PD	P02749_PF00084_142_200_fpocket_1	5019.75	10
AF2-PD	P02749_PF00084_142_200_fpocket_2	4633.62	11
AF2-PD	P02749_PF00084_205_260_fpocket_1	4343.62	12
AF2-PD	P02749_PF00084_23_79_fpocket_1	3599.25	17
AF2-PD	P02749_PF00084_23_79_fpocket_3	4446.38	16
AF2-PD	P02749_PF00084_84_137_fpocket_1	4948.5	9
AF2-PD	P02749_PF09014_261_345_fpocket_7	3710.62	19
AF2-PD	P02751_PF00041_1175_1258_fpocket_3	3908.12	19
AF2-PD	P02751_PF00041_1359_1440_fpocket_4	3901.75	15
AF2-PD	P02751_PF00041_1450_1530_fpocket_4	5234.5	11
AF2-PD	P02751_PF00041_1450_1530_fpocket_6	3557.75	15
AF2-PD	P02751_PF00041_1814_1894_fpocket_1	4025.38	19
AF2-PD	P02751_PF00041_1814_1894_fpocket_2	3865.12	14
AF2-PD	P02751_PF00041_1906_1985_fpocket_6	3118.25	18
AF2-PD	P02751_PF00041_1995_2075_fpocket_3	3141.0	19
AF2-PD	P02751_PF00041_1995_2075_fpocket_6	4261.0	13
AF2-PD	P02751_PF00041_812_891_fpocket_1	3315.62	15
AF2-PD	P02751_PF00041_908_988_fpocket_1	3629.12	16
AF2-PD	P02751_PF00041_998_1078_fpocket_1	3644.12	19
AF2-PD	P02753_PF00061_39_188_fpocket_1	1424.12	24
AF2-PD	P02753_PF00061_39_188_fpocket_5	2657.38	20
AF2-PD	P02760_PF00014_230_282_fpocket_1	4365.25	16
AF2-PD	P02760_PF00014_230_282_fpocket_2	4942.5	13
AF2-PD	P02760_PF00014_286_338_fpocket_1	5090.38	8
AF2-PD	P02760_PF00014_286_338_fpocket_2	4333.0	16
AF2-PD	P02760_PF00061_41_186_fpocket_1	1803.62	21
AF2-PD	P02760_PF00061_41_186_fpocket_8	2745.75	20
AF2-PD	P02763_PF00061_40_180_fpocket_1	1939.62	20
AF2-PD	P02763_PF00061_40_180_fpocket_6	3089.25	14
AF2-PD	P02765_PF00031_149_239_fpocket_3	3820.12	20
AF2-PD	P02766_PF00576_32_139_fpocket_1	4105.12	12
AF2-PD	P02766_PF00576_32_139_fpocket_4	3861.5	15
AF2-PD	P02768_PF00273_222_394_fpocket_1	1975.5	22
AF2-PD	P02768_PF00273_222_394_fpocket_9	3880.12	13
AF2-PD	P02768_PF00273_30_202_fpocket_7	3467.0	13
AF2-PD	P02768_PF00273_30_202_fpocket_8	2350.12	20
AF2-PD	P02768_PF00273_414_592_fpocket_14	2965.38	17
AF2-PD	P02768_PF00273_414_592_fpocket_2	2281.62	22
AF2-PD	P02771_PF00273_222_394_fpocket_11	2458.38	20
AF2-PD	P02771_PF00273_222_394_fpocket_7	3984.0	13
AF2-PD	P02771_PF00273_30_202_fpocket_7	2690.0	17
AF2-PD	P02771_PF00273_414_592_fpocket_1	2910.38	23
AF2-PD	P02771_PF00273_414_592_fpocket_10	3702.25	13
AF2-PD	P02774_PF00273_218_385_fpocket_1	1643.12	22
AF2-PD	P02774_PF00273_218_385_fpocket_6	4452.12	10
AF2-PD	P02774_PF00273_27_199_fpocket_14	3232.75	22
AF2-PD	P02774_PF00273_27_199_fpocket_2	1915.88	20
AF2-PD	P02774_PF09164_405_469_fpocket_1	4817.75	12
AF2-PD	P02774_PF09164_405_469_fpocket_2	4731.12	13
AF2-PD	P02775_PF00048_61_120_fpocket_1	3763.38	16
AF2-PD	P02775_PF00048_61_120_fpocket_4	4328.5	13
AF2-PD	P02776_PF00048_39_98_fpocket_1	4837.25	9
AF2-PD	P02776_PF00048_39_98_fpocket_2	4456.62	12
AF2-PD	P02778_PF00048_28_89_fpocket_1	4364.62	13
AF2-PD	P02778_PF00048_28_89_fpocket_3	4288.25	14
AF2-PD	P02786_PF04253_637_750_fpocket_2	4237.12	14
AF2-PD	P02786_PF04253_637_750_fpocket_3	3447.0	17
AF2-PD	P02787_PF00405_25_347_fpocket_1	1402.25	23
AF2-PD	P02787_PF00405_25_347_fpocket_7	2830.5	18
AF2-PD	P02787_PF00405_361_683_fpocket_1	1052.0	25
AF2-PD	P02787_PF00405_361_683_fpocket_20	3051.75	19
AF2-PD	P02788_PF00405_25_352_fpocket_1	1987.5	24
AF2-PD	P02788_PF00405_25_352_fpocket_18	4234.62	14
AF2-PD	P02788_PF00405_364_695_fpocket_1	1581.12	25
AF2-PD	P02788_PF00405_364_695_fpocket_6	3206.75	16
AF2-PD	P02792_PF00210_14_155_fpocket_7	3387.75	16
AF2-PD	P02792_PF00210_14_155_fpocket_9	4303.5	11
AF2-PD	P02794_PF00210_18_159_fpocket_3	3615.38	14
AF2-PD	P02794_PF00210_18_159_fpocket_4	3461.75	17
AF2-PD	P02795_PF00131_1_61_fpocket_2	4547.75	18
AF2-PD	P03372_PF00104_332_531_fpocket_1	1652.12	20
AF2-PD	P03372_PF00105_183_252_fpocket_1	4174.25	11
AF2-PD	P03372_PF00105_183_252_fpocket_2	4051.75	13
AF2-PD	P03950_PF00074_28_140_fpocket_2	4414.38	15
AF2-PD	P03950_PF00074_28_140_fpocket_6	3413.75	13
AF2-PD	P03951_PF00024_110_193_fpocket_1	2572.75	22
AF2-PD	P03951_PF00024_110_193_fpocket_3	3818.62	14
AF2-PD	P03951_PF00024_20_103_fpocket_5	4766.12	10
AF2-PD	P03951_PF00024_291_374_fpocket_3	3823.88	15
AF2-PD	P03951_PF00024_291_374_fpocket_4	4131.62	12
AF2-PD	P03951_PF00089_388_618_fpocket_5	3446.5	15
AF2-PD	P03952_PF00024_111_194_fpocket_1	3101.88	15
AF2-PD	P03952_PF00024_111_194_fpocket_2	3749.88	17
AF2-PD	P03952_PF00024_19_104_fpocket_1	4304.25	12
AF2-PD	P03952_PF00024_201_284_fpocket_2	4258.0	14
AF2-PD	P03952_PF00024_201_284_fpocket_4	3808.0	16
AF2-PD	P03952_PF00024_292_375_fpocket_1	4065.88	12
AF2-PD	P03952_PF00024_292_375_fpocket_3	3623.0	15
AF2-PD	P03952_PF00089_391_621_fpocket_3	2047.62	26
AF2-PD	P03952_PF00089_391_621_fpocket_5	3588.38	15
AF2-PD	P03956_PF00413_108_261_fpocket_1	2729.25	21
AF2-PD	P03956_PF00413_108_261_fpocket_2	3393.62	18
AF2-PD	P03956_PF01471_27_87_fpocket_1	4596.75	9
AF2-PD	P03971_PF00019_461_559_fpocket_1	4465.5	14
AF2-PD	P03973_PF00095_31_75_fpocket_1	5331.62	8
AF2-PD	P03973_PF00095_31_75_fpocket_2	4412.0	14
AF2-PD	P03979_PF07686_25_118_fpocket_1	3369.75	19
AF2-PD	P03979_PF07686_25_118_fpocket_7	5165.75	10
AF2-PD	P03986_PF07654_13_95_fpocket_1	4959.0	9
AF2-PD	P03986_PF07654_13_95_fpocket_2	4902.38	9
AF2-PD	P04003_PF00084_113_170_fpocket_1	4644.0	12
AF2-PD	P04003_PF00084_113_170_fpocket_2	4697.62	10
AF2-PD	P04003_PF00084_175_234_fpocket_1	4248.5	14
AF2-PD	P04003_PF00084_175_234_fpocket_2	4524.12	11
AF2-PD	P04003_PF00084_239_294_fpocket_1	5033.62	12
AF2-PD	P04003_PF00084_239_294_fpocket_2	4378.25	12
AF2-PD	P04003_PF00084_299_362_fpocket_1	4080.12	14
AF2-PD	P04003_PF00084_484_538_fpocket_1	4610.25	11
AF2-PD	P04003_PF00084_484_538_fpocket_2	3938.62	16
AF2-PD	P04003_PF00084_50_108_fpocket_1	4917.62	11
AF2-PD	P04003_PF00084_50_108_fpocket_4	4401.75	13
AF2-PD	P04003_PF18453_541_589_fpocket_2	5176.62	9
AF2-PD	P04040_PF00199_28_411_fpocket_1	1757.38	24
AF2-PD	P04040_PF00199_28_411_fpocket_16	3397.88	17
AF2-PD	P04049_PF00130_139_187_fpocket_3	4824.12	10
AF2-PD	P04049_PF02196_57_129_fpocket_3	4512.0	12
AF2-PD	P04049_PF07714_349_606_fpocket_4	1916.75	23
AF2-PD	P04053_PF10391_250_300_fpocket_1	4601.12	13
AF2-PD	P04053_PF10391_250_300_fpocket_4	5283.88	10
AF2-PD	P04053_PF14716_165_230_fpocket_2	4307.0	13
AF2-PD	P04053_PF14716_165_230_fpocket_3	3922.62	18
AF2-PD	P04054_PF00068_24_138_fpocket_1	2817.75	17
AF2-PD	P04054_PF00068_24_138_fpocket_6	3063.25	21
AF2-PD	P04062_PF02055_117_466_fpocket_10	3885.5	13
AF2-PD	P04062_PF17189_469_531_fpocket_2	3455.12	20
AF2-PD	P04062_PF17189_469_531_fpocket_5	3574.12	18
AF2-PD	P04066_PF01120_24_367_fpocket_10	2881.75	20
AF2-PD	P04066_PF01120_24_367_fpocket_2	1760.38	23
AF2-PD	P04066_PF16757_378_463_fpocket_1	4257.0	12
AF2-PD	P04066_PF16757_378_463_fpocket_2	4302.0	13
AF2-PD	P04070_PF00008_96_130_fpocket_1	4515.5	15
AF2-PD	P04070_PF00089_212_445_fpocket_17	3468.0	14
AF2-PD	P04070_PF00594_47_87_fpocket_1	4068.88	16
AF2-PD	P04070_PF00594_47_87_fpocket_2	4814.25	11
AF2-PD	P04070_PF14670_140_175_fpocket_1	4228.0	12
AF2-PD	P04075_PF00274_15_364_fpocket_2	2098.88	25
AF2-PD	P04080_PF00031_4_92_fpocket_1	3064.88	18
AF2-PD	P04080_PF00031_4_92_fpocket_3	4642.38	13
AF2-PD	P04083_PF00191_118_183_fpocket_1	3751.25	17
AF2-PD	P04083_PF00191_118_183_fpocket_2	3041.88	19
AF2-PD	P04083_PF00191_201_267_fpocket_4	3926.12	19
AF2-PD	P04083_PF00191_277_342_fpocket_1	4055.5	13
AF2-PD	P04083_PF00191_277_342_fpocket_3	3921.25	17
AF2-PD	P04083_PF00191_46_111_fpocket_3	4413.12	12
AF2-PD	P04083_PF00191_46_111_fpocket_4	4049.25	13
AF2-PD	P04085_PF00341_96_179_fpocket_1	5087.62	12
AF2-PD	P04085_PF00341_96_179_fpocket_3	4733.75	10
AF2-PD	P04118_PF02740_63_106_fpocket_1	4856.5	12
AF2-PD	P04118_PF02740_63_106_fpocket_3	4806.75	11
AF2-PD	P04141_PF01109_18_139_fpocket_4	3266.12	18
AF2-PD	P04150_PF00104_549_741_fpocket_1	2925.0	21
AF2-PD	P04150_PF00104_549_741_fpocket_16	4218.0	13
AF2-PD	P04155_PF00088_31_71_fpocket_1	4025.88	16
AF2-PD	P04155_PF00088_31_71_fpocket_2	5320.88	9
AF2-PD	P04156_PF00377_134_252_fpocket_1	3800.75	14
AF2-PD	P04179_PF00081_25_106_fpocket_1	4379.12	14
AF2-PD	P04179_PF00081_25_106_fpocket_5	4057.88	14
AF2-PD	P04179_PF02777_113_216_fpocket_1	3620.75	13
AF2-PD	P04179_PF02777_113_216_fpocket_5	3781.25	12
AF2-PD	P04181_PF00202_50_436_fpocket_2	3774.75	17
AF2-PD	P04181_PF00202_50_436_fpocket_22	3745.0	13
AF2-PD	P04198_PF00010_382_434_fpocket_1	4481.38	15
AF2-PD	P04211_PF07686_24_117_fpocket_1	4907.12	11
AF2-PD	P04211_PF07686_24_117_fpocket_2	3646.5	15
AF2-PD	P04216_PF00047_21_119_fpocket_1	5054.75	11
AF2-PD	P04217_PF13895_209_301_fpocket_2	3238.5	20
AF2-PD	P04233_PF00086_208_271_fpocket_3	2702.62	23
AF2-PD	P04233_PF00086_208_271_fpocket_4	4911.38	13
AF2-PD	P04233_PF08831_136_204_fpocket_4	4484.25	9
AF2-PD	P04233_PF08831_136_204_fpocket_5	3822.75	15
AF2-PD	P04234_PF16680_30_99_fpocket_4	3726.75	15
AF2-PD	P04271_PF01023_4_48_fpocket_1	5527.38	9
AF2-PD	P04278_PF00054_75_205_fpocket_6	4221.25	11
AF2-PD	P04278_PF00054_75_205_fpocket_7	2878.38	19
AF2-PD	P04350_PF00091_3_212_fpocket_12	2834.12	22
AF2-PD	P04350_PF00091_3_212_fpocket_2	2862.75	23
AF2-PD	P04350_PF03953_261_383_fpocket_2	3700.25	16
AF2-PD	P04350_PF03953_261_383_fpocket_9	5642.12	6
AF2-PD	P04406_PF00044_4_105_fpocket_2	3869.0	20
