Domain (Uniprot_Pfam_Start_End)	Pocket Sets
Q06330_PF09270_206_328	PDB-PD,AF2-PD
Q06330_PF09271_48_178	PDB-PD,AF2-PD
Q06330_PF20144_354_444	PDB-PD
Q06413_PF00319_10_57	AF2-PD
Q06416_PF00046_231_286	AF2-PD
Q06416_PF00157_141_212	AF2-PD
Q06418_PF00041_226_310	AF2-PD
Q06418_PF07679_44_135	PDB-PD
Q06455_PF01753_515_551	PDB-PD,AF2-PD
Q06455_PF08788_337_403	PDB-PD,AF2-PD
Q06481_PF00014_309_361	AF2-PD
Q06481_PF12924_148_204	AF2-PD
Q06481_PF12925_365_547	PDB-PD,AF2-PD
Q06520_PF00685_34_278	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q06546_PF00178_321_400	AF2-PD
Q06546_PF02198_170_251	AF2-PD
Q06587_PF00097_48_87	AF2-PD
Q06587_PF16207_282_400	AF2-PD
Q06609_PF08423_84_337	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q06609_PF14520_31_80	PDB-PD,AF2-PD
Q06643_PF00229_102_243	PDB-PD,AF2-PD
Q06710_PF00292_9_133	PDB-PD,AF2-PD
Q06730_PF00096_552_574	AF2-PD
Q06730_PF00096_692_714	AF2-PD
Q06732_PF00096_357_379	AF2-PD
Q06732_PF00096_385_407	AF2-PD
Q06732_PF00096_553_575	AF2-PD
Q06732_PF00096_609_631	AF2-PD
Q06732_PF00096_665_687	AF2-PD
Q06787_PF00013_220_280	PDB-PD,AF2-PD
Q06787_PF00013_283_333	PDB-PD
Q06787_PF05641_62_117	PDB-PD,AF2-PD
Q06787_PF17904_123_207	PDB-PD,AF2-PD
Q06787_PF18336_4_52	PDB-PD,AF2-PD
Q06830_PF00578_8_142	PDB-PD,AF2-PD
Q06830_PF10417_162_197	AF2-PD
Q06889_PF00096_275_299	AF2-PD
Q06889_PF00096_333_355	AF2-PD
Q06945_PF00505_59_127	AF2-PD
Q07011_PF00020_48_86	PDB-PD
Q07021_PF02330_86_279	PDB-PD
Q07075_PF01433_321_538	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q07075_PF11838_616_934	PDB-PD,AF2-PD
Q07075_PF17900_98_286	PDB-PD,AF2-PD
Q07108_PF00059_102_196	PDB-PD,AF2-PD
Q07157_PF00595_186_261	PDB-PD,AF2-PD
Q07157_PF00595_23_107	PDB-PD,AF2-PD
Q07157_PF00595_422_501	PDB-PD,AF2-PD
Q07157_PF00625_681_793	PDB-PD,AF2-PD
Q07157_PF07653_520_582	PDB-PD,AF2-PD
Q07325_PF00048_29_89	AF2-PD
Q07343_PF00233_405_645	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q07343_PF18100_166_281	AF2-PD
Q075Z2_PF00040_45_82	AF2-PD
Q075Z2_PF00040_90_131	AF2-PD
Q07617_PF13877_802_894	AF2-PD
Q07654_PF00088_46_86	PDB-PD,AF2-PD
Q07666_PF00013_157_227	AF2-PD
Q07666_PF16274_102_153	AF2-PD
Q07687_PF00046_153_209	AF2-PD
Q07699_PF07686_23_147	PDB-PD,AF2-PD
Q07837_PF00128_140_492	PDB-PD,AF2-PD
Q07869_PF00104_263_449	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q07869_PF00105_100_168	AF2-PD
Q07889_PF00169_428_546	PDB-PD,AF2-PD
Q07889_PF00618_600_717	PDB-PD,AF2-PD
Q07889_PF00621_210_388	PDB-PD,AF2-PD
Q07890_PF00169_426_544	AF2-PD
Q07890_PF00618_598_715	PDB-PD,AF2-PD
Q07890_PF00621_203_386	AF2-PD
Q07912_PF07714_126_385	PDB-LIG,PDB-PD,AF2-PD
Q07912_PF14604_395_444	PDB-PD,AF2-PD
Q07955_PF00076_123_186	PDB-PD,AF2-PD
Q07955_PF00076_18_85	PDB-PD,AF2-PD
Q07960_PF00620_260_405	PDB-PD,AF2-PD
Q07960_PF13716_82_216	AF2-PD
Q07973_PF00067_58_512	AF2-PD
Q08043_PF00307_158_265	PDB-PD,AF2-PD
Q08043_PF00307_45_150	PDB-PD,AF2-PD
Q08043_PF00435_288_398	AF2-PD
Q08043_PF00435_408_513	AF2-PD
Q08043_PF00435_523_634	AF2-PD
Q08043_PF00435_644_747	AF2-PD
Q08043_PF08726_831_897	AF2-PD
Q08050_PF00250_235_319	PDB-PD,AF2-PD
Q08116_PF00615_85_199	PDB-PD,AF2-PD
Q08170_PF00076_106_171	AF2-PD
Q08170_PF00076_4_66	AF2-PD
Q08174_PF00028_173_271	PDB-PD,AF2-PD
Q08174_PF00028_285_378	PDB-PD,AF2-PD
Q08174_PF00028_401_497	PDB-PD,AF2-PD
Q08174_PF00028_511_603	AF2-PD
Q08174_PF00028_617_706	AF2-PD
Q08174_PF00028_727_813	AF2-PD
Q08174_PF08266_59_142	PDB-PD,AF2-PD
Q08188_PF00868_7_118	PDB-PD,AF2-PD
Q08188_PF00927_483_588	PDB-PD,AF2-PD
Q08188_PF00927_595_693	PDB-PD,AF2-PD
Q08209_PF00149_83_285	PDB-PD,AF2-PD
Q08211_PF00035_181_250	PDB-PD,AF2-PD
Q08211_PF00035_4_69	PDB-PD,AF2-PD
Q08211_PF00270_391_551	PDB-PD,AF2-PD
Q08211_PF00271_635_769	AF2-PD
Q08211_PF04408_832_926	AF2-PD
Q08211_PF07717_991_1074	AF2-PD
Q08257_PF08240_35_124	PDB-PD,AF2-PD
Q08257_PF13602_192_327	PDB-PD,AF2-PD
Q08289_PF00625_280_460	AF2-PD
Q08334_PF09294_111_213	PDB-PD,AF2-PD
Q08345_PF00754_46_182	PDB-PD,AF2-PD
Q08345_PF07714_610_905	PDB-LIG,PDB-PD,AF2-PD
Q08380_PF00530_27_124	PDB-PD,AF2-PD
Q08380_PF07707_260_360	AF2-PD
Q08426_PF00725_478_582	AF2-PD
Q08426_PF00725_619_715	AF2-PD
Q08426_PF02737_299_476	AF2-PD
Q08431_PF00008_27_65	AF2-PD
Q08431_PF00754_245_384	AF2-PD
Q08431_PF00754_85_222	AF2-PD
Q08462_PF00211_281_465	AF2-PD
Q08462_PF00211_878_1078	AF2-PD
Q08477_PF00067_52_515	AF2-PD
Q08493_PF00233_387_627	PDB-PD,AF2-PD
Q08495_PF02209_370_405	PDB-PD,AF2-PD
Q08499_PF00233_461_701	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q08499_PF18100_223_339	AF2-PD
Q08554_PF00028_139_233	PDB-PD,AF2-PD
Q08554_PF00028_247_345	PDB-PD,AF2-PD
Q08554_PF00028_359_463	PDB-PD
Q08554_PF00028_476_568	PDB-PD,AF2-PD
Q08554_PF08758_29_111	AF2-PD
Q08629_PF00086_313_376	AF2-PD
Q08629_PF07648_134_180	AF2-PD
Q08629_PF10591_195_304	AF2-PD
Q08722_PF08204_8_142	PDB-PD,AF2-PD
Q08752_PF00160_19_183	AF2-PD
Q08828_PF00211_859_1056	AF2-PD
Q08830_PF00147_79_305	AF2-PD
Q08881_PF00017_239_323	AF2-PD
Q08881_PF00018_177_223	PDB-PD,AF2-PD
Q08881_PF07714_363_612	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q08945_PF00505_547_615	PDB-PD,AF2-PD
Q08945_PF03531_106_170	PDB-PD,AF2-PD
Q08945_PF08512_339_427	PDB-PD,AF2-PD
Q08945_PF17292_5_99	PDB-PD,AF2-PD
Q08999_PF01857_835_1018	AF2-PD
Q08999_PF01858_417_609	AF2-PD
Q08AD1_PF11971_233_316	AF2-PD
Q08AE8_PF16474_40_236	PDB-PD,AF2-PD
Q08AF3_PF04326_191_321	PDB-PD,AF2-PD
Q08AG5_PF00096_225_247	AF2-PD
Q08AG5_PF13912_253_278	AF2-PD
Q08AH1_PF13193_483_563	AF2-PD
Q08AH3_PF13193_477_557	PDB-PD,AF2-PD
Q08AM6_PF11916_542_720	AF2-PD
Q08AN1_PF00096_493_515	AF2-PD
Q08AN1_PF00096_521_543	AF2-PD
Q08AN1_PF00096_577_599	AF2-PD
Q08AN1_PF00096_689_711	AF2-PD
Q08AN1_PF00096_717_739	AF2-PD
Q08AN1_PF00096_745_767	AF2-PD
Q08ER8_PF00096_199_221	AF2-PD
Q08ER8_PF00096_283_305	AF2-PD
Q08ER8_PF00096_311_333	AF2-PD
Q08ER8_PF00096_339_361	AF2-PD
Q08ER8_PF00096_507_529	AF2-PD
Q08ET2_PF07686_24_140	AF2-PD
Q08ET2_PF08205_151_224	AF2-PD
Q08ET2_PF13895_255_336	AF2-PD
Q09013_PF00069_71_339	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q09428_PF00005_1361_1509	PDB-PD,AF2-PD
Q09428_PF00005_696_857	PDB-PD,AF2-PD
Q09470_PF02214_39_130	AF2-PD
Q09472_PF00439_1058_1144	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q09472_PF06001_1156_1195	PDB-PD,AF2-PD
Q09472_PF08214_1306_1612	PDB-LIG,AF2-LIG,AF2-PD
Q09FC8_PF00096_432_454	AF2-PD
Q09FC8_PF00096_544_566	AF2-PD
Q09FC8_PF00096_572_594	AF2-PD
Q0D2J5_PF00096_256_278	AF2-PD
Q0D2J5_PF00096_340_362	AF2-PD
Q0D2J5_PF13912_313_337	AF2-PD
Q0D2K2_PF00651_23_130	AF2-PD
Q0D2K2_PF07707_135_237	AF2-PD
Q0GE19_PF13593_10_324	AF2-PD
Q0IIM8_PF02893_145_253	AF2-PD
Q0IIM8_PF02893_285_385	AF2-PD
Q0JRZ9_PF10291_543_809	AF2-PD
Q0P5N6_PF00025_14_193	AF2-PD
Q0P6D2_PF14875_22_169	AF2-PD
Q0P6H9_PF00149_56_261	AF2-PD
Q0VAM2_PF00618_37_138	AF2-PD
Q0VG99_PF00010_82_136	AF2-PD
Q0VGE8_PF00096_285_307	AF2-PD
Q0VGE8_PF00096_313_335	AF2-PD
Q0VGE8_PF00096_369_391	AF2-PD
Q0VGE8_PF00096_397_419	AF2-PD
Q0VGE8_PF00096_509_531	AF2-PD
Q0VGE8_PF00096_537_559	AF2-PD
Q0VGE8_PF00096_565_587	AF2-PD
Q0VGE8_PF00096_621_643	AF2-PD
Q0Z7S8_PF00061_6_132	PDB-PD,AF2-PD
Q0ZGT2_PF07679_582_671	AF2-PD
Q10471_PF00652_446_563	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q10472_PF00652_430_548	AF2-PD
Q10567_PF02883_720_826	AF2-PD
Q10567_PF09066_836_947	AF2-PD
Q10570_PF10433_92_685	PDB-PD
Q10588_PF02267_40_280	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q10589_PF16716_49_136	PDB-PD,AF2-PD
Q10713_PF05193_232_431	AF2-PD
Q11128_PF17039_73_183	AF2-PD
Q11130_PF17039_44_154	AF2-PD
Q12756_PF00169_1576_1673	AF2-PD
Q12756_PF00225_11_354	AF2-PD
Q12766_PF18717_979_1109	AF2-PD
Q12772_PF00010_331_381	AF2-PD
Q12774_PF00621_1178_1356	AF2-PD
Q12774_PF14604_1518_1567	AF2-PD
Q12778_PF00250_160_248	PDB-PD,AF2-PD
Q12788_PF08625_654_788	AF2-PD
Q12792_PF00241_184_311	PDB-PD,AF2-PD
Q12792_PF00241_9_136	PDB-PD,AF2-PD
Q12794_PF01630_25_355	PDB-PD,AF2-PD
Q12797_PF05118_591_745	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q12798_PF13499_103_167	AF2-PD
Q12798_PF13499_30_94	AF2-PD
Q12800_PF18016_319_382	AF2-PD
Q12802_PF00169_2216_2333	PDB-PD
Q12802_PF00621_1998_2189	PDB-PD
Q12805_PF07645_173_212	AF2-PD
Q12805_PF07645_334_381	AF2-PD
Q12805_PF12662_234_257	AF2-PD
Q12805_PF12662_274_297	AF2-PD
Q12809_PF00027_760_845	PDB-PD,AF2-PD
Q12809_PF13426_29_132	PDB-PD,AF2-PD
Q12829_PF00071_16_176	AF2-PD
Q12829_PF07525_188_223	AF2-PD
Q12830_PF00439_2936_3019	PDB-LIG,PDB-PD
Q12830_PF00628_2869_2918	PDB-PD
Q12837_PF00157_253_327	AF2-PD
Q12840_PF00225_27_327	AF2-PD
Q12841_PF07648_53_98	AF2-PD
Q12846_PF00804_40_235	AF2-PD
Q12849_PF00076_252_320	AF2-PD
Q12851_PF00069_16_273	AF2-PD
Q12852_PF07714_126_364	PDB-LIG,PDB-PD,AF2-LIG
Q12857_PF03165_68_172	AF2-PD
Q12860_PF00041_605_693	AF2-PD
Q12860_PF00041_708_796	AF2-PD
Q12860_PF00041_810_893	PDB-PD,AF2-PD
Q12860_PF07679_242_327	PDB-PD,AF2-PD
Q12860_PF07679_413_501	AF2-PD
Q12860_PF13927_331_395	AF2-PD
Q12860_PF13927_41_118	AF2-PD
Q12860_PF13927_506_587	AF2-PD
Q12864_PF00028_131_235	PDB-PD,AF2-PD
Q12864_PF00028_243_331	PDB-PD,AF2-PD
Q12864_PF00028_345_440	PDB-PD,AF2-PD
Q12864_PF00028_456_558	AF2-PD
Q12864_PF00028_571_657	AF2-PD
Q12866_PF00041_285_371	AF2-PD
Q12866_PF00047_102_187	AF2-PD
Q12866_PF07714_587_854	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q12870_PF00010_73_125	AF2-PD
Q12872_PF09750_34_156	AF2-PD
Q12873_PF00176_739_1035	AF2-PD
Q12873_PF00271_1060_1174	AF2-PD
Q12873_PF00385_631_683	AF2-PD
Q12873_PF00628_381_426	AF2-PD
Q12873_PF00628_458_503	AF2-PD
Q12873_PF08074_1736_1882	AF2-PD
Q12874_PF12108_74_100	AF2-PD
Q12874_PF13297_224_303	PDB-PD,AF2-PD
Q12874_PF16837_129_180	AF2-PD
Q12879_PF10613_404_541	PDB-PD,AF2-PD
Q12882_PF01180_532_838	AF2-PD
Q12882_PF07992_187_499	AF2-PD
Q12882_PF14691_55_168	AF2-PD
Q12882_PF14697_946_1004	AF2-PD
Q12884_PF00326_553_759	PDB-PD,AF2-PD
Q12888_PF09038_1483_1604	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q12888_PF18428_1867_1970	PDB-PD
Q12889_PF00704_23_360	AF2-PD
Q12891_PF01630_29_362	AF2-PD
Q12893_PF08551_49_151	AF2-PD
Q12899_PF00643_97_138	AF2-PD
Q12899_PF15227_16_56	AF2-PD
Q12901_PF00096_176_198	AF2-PD
Q12901_PF00096_204_226	AF2-PD
Q12901_PF00096_232_254	AF2-PD
Q12901_PF00096_260_282	AF2-PD
Q12901_PF00096_288_310	AF2-PD
Q12901_PF00096_428_450	AF2-PD
Q12904_PF01588_157_250	PDB-PD,AF2-PD
Q12905_PF07528_104_338	AF2-PD
Q12906_PF00035_402_465	AF2-PD
Q12906_PF00035_526_588	PDB-PD,AF2-PD
Q12906_PF07528_94_342	AF2-PD
Q12907_PF03388_52_278	AF2-PD
Q12913_PF00041_120_199	AF2-PD
Q12913_PF00041_368_445	PDB-PD,AF2-PD
Q12913_PF00102_1065_1297	PDB-PD,AF2-PD
Q12918_PF00059_111_212	PDB-PD,AF2-PD
Q12923_PF00102_2237_2466	PDB-PD,AF2-PD
Q12923_PF00373_665_781	AF2-PD
Q12923_PF00595_1093_1176	PDB-PD
Q12923_PF00595_1368_1450	PDB-PD,AF2-PD
Q12923_PF00595_1501_1585	AF2-PD
Q12923_PF00595_1788_1866	AF2-PD
Q12923_PF00595_1883_1961	AF2-PD
Q12923_PF09379_576_638	AF2-PD
Q12923_PF09380_787_876	AF2-PD
Q12926_PF00076_127_195	AF2-PD
Q12926_PF00076_278_348	AF2-PD
Q12926_PF00076_41_111	AF2-PD
Q12929_PF00018_537_582	AF2-PD
Q12929_PF08416_64_194	AF2-PD
Q12929_PF18016_716_778	AF2-PD
Q12931_PF02518_108_260	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q12933_PF00097_34_72	PDB-PD,AF2-PD
Q12946_PF00250_47_133	AF2-PD
Q12947_PF00250_99_185	AF2-PD
Q12948_PF00250_77_163	AF2-PD
Q12950_PF00250_103_189	AF2-PD
Q12951_PF00250_122_208	AF2-PD
Q12952_PF00250_48_134	AF2-PD
Q12955_PF00531_4091_4174	PDB-PD
Q12959_PF00018_587_643	AF2-PD
Q12959_PF00595_224_308	PDB-PD,AF2-PD
Q12959_PF00595_319_403	PDB-PD,AF2-PD
Q12959_PF00595_466_544	PDB-PD,AF2-PD
Q12959_PF00625_713_891	PDB-PD,AF2-PD
Q12959_PF09058_6_64	AF2-PD
Q12965_PF00018_1057_1102	AF2-PD
Q12965_PF00063_21_679	AF2-PD
Q12965_PF06017_719_920	AF2-PD
Q12967_PF00788_798_885	PDB-PD,AF2-PD
Q12968_PF00554_433_592	AF2-PD
Q12968_PF16179_601_701	AF2-PD
Q12974_PF00102_10_149	PDB-PD,AF2-PD
Q12979_PF00169_302_459	AF2-PD
Q12979_PF00620_661_809	AF2-PD
Q12979_PF00621_95_282	AF2-PD
Q12982_PF13716_164_302	AF2-PD
Q12986_PF01424_995_1060	AF2-PD
Q12988_PF00011_64_150	PDB-PD,AF2-PD
Q13002_PF10613_431_546	PDB-PD,AF2-PD
Q13003_PF10613_434_548	AF2-PD
Q13009_PF00169_440_547	PDB-PD,AF2-PD
Q13009_PF00595_845_925	PDB-PD,AF2-PD
Q13009_PF00621_1044_1232	AF2-PD
Q13009_PF02196_766_839	AF2-PD
Q13009_PF18385_572_669	PDB-PD,AF2-PD
Q13011_PF00378_62_322	PDB-PD,AF2-PD
Q13017_PF00071_142_248	AF2-PD
Q13017_PF00620_1275_1422	PDB-PD,AF2-PD
Q13017_PF16512_260_338	AF2-PD
Q13018_PF00059_1131_1234	PDB-PD,AF2-PD
Q13018_PF00059_395_503	AF2-PD
Q13018_PF00059_547_645	AF2-PD
Q13018_PF00059_688_798	AF2-PD
Q13018_PF00059_830_939	AF2-PD
Q13021_PF01284_22_149	AF2-PD
Q13023_PF00435_779_884	AF2-PD
Q13029_PF00096_390_412	AF2-PD
Q13043_PF00069_30_281	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13045_PF00626_1177_1255	AF2-PD
Q13045_PF00626_508_591	AF2-PD
Q13045_PF00626_628_703	AF2-PD
Q13045_PF00626_756_832	AF2-PD
Q13046_PF07686_38_141	AF2-PD
Q13046_PF13895_334_413	AF2-PD
Q13049_PF13639_18_65	PDB-PD,AF2-PD
Q13057_PF01121_359_535	AF2-PD
Q13057_PF01467_195_339	AF2-PD
Q13064_PF00097_311_364	AF2-PD
Q13064_PF14608_244_263	AF2-PD
Q13064_PF18044_99_120	AF2-PD
Q13075_PF00653_162_228	PDB-PD,AF2-PD
Q13075_PF00653_281_346	AF2-PD
Q13075_PF00653_63_128	AF2-PD
Q13075_PF05729_464_618	AF2-PD
Q13075_PF17779_687_742	AF2-PD
Q13075_PF17889_766_872	AF2-PD
Q13085_PF00289_117_237	PDB-PD,AF2-PD
Q13085_PF00364_752_818	PDB-PD,AF2-PD
Q13085_PF02785_507_615	AF2-PD
Q13085_PF02786_272_473	PDB-PD
Q13087_PF00085_389_493	AF2-PD
Q13087_PF00085_44_149	AF2-PD
Q13087_PF13848_179_366	AF2-PD
Q13093_PF03403_48_416	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13094_PF00017_422_505	AF2-PD
Q13094_PF07647_12_76	PDB-PD,AF2-PD
Q13098_PF01399_324_428	PDB-PD,AF2-PD
Q13103_PF07448_73_136	AF2-PD
Q13105_PF00096_306_328	AF2-PD
Q13105_PF00096_418_440	AF2-PD
Q13105_PF00096_446_468	PDB-PD,AF2-PD
Q13105_PF00096_474_496	AF2-PD
Q13105_PF00096_558_580	PDB-PD,AF2-PD
Q13105_PF00096_614_637	PDB-PD,AF2-PD
Q13105_PF00651_14_113	PDB-PD
Q13106_PF00096_161_183	AF2-PD
Q13106_PF00096_189_211	AF2-PD
Q13106_PF00096_245_267	AF2-PD
Q13107_PF06337_31_123	PDB-PD,AF2-PD
Q13107_PF14836_139_226	PDB-PD,AF2-PD
Q13115_PF00581_37_153	AF2-PD
Q13115_PF00782_203_333	PDB-PD,AF2-PD
Q13117_PF00076_42_109	AF2-PD
Q13118_PF00096_399_423	PDB-PD,AF2-PD
Q13118_PF00096_429_451	AF2-PD
Q13126_PF01048_11_256	PDB-LIG,PDB-PD,AF2-PD
Q13129_PF00096_1172_1195	AF2-PD
Q13131_PF00069_27_279	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13131_PF16579_406_503	AF2-PD
Q13133_PF00104_244_431	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13133_PF00105_96_165	AF2-PD
Q13136_PF00536_876_941	AF2-PD
Q13136_PF00536_961_1025	AF2-PD
Q13136_PF07647_1048_1118	AF2-PD
Q13137_PF17751_23_125	PDB-PD,AF2-PD
Q13145_PF06211_4_111	AF2-PD
Q13148_PF00076_106_172	PDB-PD,AF2-PD
Q13148_PF00076_193_243	PDB-PD,AF2-PD
Q13148_PF18694_4_77	PDB-PD
Q13151_PF00076_100_168	AF2-PD
Q13151_PF00076_9_78	AF2-PD
Q13153_PF00069_270_521	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13153_PF00786_74_132	PDB-PD,AF2-PD
Q13155_PF14497_245_317	PDB-PD,AF2-PD
Q13155_PF18569_117_208	PDB-PD
Q13156_PF08784_159_255	AF2-PD
Q13158_PF00531_98_181	PDB-PD
Q13158_PF01335_4_85	PDB-PD
Q13162_PF00578_81_214	PDB-PD,AF2-PD
Q13162_PF10417_234_263	PDB-PD,AF2-PD
Q13163_PF00069_166_419	AF2-PD
Q13163_PF00564_18_100	AF2-PD
Q13164_PF00069_55_347	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13177_PF00069_249_500	AF2-PD
Q13177_PF00786_73_131	AF2-PD
Q13185_PF00385_30_79	PDB-PD,AF2-PD
Q13185_PF01393_123_174	PDB-PD,AF2-PD
Q13188_PF00069_27_278	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13191_PF02262_41_167	PDB-PD,AF2-PD
Q13191_PF02761_171_254	PDB-PD,AF2-PD
Q13191_PF02762_256_341	PDB-PD,AF2-PD
Q13200_PF17781_56_354	PDB-PD
Q13200_PF18051_853_906	PDB-PD
Q13201_PF00008_1045_1075	AF2-PD
Q13201_PF00386_1102_1225	AF2-PD
Q13202_PF00782_168_299	PDB-PD,AF2-PD
Q13203_PF00041_268_351	AF2-PD
Q13203_PF00041_72_157	AF2-PD
Q13203_PF07679_175_263	AF2-PD
Q13203_PF07679_382_471	AF2-PD
Q13206_PF00270_93_263	PDB-PD,AF2-PD
Q13206_PF00271_299_410	AF2-PD
Q13206_PF13959_450_510	AF2-PD
Q13207_PF00907_107_287	AF2-PD
Q13214_PF00047_577_657	AF2-PD
Q13217_PF00226_394_459	PDB-PD,AF2-PD
Q13219_PF00084_1283_1342	AF2-PD
Q13219_PF00084_1346_1412	AF2-PD
Q13219_PF13385_100_269	AF2-PD
Q13224_PF10613_404_542	PDB-PD,AF2-PD
Q13231_PF00704_23_363	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13231_PF01607_420_466	PDB-PD
Q13232_PF00334_22_156	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13233_PF00069_1243_1508	AF2-PD
Q13237_PF00027_186_269	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13237_PF00027_304_393	PDB-LIG,PDB-PD,AF2-PD
Q13237_PF00069_453_711	AF2-PD
Q13239_PF00017_84_160	AF2-PD
Q13239_PF00018_29_74	PDB-PD,AF2-PD
Q13241_PF00059_78_176	PDB-PD,AF2-PD
Q13242_PF00076_113_176	AF2-PD
Q13243_PF00076_110_175	AF2-PD
Q13243_PF00076_6_68	AF2-PD
Q13247_PF00076_112_177	AF2-PD
Q13247_PF00076_4_66	AF2-PD
Q13255_PF00003_586_834	PDB-PD,AF2-PD
Q13257_PF02301_16_196	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13263_PF00628_627_672	PDB-PD,AF2-PD
Q13263_PF00643_148_195	AF2-PD
Q13263_PF00643_204_245	PDB-PD,AF2-PD
Q13263_PF14634_64_122	PDB-PD,AF2-PD
Q13268_PF13561_43_277	AF2-PD
Q13277_PF00804_34_226	AF2-PD
Q13283_PF00076_342_406	AF2-PD
Q13283_PF02136_11_133	PDB-PD,AF2-PD
Q13285_PF00104_250_442	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13285_PF00105_11_80	AF2-PD
Q13287_PF07292_105_193	AF2-PD
Q13287_PF07292_203_292	AF2-PD
Q13296_PF01099_1_90	AF2-PD
Q13303_PF00248_51_355	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13308_PF07679_328_408	AF2-PD
Q13308_PF07679_412_498	AF2-PD
Q13308_PF07679_592_681	AF2-PD
Q13308_PF07714_796_1061	PDB-PD,AF2-PD
Q13308_PF13927_127_204	AF2-PD
Q13308_PF13927_226_304	AF2-PD
Q13308_PF13927_32_105	AF2-PD
Q13308_PF13927_503_574	AF2-PD
Q13309_PF12937_97_143	PDB-PD,AF2-PD
Q13310_PF00076_101_168	AF2-PD
Q13310_PF00076_13_83	AF2-PD
Q13310_PF00076_193_261	AF2-PD
Q13310_PF00076_296_364	AF2-PD
Q13315_PF11640_8_165	PDB-PD
Q13322_PF00017_493_574	PDB-PD,AF2-PD
Q13322_PF00169_291_399	PDB-PD,AF2-PD
Q13322_PF00788_166_250	PDB-PD,AF2-PD
Q13322_PF08947_425_471	AF2-PD
Q13323_PF12201_1_159	AF2-PD
Q13330_PF00249_285_331	PDB-PD,AF2-PD
Q13330_PF00320_393_430	AF2-PD
Q13330_PF17226_464_541	PDB-PD,AF2-PD
Q13332_PF00041_333_414	PDB-PD,AF2-PD
Q13332_PF00041_428_513	PDB-PD,AF2-PD
Q13332_PF00041_526_606	PDB-PD,AF2-PD
Q13332_PF00041_620_708	AF2-PD
Q13332_PF00041_722_821	AF2-PD
Q13332_PF00041_835_917	AF2-PD
Q13332_PF00041_930_1022	AF2-PD
Q13332_PF00102_1416_1647	PDB-PD,AF2-PD
Q13332_PF00102_1705_1938	PDB-PD,AF2-PD
Q13332_PF07679_245_328	PDB-PD,AF2-PD
Q13332_PF07679_33_124	PDB-PD,AF2-PD
Q13332_PF13927_135_220	PDB-PD,AF2-PD
Q13342_PF00439_767_840	PDB-PD,AF2-PD
Q13342_PF03172_38_136	AF2-PD
Q13349_PF00092_150_327	AF2-PD
Q13351_PF00096_309_333	AF2-PD
Q13356_PF00160_281_433	PDB-PD,AF2-PD
Q13360_PF00096_340_362	AF2-PD
Q13360_PF00096_396_418	AF2-PD
Q13360_PF00096_424_446	AF2-PD
Q13360_PF13912_452_477	AF2-PD
Q13363_PF00389_30_352	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13363_PF02826_133_317	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13368_PF00595_137_215	AF2-PD
Q13368_PF00625_384_572	AF2-PD
Q13368_PF02828_11_63	AF2-PD
Q13368_PF02828_69_120	AF2-PD
Q13370_PF00233_736_1007	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q13387_PF00640_683_814	AF2-PD
Q13387_PF14604_611_661	AF2-PD
Q13393_PF00169_220_328	AF2-PD
Q13393_PF00787_106_209	AF2-PD
Q13393_PF13091_766_942	PDB-PD,AF2-PD
Q13398_PF00096_425_447	AF2-PD
Q13401_PF13589_108_167	AF2-PD
Q13402_PF00373_2009_2115	PDB-PD,AF2-PD
Q13404_PF00179_16_144	PDB-PD,AF2-PD
Q13405_PF05046_82_166	PDB-PD,AF2-PD
Q13410_PF07686_33_142	AF2-PD
