Pocket Set	Pocket	Buriedness
AF2-PD	P35609_PF00435_637_740_fpocket_5	7
AF2-PD	P35609_PF08726_824_890_fpocket_1	7
AF2-PD	P35612_PF00596_135_317_fpocket_10	11
AF2-PD	P35613_PF13927_220_305_fpocket_1	16
AF2-PD	P35613_PF13927_220_305_fpocket_3	14
AF2-PD	P35613_PF13927_25_112_fpocket_1	18
AF2-PD	P35613_PF13927_25_112_fpocket_7	5
AF2-PD	P35625_PF00965_22_194_fpocket_3	13
AF2-PD	P35626_PF00069_191_453_fpocket_1	20
AF2-PD	P35626_PF00069_191_453_fpocket_6	20
AF2-PD	P35626_PF00615_54_174_fpocket_1	13
AF2-PD	P35637_PF00076_287_365_fpocket_1	12
AF2-PD	P35637_PF00076_287_365_fpocket_2	14
AF2-PD	P35637_PF00641_422_453_fpocket_2	11
AF2-PD	P35637_PF00641_422_453_fpocket_3	8
AF2-PD	P35670_PF00403_146_207_fpocket_1	10
AF2-PD	P35670_PF00403_146_207_fpocket_3	17
AF2-PD	P35670_PF00403_362_423_fpocket_1	13
AF2-PD	P35670_PF00403_491_552_fpocket_1	14
AF2-PD	P35670_PF00403_491_552_fpocket_3	12
AF2-PD	P35670_PF00403_567_628_fpocket_1	13
AF2-PD	P35670_PF00403_567_628_fpocket_2	13
AF2-PD	P35670_PF00403_61_122_fpocket_1	13
AF2-PD	P35670_PF00403_61_122_fpocket_2	13
AF2-PD	P35670_PF00702_1021_1279_fpocket_2	21
AF2-PD	P35670_PF00702_1021_1279_fpocket_8	18
AF2-PD	P35711_PF00505_556_624_fpocket_1	14
AF2-PD	P35711_PF00505_556_624_fpocket_2	12
AF2-PD	P35712_PF00505_621_689_fpocket_1	10
AF2-PD	P35712_PF00505_621_689_fpocket_2	15
AF2-PD	P35713_PF00505_85_153_fpocket_3	15
AF2-PD	P35713_PF00505_85_153_fpocket_5	10
AF2-PD	P35716_PF00505_49_117_fpocket_2	13
AF2-PD	P35716_PF00505_49_117_fpocket_5	10
AF2-PD	P35749_PF00063_87_771_fpocket_6	20
AF2-PD	P35749_PF02736_31_76_fpocket_2	10
AF2-PD	P35749_PF02736_31_76_fpocket_4	10
AF2-PD	P35754_PF00462_15_80_fpocket_1	13
AF2-PD	P35754_PF00462_15_80_fpocket_3	11
AF2-PD	P35789_PF00096_229_251_fpocket_1	12
AF2-PD	P35789_PF00096_229_251_fpocket_2	9
AF2-PD	P35789_PF00096_341_363_fpocket_1	13
AF2-PD	P35789_PF00096_341_363_fpocket_3	9
AF2-PD	P35789_PF00096_593_615_fpocket_1	11
AF2-PD	P35813_PF07830_285_363_fpocket_1	11
AF2-PD	P35813_PF07830_285_363_fpocket_3	16
AF2-PD	P35869_PF00010_35_80_fpocket_1	10
AF2-PD	P35869_PF00010_35_80_fpocket_3	16
AF2-PD	P35869_PF00989_113_227_fpocket_6	13
AF2-PD	P35869_PF08447_297_383_fpocket_1	13
AF2-PD	P35869_PF08447_297_383_fpocket_2	22
AF2-PD	P35913_PF00233_556_800_fpocket_18	21
AF2-PD	P35913_PF00233_556_800_fpocket_4	20
AF2-PD	P35913_PF01590_252_429_fpocket_1	13
AF2-PD	P35913_PF01590_252_429_fpocket_10	13
AF2-PD	P35913_PF01590_71_217_fpocket_1	26
AF2-PD	P35913_PF01590_71_217_fpocket_2	16
AF2-PD	P35914_PF00682_32_306_fpocket_1	21
AF2-PD	P35914_PF00682_32_306_fpocket_17	10
AF2-PD	P35916_PF07679_678_765_fpocket_3	12
AF2-PD	P35916_PF13927_231_314_fpocket_1	16
AF2-PD	P35916_PF13927_231_314_fpocket_5	11
AF2-PD	P35916_PF13927_559_657_fpocket_1	14
AF2-PD	P35916_PF13927_559_657_fpocket_3	14
AF2-PD	P35968_PF07679_333_417_fpocket_2	19
AF2-PD	P35968_PF07679_333_417_fpocket_3	17
AF2-PD	P35968_PF07679_667_754_fpocket_1	17
AF2-PD	P35968_PF07679_667_754_fpocket_3	10
AF2-PD	P35968_PF13927_226_311_fpocket_1	17
AF2-PD	P35968_PF13927_226_311_fpocket_2	14
AF2-PD	P35968_PF13927_550_646_fpocket_2	10
AF2-PD	P35968_PF17988_759_793_fpocket_1	9
AF2-PD	P35968_PF17988_759_793_fpocket_5	9
AF2-PD	P35998_PF00004_212_345_fpocket_1	14
AF2-PD	P35998_PF00004_212_345_fpocket_5	15
AF2-PD	P35998_PF17862_367_411_fpocket_1	16
AF2-PD	P35998_PF17862_367_411_fpocket_5	18
AF2-PD	P36222_PF00704_23_357_fpocket_10	21
AF2-PD	P36222_PF00704_23_357_fpocket_23	18
AF2-PD	P36268_PF01019_55_564_fpocket_1	24
AF2-PD	P36383_PF00029_2_255_fpocket_5	17
AF2-PD	P36402_PF00505_269_337_fpocket_1	16
AF2-PD	P36404_PF00025_3_176_fpocket_1	20
AF2-PD	P36404_PF00025_3_176_fpocket_4	15
AF2-PD	P36405_PF00025_3_177_fpocket_1	19
AF2-PD	P36405_PF00025_3_177_fpocket_4	15
AF2-PD	P36406_PF00025_391_565_fpocket_2	21
AF2-PD	P36406_PF00025_391_565_fpocket_6	20
AF2-PD	P36406_PF00643_123_168_fpocket_1	13
AF2-PD	P36406_PF00643_123_168_fpocket_2	14
AF2-PD	P36508_PF00096_285_309_fpocket_1	11
AF2-PD	P36542_PF00231_27_297_fpocket_1	14
AF2-PD	P36542_PF00231_27_297_fpocket_8	13
AF2-PD	P36575_PF02752_190_353_fpocket_3	14
AF2-PD	P36575_PF02752_190_353_fpocket_8	15
AF2-PD	P36578_PF14374_275_349_fpocket_1	14
AF2-PD	P36578_PF14374_275_349_fpocket_2	11
AF2-PD	P36639_PF00293_45_168_fpocket_2	17
AF2-PD	P36639_PF00293_45_168_fpocket_5	16
AF2-PD	P36776_PF00004_519_661_fpocket_1	19
AF2-PD	P36776_PF00004_519_661_fpocket_8	12
AF2-PD	P36776_PF05362_736_949_fpocket_7	16
AF2-PD	P36871_PF02878_14_158_fpocket_4	14
AF2-PD	P36871_PF02878_14_158_fpocket_9	17
AF2-PD	P36871_PF02879_193_301_fpocket_1	15
AF2-PD	P36871_PF02879_193_301_fpocket_9	14
AF2-PD	P36871_PF02880_306_420_fpocket_3	11
AF2-PD	P36871_PF02880_306_420_fpocket_4	16
AF2-PD	P36873_PF00149_57_252_fpocket_1	19
AF2-PD	P36873_PF00149_57_252_fpocket_12	20
AF2-PD	P36888_PF00047_255_345_fpocket_1	16
AF2-PD	P36888_PF00047_255_345_fpocket_3	16
AF2-PD	P36894_PF01064_59_134_fpocket_1	13
AF2-PD	P36894_PF01064_59_134_fpocket_6	17
AF2-PD	P36894_PF07714_234_521_fpocket_11	15
AF2-PD	P36894_PF07714_234_521_fpocket_8	23
AF2-PD	P36896_PF00069_207_494_fpocket_2	22
AF2-PD	P36896_PF00069_207_494_fpocket_3	26
AF2-PD	P36896_PF01064_32_105_fpocket_1	16
AF2-PD	P36896_PF01064_32_105_fpocket_3	13
AF2-PD	P36897_PF00069_205_492_fpocket_19	20
AF2-PD	P36897_PF00069_205_492_fpocket_2	27
AF2-PD	P36897_PF01064_34_110_fpocket_1	13
AF2-PD	P36897_PF01064_34_110_fpocket_2	10
AF2-PD	P36941_PF00020_163_210_fpocket_1	14
AF2-PD	P36941_PF00020_163_210_fpocket_2	14
AF2-PD	P36941_PF00020_43_80_fpocket_1	13
AF2-PD	P36941_PF00020_43_80_fpocket_2	11
AF2-PD	P36941_PF00020_83_124_fpocket_3	12
AF2-PD	P36941_PF00020_83_124_fpocket_5	7
AF2-PD	P36952_PF00079_6_375_fpocket_1	20
AF2-PD	P36952_PF00079_6_375_fpocket_3	24
AF2-PD	P36954_PF01096_84_124_fpocket_1	10
AF2-PD	P36954_PF01096_84_124_fpocket_2	12
AF2-PD	P36954_PF02150_14_51_fpocket_1	13
AF2-PD	P36954_PF02150_14_51_fpocket_2	10
AF2-PD	P36955_PF00079_56_415_fpocket_24	16
AF2-PD	P36955_PF00079_56_415_fpocket_4	20
AF2-PD	P36956_PF00010_324_374_fpocket_5	10
AF2-PD	P36957_PF00198_220_451_fpocket_12	18
AF2-PD	P36957_PF00198_220_451_fpocket_6	16
AF2-PD	P36957_PF00364_71_143_fpocket_1	13
AF2-PD	P36957_PF00364_71_143_fpocket_2	11
AF2-PD	P36959_PF00478_9_342_fpocket_16	13
AF2-PD	P36959_PF00478_9_342_fpocket_17	19
AF2-PD	P36980_PF00084_149_203_fpocket_1	12
AF2-PD	P36980_PF00084_149_203_fpocket_2	11
AF2-PD	P36980_PF00084_207_267_fpocket_1	16
AF2-PD	P36980_PF00084_207_267_fpocket_2	14
AF2-PD	P36980_PF00084_23_83_fpocket_5	16
AF2-PD	P36980_PF00084_23_83_fpocket_6	11
AF2-PD	P36980_PF00084_87_140_fpocket_1	16
AF2-PD	P36980_PF00084_87_140_fpocket_3	12
AF2-PD	P37023_PF07714_202_489_fpocket_20	23
AF2-PD	P37023_PF07714_202_489_fpocket_4	25
AF2-PD	P37058_PF00106_49_243_fpocket_2	25
AF2-PD	P37058_PF00106_49_243_fpocket_6	19
AF2-PD	P37059_PF00106_83_278_fpocket_2	23
AF2-PD	P37059_PF00106_83_278_fpocket_7	20
AF2-PD	P37108_PF02290_4_94_fpocket_10	16
AF2-PD	P37173_PF07714_244_538_fpocket_5	24
AF2-PD	P37173_PF07714_244_538_fpocket_6	18
AF2-PD	P37173_PF08917_49_159_fpocket_3	13
AF2-PD	P37173_PF08917_49_159_fpocket_5	16
AF2-PD	P37231_PF00104_300_486_fpocket_10	13
AF2-PD	P37231_PF00104_300_486_fpocket_9	23
AF2-PD	P37231_PF00105_137_205_fpocket_2	15
AF2-PD	P37231_PF00105_137_205_fpocket_4	11
AF2-PD	P37235_PF13499_98_174_fpocket_1	12
AF2-PD	P37235_PF13499_98_174_fpocket_2	16
AF2-PD	P37235_PF13833_39_90_fpocket_1	17
AF2-PD	P37235_PF13833_39_90_fpocket_2	13
AF2-PD	P37268_PF00494_47_320_fpocket_1	24
AF2-PD	P37268_PF00494_47_320_fpocket_10	18
AF2-PD	P37275_PF00096_240_262_fpocket_1	9
AF2-PD	P37275_PF00096_240_262_fpocket_2	8
AF2-PD	P37275_PF05605_168_224_fpocket_2	8
AF2-PD	P37275_PF05605_168_224_fpocket_4	14
AF2-PD	P37802_PF00307_24_137_fpocket_1	13
AF2-PD	P37802_PF00307_24_137_fpocket_4	18
AF2-PD	P37837_PF00923_24_326_fpocket_11	16
AF2-PD	P37837_PF00923_24_326_fpocket_2	29
AF2-PD	P38117_PF01012_26_214_fpocket_10	13
AF2-PD	P38117_PF01012_26_214_fpocket_11	22
AF2-PD	P38159_PF00076_10_80_fpocket_1	26
AF2-PD	P38159_PF00076_10_80_fpocket_2	9
AF2-PD	P38398_PF00097_24_64_fpocket_1	16
AF2-PD	P38398_PF00097_24_64_fpocket_2	17
AF2-PD	P38405_PF00503_22_370_fpocket_1	25
AF2-PD	P38405_PF00503_22_370_fpocket_24	17
AF2-PD	P38484_PF09294_138_238_fpocket_1	17
AF2-PD	P38484_PF09294_138_238_fpocket_2	15
AF2-PD	P38567_PF01630_42_373_fpocket_14	12
AF2-PD	P38567_PF01630_42_373_fpocket_7	17
AF2-PD	P38570_PF00092_202_381_fpocket_1	18
AF2-PD	P38570_PF00092_202_381_fpocket_7	10
AF2-PD	P38571_PF00561_80_381_fpocket_1	18
AF2-PD	P38571_PF00561_80_381_fpocket_12	13
AF2-PD	P38606_PF00006_230_455_fpocket_1	23
AF2-PD	P38606_PF00006_230_455_fpocket_3	18
AF2-PD	P38606_PF02874_21_83_fpocket_1	10
AF2-PD	P38606_PF02874_21_83_fpocket_2	17
AF2-PD	P38919_PF00270_62_228_fpocket_11	17
AF2-PD	P38919_PF00270_62_228_fpocket_3	10
AF2-PD	P38919_PF00271_263_372_fpocket_1	15
AF2-PD	P38919_PF00271_263_372_fpocket_7	11
AF2-PD	P38935_PF01424_726_784_fpocket_1	12
AF2-PD	P38935_PF01424_726_784_fpocket_3	12
AF2-PD	P38935_PF13086_191_411_fpocket_1	21
AF2-PD	P38935_PF13086_191_411_fpocket_18	16
AF2-PD	P38935_PF13087_418_615_fpocket_2	17
AF2-PD	P38935_PF13087_418_615_fpocket_3	15
AF2-PD	P39059_PF06482_1218_1383_fpocket_4	9
AF2-PD	P39059_PF13385_76_235_fpocket_1	16
AF2-PD	P39059_PF13385_76_235_fpocket_7	12
AF2-PD	P39060_PF06482_1581_1750_fpocket_1	18
AF2-PD	P39060_PF06482_1581_1750_fpocket_2	13
AF2-PD	P39060_PF20010_1445_1493_fpocket_1	8
AF2-PD	P39086_PF10613_447_561_fpocket_1	11
AF2-PD	P39086_PF10613_447_561_fpocket_2	21
AF2-PD	P39877_PF00068_22_130_fpocket_1	22
AF2-PD	P39877_PF00068_22_130_fpocket_2	21
AF2-PD	P39880_PF00046_1245_1301_fpocket_1	9
AF2-PD	P39880_PF02376_1122_1200_fpocket_3	13
AF2-PD	P39880_PF02376_547_624_fpocket_11	11
AF2-PD	P39880_PF02376_939_1014_fpocket_4	15
AF2-PD	P39900_PF00413_108_263_fpocket_10	20
AF2-PD	P39900_PF00413_108_263_fpocket_6	12
AF2-PD	P39900_PF01471_26_87_fpocket_2	11
AF2-PD	P39905_PF00019_117_210_fpocket_1	18
AF2-PD	P40121_PF00626_146_221_fpocket_1	20
AF2-PD	P40121_PF00626_146_221_fpocket_2	16
AF2-PD	P40121_PF00626_264_341_fpocket_1	17
AF2-PD	P40121_PF00626_264_341_fpocket_4	18
AF2-PD	P40121_PF00626_28_107_fpocket_1	21
AF2-PD	P40121_PF00626_28_107_fpocket_7	11
AF2-PD	P40126_PF00264_179_409_fpocket_5	15
AF2-PD	P40126_PF00264_179_409_fpocket_6	14
AF2-PD	P40145_PF00211_405_589_fpocket_2	17
AF2-PD	P40145_PF00211_405_589_fpocket_7	11
AF2-PD	P40145_PF00211_973_1172_fpocket_4	17
AF2-PD	P40189_PF00041_223_311_fpocket_3	17
AF2-PD	P40189_PF00041_223_311_fpocket_7	9
AF2-PD	P40189_PF00041_518_605_fpocket_3	12
AF2-PD	P40189_PF00041_518_605_fpocket_7	19
AF2-PD	P40189_PF06328_26_112_fpocket_2	18
AF2-PD	P40189_PF06328_26_112_fpocket_5	14
AF2-PD	P40189_PF09240_131_218_fpocket_10	16
AF2-PD	P40189_PF09240_131_218_fpocket_9	17
AF2-PD	P40198_PF07686_38_141_fpocket_1	12
AF2-PD	P40198_PF07686_38_141_fpocket_6	19
AF2-PD	P40199_PF07686_38_141_fpocket_4	15
AF2-PD	P40199_PF07686_38_141_fpocket_5	11
AF2-PD	P40199_PF13895_239_318_fpocket_1	21
AF2-PD	P40199_PF13895_239_318_fpocket_2	15
AF2-PD	P40199_PF13927_146_219_fpocket_1	19
AF2-PD	P40199_PF13927_146_219_fpocket_3	12
AF2-PD	P40225_PF00758_25_175_fpocket_15	17
AF2-PD	P40225_PF00758_25_175_fpocket_5	11
AF2-PD	P40238_PF00041_391_475_fpocket_1	14
AF2-PD	P40238_PF00041_391_475_fpocket_3	14
AF2-PD	P40238_PF09067_25_128_fpocket_1	13
AF2-PD	P40238_PF09067_25_128_fpocket_4	12
AF2-PD	P40259_PF07686_48_143_fpocket_3	17
AF2-PD	P40259_PF07686_48_143_fpocket_6	11
AF2-PD	P40306_PF00227_36_217_fpocket_2	27
AF2-PD	P40306_PF00227_36_217_fpocket_4	19
AF2-PD	P40313_PF00089_34_257_fpocket_4	14
AF2-PD	P40313_PF00089_34_257_fpocket_7	15
AF2-PD	P40337_PF01847_63_144_fpocket_1	19
AF2-PD	P40337_PF01847_63_144_fpocket_4	15
AF2-PD	P40337_PF17211_156_204_fpocket_1	18
AF2-PD	P40337_PF17211_156_204_fpocket_2	13
AF2-PD	P40394_PF00107_214_350_fpocket_6	16
AF2-PD	P40394_PF00107_214_350_fpocket_7	21
AF2-PD	P40394_PF08240_46_172_fpocket_1	16
AF2-PD	P40394_PF08240_46_172_fpocket_4	19
AF2-PD	P40425_PF00046_245_304_fpocket_7	10
AF2-PD	P40616_PF00025_5_177_fpocket_1	20
AF2-PD	P40616_PF00025_5_177_fpocket_8	15
AF2-PD	P40617_PF00025_8_186_fpocket_2	21
AF2-PD	P40617_PF00025_8_186_fpocket_7	12
AF2-PD	P40692_PF13589_26_137_fpocket_3	15
AF2-PD	P40692_PF13589_26_137_fpocket_6	18
AF2-PD	P40692_PF16413_502_756_fpocket_1	16
AF2-PD	P40692_PF16413_502_756_fpocket_4	16
AF2-PD	P40763_PF00017_584_674_fpocket_5	11
AF2-PD	P40763_PF00017_584_674_fpocket_7	16
AF2-PD	P40763_PF02864_325_464_fpocket_12	9
AF2-PD	P40763_PF02865_2_120_fpocket_1	17
AF2-PD	P40763_PF02865_2_120_fpocket_3	13
AF2-PD	P40818_PF00581_184_307_fpocket_3	12
AF2-PD	P40818_PF00581_184_307_fpocket_5	12
AF2-PD	P40818_PF08969_6_116_fpocket_4	15
AF2-PD	P40879_PF01740_526_716_fpocket_12	17
AF2-PD	P40879_PF01740_526_716_fpocket_7	16
AF2-PD	P40925_PF00056_5_153_fpocket_5	18
AF2-PD	P40925_PF00056_5_153_fpocket_9	18
AF2-PD	P40925_PF02866_156_331_fpocket_1	18
AF2-PD	P40925_PF02866_156_331_fpocket_4	18
AF2-PD	P40926_PF00056_25_168_fpocket_1	11
AF2-PD	P40926_PF00056_25_168_fpocket_2	23
AF2-PD	P40926_PF02866_170_334_fpocket_13	16
AF2-PD	P40926_PF02866_170_334_fpocket_4	13
AF2-PD	P40933_PF02372_33_160_fpocket_1	23
AF2-PD	P40937_PF00004_56_177_fpocket_4	20
AF2-PD	P40937_PF00004_56_177_fpocket_7	15
AF2-PD	P40937_PF08542_242_328_fpocket_1	15
AF2-PD	P40937_PF08542_242_328_fpocket_5	18
AF2-PD	P40938_PF13177_18_188_fpocket_1	19
AF2-PD	P40938_PF13177_18_188_fpocket_2	19
AF2-PD	P40939_PF00378_44_242_fpocket_16	25
AF2-PD	P40939_PF00378_44_242_fpocket_17	21
AF2-PD	P40939_PF00725_544_639_fpocket_1	26
AF2-PD	P40939_PF00725_544_639_fpocket_7	12
AF2-PD	P40939_PF00725_673_760_fpocket_5	21
AF2-PD	P40939_PF00725_673_760_fpocket_6	15
AF2-PD	P40939_PF02737_363_542_fpocket_1	17
AF2-PD	P40939_PF02737_363_542_fpocket_2	22
AF2-PD	P40967_PF00801_225_301_fpocket_1	15
AF2-PD	P40967_PF00801_225_301_fpocket_3	14
AF2-PD	P41002_PF00134_281_406_fpocket_3	15
AF2-PD	P41002_PF00134_281_406_fpocket_8	9
AF2-PD	P41002_PF00646_32_72_fpocket_1	16
AF2-PD	P41002_PF02984_408_531_fpocket_1	17
AF2-PD	P41002_PF02984_408_531_fpocket_5	12
AF2-PD	P41091_PF03144_276_359_fpocket_1	20
AF2-PD	P41091_PF03144_276_359_fpocket_3	12
AF2-PD	P41091_PF09173_369_459_fpocket_1	12
AF2-PD	P41091_PF09173_369_459_fpocket_3	14
AF2-PD	P41134_PF00010_66_106_fpocket_1	11
AF2-PD	P41161_PF00178_369_448_fpocket_1	12
AF2-PD	P41161_PF00178_369_448_fpocket_6	11
AF2-PD	P41162_PF00178_36_116_fpocket_1	11
AF2-PD	P41162_PF00178_36_116_fpocket_6	10
AF2-PD	P41180_PF00003_606_856_fpocket_3	17
AF2-PD	P41182_PF00096_546_568_fpocket_1	11
AF2-PD	P41182_PF00096_602_624_fpocket_1	13
AF2-PD	P41182_PF00096_630_652_fpocket_1	7
AF2-PD	P41208_PF13499_103_167_fpocket_1	17
AF2-PD	P41208_PF13499_103_167_fpocket_4	12
AF2-PD	P41208_PF13499_30_94_fpocket_2	13
AF2-PD	P41208_PF13499_30_94_fpocket_4	15
AF2-PD	P41212_PF00178_340_420_fpocket_2	13
AF2-PD	P41212_PF00178_340_420_fpocket_5	12
AF2-PD	P41214_PF01253_487_567_fpocket_1	18
AF2-PD	P41214_PF01253_487_567_fpocket_2	10
AF2-PD	P41214_PF17832_2_90_fpocket_1	17
AF2-PD	P41214_PF17832_2_90_fpocket_2	10
AF2-PD	P41217_PF00047_35_136_fpocket_3	19
AF2-PD	P41217_PF00047_35_136_fpocket_4	13
AF2-PD	P41218_PF02758_8_80_fpocket_2	11
AF2-PD	P41218_PF02758_8_80_fpocket_7	12
AF2-PD	P41220_PF00615_83_198_fpocket_2	17
AF2-PD	P41220_PF00615_83_198_fpocket_6	17
AF2-PD	P41222_PF00061_40_184_fpocket_1	18
AF2-PD	P41222_PF00061_40_184_fpocket_7	18
AF2-PD	P41223_PF01125_1_144_fpocket_6	17
AF2-PD	P41225_PF00505_139_207_fpocket_1	8
AF2-PD	P41226_PF00899_15_409_fpocket_11	24
AF2-PD	P41226_PF00899_15_409_fpocket_5	17
AF2-PD	P41226_PF00899_415_912_fpocket_32	22
AF2-PD	P41226_PF09358_914_1008_fpocket_1	14
AF2-PD	P41226_PF09358_914_1008_fpocket_2	17
AF2-PD	P41226_PF16190_187_257_fpocket_4	17
AF2-PD	P41226_PF16191_258_327_fpocket_1	14
AF2-PD	P41226_PF16191_258_327_fpocket_2	11
AF2-PD	P41229_PF00628_326_374_fpocket_3	10
AF2-PD	P41229_PF01388_81_165_fpocket_5	15
AF2-PD	P41229_PF02373_501_617_fpocket_7	17
AF2-PD	P41229_PF02928_707_759_fpocket_1	15
AF2-PD	P41229_PF02928_707_759_fpocket_3	13
AF2-PD	P41235_PF00104_172_361_fpocket_1	25
AF2-PD	P41235_PF00104_172_361_fpocket_12	13
AF2-PD	P41235_PF00105_58_127_fpocket_3	12
AF2-PD	P41235_PF00105_58_127_fpocket_4	12
AF2-PD	P41238_PF05240_108_186_fpocket_5	13
AF2-PD	P41238_PF05240_108_186_fpocket_7	10
AF2-PD	P41240_PF00017_82_156_fpocket_3	18
AF2-PD	P41240_PF00017_82_156_fpocket_7	10
AF2-PD	P41240_PF00018_15_62_fpocket_1	14
AF2-PD	P41240_PF00018_15_62_fpocket_2	16
AF2-PD	P41250_PF00458_67_117_fpocket_1	16
AF2-PD	P41250_PF00458_67_117_fpocket_2	15
AF2-PD	P41250_PF00587_291_592_fpocket_1	22
AF2-PD	P41250_PF00587_291_592_fpocket_13	15
AF2-PD	P41250_PF03129_615_709_fpocket_1	15
AF2-PD	P41250_PF03129_615_709_fpocket_6	14
AF2-PD	P41252_PF08264_693_852_fpocket_2	14
AF2-PD	P41252_PF08264_693_852_fpocket_8	16
AF2-PD	P41252_PF19302_867_1071_fpocket_1	16
AF2-PD	P41271_PF03045_23_123_fpocket_2	13
AF2-PD	P41271_PF03045_23_123_fpocket_3	16
AF2-PD	P41273_PF00229_107_240_fpocket_2	13
AF2-PD	P41273_PF00229_107_240_fpocket_6	18
AF2-PD	P41279_PF00069_139_388_fpocket_10	8
AF2-PD	P41439_PF03024_36_211_fpocket_1	21
AF2-PD	P41439_PF03024_36_211_fpocket_4	13
AF2-PD	P41594_PF00003_573_821_fpocket_1	19
AF2-PD	P41594_PF00003_573_821_fpocket_22	14
AF2-PD	P41743_PF00069_254_522_fpocket_7	23
AF2-PD	P41743_PF00564_25_107_fpocket_2	16
AF2-PD	P41743_PF00564_25_107_fpocket_4	15
AF2-PD	P41970_PF00178_6_85_fpocket_1	16
AF2-PD	P41970_PF00178_6_85_fpocket_4	12
AF2-PD	P42081_PF07686_24_132_fpocket_2	15
AF2-PD	P42081_PF07686_24_132_fpocket_4	12
AF2-PD	P42126_PF00378_52_301_fpocket_1	28
AF2-PD	P42126_PF00378_52_301_fpocket_18	18
AF2-PD	P42166_PF03020_111_150_fpocket_1	12
AF2-PD	P42166_PF08198_2_49_fpocket_1	13
AF2-PD	P42166_PF08198_2_49_fpocket_2	11
AF2-PD	P42224_PF00017_573_657_fpocket_1	19
AF2-PD	P42224_PF00017_573_657_fpocket_3	15
AF2-PD	P42224_PF02864_321_458_fpocket_2	14
AF2-PD	P42224_PF02865_2_120_fpocket_3	12
AF2-PD	P42224_PF02865_2_120_fpocket_5	9
AF2-PD	P42226_PF00017_537_616_fpocket_2	15
AF2-PD	P42226_PF00017_537_616_fpocket_3	16
AF2-PD	P42226_PF02864_277_413_fpocket_2	10
AF2-PD	P42229_PF00017_589_670_fpocket_2	11
AF2-PD	P42229_PF00017_589_670_fpocket_3	11
AF2-PD	P42229_PF02864_336_469_fpocket_2	12
AF2-PD	P42229_PF02865_2_124_fpocket_3	14
AF2-PD	P42229_PF02865_2_124_fpocket_4	12
AF2-PD	P42261_PF10613_407_522_fpocket_10	20
AF2-PD	P42262_PF10613_414_529_fpocket_1	16
AF2-PD	P42262_PF10613_414_529_fpocket_3	17
AF2-PD	P42263_PF10613_423_538_fpocket_1	19
AF2-PD	P42263_PF10613_423_538_fpocket_2	13
AF2-PD	P42285_PF00270_141_292_fpocket_4	17
AF2-PD	P42285_PF00270_141_292_fpocket_8	13
AF2-PD	P42285_PF00271_373_528_fpocket_1	14
AF2-PD	P42285_PF00271_373_528_fpocket_2	17
AF2-PD	P42285_PF08148_867_1037_fpocket_4	13
AF2-PD	P42285_PF08148_867_1037_fpocket_7	20
AF2-PD	P42285_PF13234_582_841_fpocket_12	13
AF2-PD	P42285_PF13234_582_841_fpocket_9	9
AF2-PD	P42330_PF00248_18_301_fpocket_10	23
AF2-PD	P42330_PF00248_18_301_fpocket_3	18
AF2-PD	P42331_PF00620_177_325_fpocket_4	17
AF2-PD	P42331_PF00620_177_325_fpocket_7	19
AF2-PD	P42336_PF00792_350_485_fpocket_5	14
AF2-PD	P42336_PF00792_350_485_fpocket_8	20
AF2-PD	P42336_PF00794_173_292_fpocket_1	14
AF2-PD	P42336_PF00794_173_292_fpocket_12	13
AF2-PD	P42338_PF00792_347_490_fpocket_10	15
AF2-PD	P42338_PF00792_347_490_fpocket_8	20
AF2-PD	P42338_PF00794_180_288_fpocket_5	11
AF2-PD	P42338_PF00794_180_288_fpocket_7	13
AF2-PD	P42345_PF08771_2015_2113_fpocket_1	19
AF2-PD	P42345_PF08771_2015_2113_fpocket_4	20
AF2-PD	P42568_PF03366_27_108_fpocket_3	15
AF2-PD	P42568_PF03366_27_108_fpocket_4	12
AF2-PD	P42568_PF17793_503_563_fpocket_2	14
AF2-PD	P42568_PF17793_503_563_fpocket_7	14
AF2-PD	P42574_PF00656_44_274_fpocket_13	18
AF2-PD	P42574_PF00656_44_274_fpocket_9	23
AF2-PD	P42575_PF00619_37_121_fpocket_1	19
AF2-PD	P42575_PF00619_37_121_fpocket_2	15
AF2-PD	P42575_PF00656_199_439_fpocket_3	18
AF2-PD	P42575_PF00656_199_439_fpocket_4	17
AF2-PD	P42658_PF00326_641_850_fpocket_1	19
AF2-PD	P42658_PF00326_641_850_fpocket_2	19
AF2-PD	P42679_PF00017_122_196_fpocket_1	16
AF2-PD	P42679_PF00017_122_196_fpocket_5	11
AF2-PD	P42679_PF00018_59_100_fpocket_1	12
AF2-PD	P42679_PF00018_59_100_fpocket_2	13
AF2-PD	P42679_PF07714_235_478_fpocket_1	22
AF2-PD	P42680_PF00017_247_330_fpocket_1	14
AF2-PD	P42680_PF00017_247_330_fpocket_4	13
AF2-PD	P42680_PF00018_185_231_fpocket_1	18
AF2-PD	P42680_PF00018_185_231_fpocket_4	13
AF2-PD	P42680_PF00169_5_111_fpocket_3	17
AF2-PD	P42680_PF07714_370_619_fpocket_3	14
AF2-PD	P42681_PF00017_150_231_fpocket_4	17
AF2-PD	P42681_PF00017_150_231_fpocket_8	14
AF2-PD	P42681_PF00018_88_134_fpocket_1	17
AF2-PD	P42681_PF00018_88_134_fpocket_3	14
AF2-PD	P42681_PF07714_271_520_fpocket_1	14
AF2-PD	P42681_PF07714_271_520_fpocket_3	25
