Kinase pair (UniprotID1 - UniprotID2)	Max. TM-Score	Max. Seq. Id.	PocketVec distance	Exp. Prof. Jaccard Similarity
P17612-Q8NEV1	0.87807	31.418	0.1863	0.0
P17612-Q8TD19	0.80662	31.22	0.1868	0.0
P17612-Q96GD4	0.88954	30.0	0.2011	0.0
P17612-Q9H093	0.85844	33.469	0.1765	0.0
P17612-Q9H0K1	0.83424	29.412	0.1763	0.0
P17612-Q9HAZ1	0.95441	35.458	0.1459	0.0
P17612-Q9NQU5	0.95694	33.466	0.2637	0.0
P17612-Q9NSY1	0.81252	29.694	0.2733	0.0
P17612-Q9UBE8	0.92697	33.197	0.164	0.0
P17612-Q9UK32	0.84767	35.545	0.1576	0.0
P17612-Q9UPZ9	0.86668	32.381	0.1922	0.0
P17612-Q9Y572	0.93785	33.6	0.1725	0.0
P17612-Q9Y5S2	0.87932	33.058	0.2119	0.0
P17612-Q9Y616	0.95347	33.735	0.1601	0.0
P17612-Q9Y6E0	0.89303	33.878	0.1748	0.0
P19784-P22694	0.88007	33.617	0.1474	0.0
P19784-P23443	0.83664	31.527	0.2019	0.0
P19784-P30291	0.84338	30.172	0.1836	0.0
P19784-P36507	0.96357	42.105	0.1729	0.0
P19784-P36896	0.85508	29.098	0.1876	0.0
P19784-P36897	0.80693	29.87	0.2446	0.0
P19784-P45983	0.86063	34.649	0.1733	0.0
P19784-P45984	0.82893	29.358	0.1888	0.0
P19784-P48729	0.84265	31.064	0.1902	0.0
P19784-P48730	0.84733	27.642	0.2223	0.0
P19784-P49137	0.85187	30.973	0.1673	0.0
P19784-P49674	0.8739	34.091	0.1802	0.0
P19784-P49759	0.92987	31.667	0.2089	0.0
P19784-P49760	0.91969	31.048	0.1744	0.0
P19784-P49840	0.86735	30.631	0.1932	0.0
P19784-P49841	0.90446	32.314	0.182	0.0
P19784-P50613	0.93951	35.081	0.1763	0.0
P19784-P50750	0.93342	35.865	0.1801	0.0
P19784-P51817	0.95432	34.694	0.2009	0.0
P19784-P54646	0.87699	28.807	0.14	0.0
P19784-P68400	0.86673	35.747	0.2072	0.0
P19784-Q00536	0.89777	29.694	0.2049	0.0
P19784-Q02750	0.86101	35.321	0.1364	0.0
P19784-Q04759	0.92544	29.719	0.1771	0.0
P19784-Q05655	0.87883	32.258	0.2382	0.0
P19784-Q13043	0.85088	33.188	0.16	0.0
P19784-Q13163	0.86321	37.795	0.1791	0.0
P19784-Q13188	0.86456	31.602	0.1528	0.0
P19784-Q13464	0.86895	35.521	0.1625	0.0
P19784-Q13705	0.81897	31.527	0.1452	0.0
P19784-Q13873	0.83848	32.51	0.1885	0.0
P19784-Q13976	0.84125	31.579	0.1643	0.0
P19784-Q15759	0.86253	28.926	0.1563	0.0
P19784-Q16512	0.86418	30.544	0.1646	0.0
P19784-Q16539	0.86661	29.787	0.1168	0.0
P19784-Q2M2I8	0.86761	29.583	0.1504	0.0
P19784-Q5VT25	0.87373	31.356	0.1625	0.0
P19784-Q6DT37	0.8722	29.588	0.1291	0.0
P19784-Q6P5Z2	0.88116	32.143	0.1676	0.0
P19784-Q6PHR2	0.8211	29.075	0.1583	0.0
P19784-Q7L7X3	0.77963	29.528	0.1583	0.0
P19784-Q8NEV1	0.76662	30.603	0.1655	0.0
P19784-Q8TD19	0.85123	36.402	0.1632	0.0
P19784-Q96GD4	0.82807	33.484	0.1672	0.0
P19784-Q9H093	0.94236	30.612	0.155	0.0
P19784-Q9H0K1	0.94067	30.677	0.1518	0.0
P19784-Q9HAZ1	0.88676	33.333	0.1569	0.0
P19784-Q9NQU5	0.9062	32.917	0.2018	0.0
P19784-Q9NSY1	0.89514	28.685	0.2163	0.0
P19784-Q9UBE8	0.94343	34.694	0.1687	0.0
P19784-Q9UK32	0.87854	37.069	0.2106	0.0
P19784-Q9UPZ9	0.94755	32.8	0.1628	0.0
P19784-Q9Y572	0.84835	32.143	0.1816	0.0
P19784-Q9Y5S2	0.82933	27.803	0.1855	0.0
P19784-Q9Y616	0.85142	36.948	0.1598	0.0
P19784-Q9Y6E0	0.72651	30.472	0.1587	0.0
P22694-P23443	0.87535	33.778	0.1557	0.0
P22694-P30291	0.8772	31.39	0.1771	0.0
P22694-P36507	0.83054	33.032	0.1537	0.0
P22694-P36896	0.80662	28.755	0.1983	0.0
P22694-P36897	0.92848	32.099	0.1595	0.0
P22694-P45983	0.86319	33.761	0.1469	0.0
P22694-P45984	0.87808	29.439	0.154	0.0
P22694-P48729	0.93732	40.323	0.1643	0.0
P22694-P48730	0.87769	33.75	0.1787	0.0
P22694-P49137	0.86531	28.862	0.1763	0.0
P22694-P49674	0.86055	28.745	0.1657	0.0
P22694-P49759	0.83753	29.675	0.1806	0.0
P22694-P49760	0.84576	33.898	0.1602	0.0
P22694-P49840	0.83821	29.583	0.1984	0.0
P22694-P49841	0.84322	31.78	0.2017	0.0
P22694-P50613	0.85786	28.455	0.1666	0.0
P22694-P50750	0.84593	33.333	0.1736	0.0
P22694-P51817	0.91587	47.154	0.1809	0.0
P22694-P54646	0.82922	32.877	0.1531	0.0
P22694-P68400	0.85084	30.645	0.1684	0.0
P22694-Q00536	0.8725	30.544	0.1757	0.0
P22694-Q02750	0.85737	32.34	0.1907	0.0
P22694-Q04759	0.85992	33.613	0.1725	0.0
P22694-Q05655	0.84057	32.203	0.1715	0.0
P22694-Q13043	0.8295	31.963	0.1844	0.0
P22694-Q13163	0.85435	32.231	0.1719	0.0
P22694-Q13188	0.85604	38.211	0.2119	0.0
P22694-Q13464	0.82024	33.906	0.218	0.0
P22694-Q13705	0.81718	29.787	0.1987	0.0
P22694-Q13873	0.84506	36.626	0.2257	0.0
P22694-Q13976	0.80625	28.27	0.2536	0.0
P22694-Q15759	0.80446	30.508	0.2814	0.0
P22694-Q16512	0.79639	30.579	0.2043	0.0
P22694-Q16539	0.79134	28.571	0.2318	0.0
P22694-Q2M2I8	0.89202	41.767	0.1792	0.0
P22694-Q5VT25	0.81577	31.39	0.213	0.0
P22694-Q6DT37	0.84751	34.454	0.2409	0.0
P22694-Q6P5Z2	0.79767	33.488	0.1557	0.0
P22694-Q6PHR2	0.79019	34.934	0.2067	0.0
P22694-Q7L7X3	0.81166	31.224	0.1777	0.0
P22694-Q8NEV1	0.79655	25.726	0.2287	0.0
P22694-Q8TD19	0.80447	29.31	0.2128	0.0
P22694-Q96GD4	0.74363	27.66	0.203	0.0
P22694-Q9H093	0.80746	33.333	0.2238	0.0
P22694-Q9H0K1	0.81036	29.167	0.2282	0.0
P22694-Q9HAZ1	0.8363	31.034	0.2076	0.0
P22694-Q9NQU5	0.83053	30.738	0.1797	0.0
P22694-Q9NSY1	0.84196	28.968	0.1702	0.0
P22694-Q9UBE8	0.81771	31.707	0.1696	0.0
P22694-Q9UK32	0.81959	31.111	0.1999	0.0
P22694-Q9UPZ9	0.79562	26.891	0.1761	0.0
P22694-Q9Y572	0.87958	31.429	0.1594	0.0
P22694-Q9Y5S2	0.95889	44.681	0.1746	0.0
P22694-Q9Y616	0.81094	32.536	0.168	0.0
P22694-Q9Y6E0	0.7478	29.237	0.1993	0.0
P23443-P30291	0.82264	31.507	0.1829	0.0
P23443-P36507	0.74072	30.165	0.1703	0.0
P23443-P36896	0.79741	29.825	0.1763	0.0
P23443-P36897	0.7933	28.692	0.1877	0.0
P23443-P45983	0.79996	29.958	0.192	0.0
P23443-P45984	0.82022	34.234	0.1913	0.0
P23443-P48729	0.8363	32.093	0.1841	0.0
P23443-P48730	0.84672	30.568	0.1816	0.0
P23443-P49137	0.91628	34.615	0.1752	0.0
P23443-P49674	0.84489	30.252	0.1814	0.0
P23443-P49759	0.92977	31.174	0.1646	0.0
P23443-P49760	0.83281	33.333	0.1628	0.0
P23443-P49840	0.83787	27.917	0.1767	0.0
P23443-P49841	0.77776	26.991	0.1659	0.0
P23443-P50613	0.81369	32.143	0.1845	0.0
P23443-P50750	0.83313	33.621	0.1596	0.0
P23443-P51817	0.82814	30.435	0.199	0.0
P23443-P54646	0.92822	42.0	0.1752	0.0
P23443-P68400	0.86718	29.96	0.1597	0.0
P23443-Q00536	0.82958	32.365	0.186	0.0
P23443-Q02750	0.9321	42.0	0.1596	0.0
P23443-Q04759	0.90563	33.607	0.1611	0.0
P23443-Q05655	0.89566	28.745	0.1814	0.0
P23443-Q13043	0.85388	35.983	0.1791	0.0
P23443-Q13163	0.88368	32.645	0.1801	0.0
P23443-Q13188	0.90814	33.6	0.1884	0.0
P23443-Q13464	0.91136	32.4	0.1537	0.0
P23443-Q13705	0.85201	32.432	0.1556	0.0
P23443-Q13873	0.80444	28.39	0.2041	0.0
P23443-Q13976	0.80434	28.017	0.1505	0.0
P23443-Q15759	0.80057	28.049	0.2204	0.0
P23443-Q16512	0.84241	31.336	0.2156	0.0
P23443-Q16539	0.86053	30.332	0.2215	0.0
P23443-Q2M2I8	0.85394	33.032	0.241	0.0
P23443-Q5VT25	0.96573	54.724	0.2489	0.0
P23443-Q6DT37	0.86024	33.054	0.2154	0.0
P23443-Q6P5Z2	0.87486	26.667	0.2319	0.0
P23443-Q6PHR2	0.94351	39.286	0.2128	0.0
P23443-Q7L7X3	0.96769	54.365	0.2255	0.0
P23443-Q8NEV1	0.92959	35.656	0.2277	0.0
P23443-Q8TD19	0.8773	31.39	0.284	0.0
P23443-Q96GD4	0.91136	29.915	0.2605	0.0
P23443-Q9H093	0.91826	34.426	0.1963	0.0
P23443-Q9H0K1	0.93355	34.874	0.2079	0.0
P23443-Q9HAZ1	0.95522	31.855	0.187	0.0
P23443-Q9NQU5	0.88252	31.646	0.2628	0.0
P23443-Q9NSY1	0.84396	28.34	0.1853	0.0
P23443-Q9UBE8	0.81812	28.634	0.2056	0.0
P23443-Q9UK32	0.84617	27.935	0.1978	0.0
P23443-Q9UPZ9	0.87564	34.052	0.1597	0.0
P23443-Q9Y572	0.97505	52.4	0.1631	0.0
P23443-Q9Y5S2	0.93361	36.948	0.152	0.0
P23443-Q9Y616	0.89461	33.929	0.2037	0.0
P23443-Q9Y6E0	0.87678	33.333	0.1379	0.0
P30291-P36507	0.92014	28.571	0.1674	0.0
P30291-P36896	0.93513	32.271	0.1845	0.0
P30291-P36897	0.93891	36.475	0.1979	0.0
P30291-P45983	0.92039	32.627	0.1597	0.0
P30291-P45984	0.96103	32.389	0.1934	0.0
P30291-P48729	0.92269	33.191	0.1821	0.0
P30291-P48730	0.87204	29.73	0.157	0.0
P30291-P49137	0.8708	30.453	0.1941	0.0
P30291-P49674	0.95819	44.841	0.1502	0.0
P30291-P49759	0.85114	29.839	0.1478	0.0
P30291-P49760	0.83714	31.507	0.169	0.0
P30291-P49840	0.82409	28.761	0.1928	0.0
P30291-P49841	0.88721	30.303	0.1528	0.0
P30291-P50613	0.87041	27.778	0.216	0.0
P30291-P50750	0.86734	30.126	0.2303	0.0
P30291-P51817	0.84845	32.377	0.2358	0.0
P30291-P54646	0.85923	32.766	0.1885	0.0
P30291-P68400	0.8618	34.599	0.1595	0.0
P30291-Q00536	0.89384	41.365	0.1896	0.0
P30291-Q02750	0.83723	31.466	0.1915	0.0
P30291-Q04759	0.86895	32.365	0.1722	0.0
P30291-Q05655	0.8317	30.328	0.1489	0.0
P30291-Q13043	0.83326	29.515	0.1799	0.0
P30291-Q13163	0.87398	30.544	0.1762	0.0
P30291-Q13188	0.84033	29.583	0.1632	0.0
P30291-Q13464	0.84911	37.705	0.1878	0.0
P30291-Q13705	0.80894	31.76	0.2006	0.0
P30291-Q13873	0.79478	34.45	0.1908	0.0
P30291-Q13976	0.81046	33.186	0.1689	0.0
P30291-Q15759	0.79664	31.667	0.2146	0.0
P30291-Q16512	0.81243	30.0	0.1747	0.0
P30291-Q16539	0.82173	29.876	0.2457	0.0
P30291-Q2M2I8	0.7787	28.194	0.1635	0.0
P30291-Q5VT25	0.76242	30.085	0.1954	0.0
P30291-Q6DT37	0.85254	30.645	0.1632	0.0
P30291-Q6P5Z2	0.91648	47.967	0.1758	0.0
P30291-Q6PHR2	0.83836	30.0	0.2152	0.0
P30291-Q7L7X3	0.82545	27.119	0.2014	0.0
P30291-Q8NEV1	0.87188	31.579	0.2342	0.0
P30291-Q8TD19	0.85005	37.705	0.1947	0.0
P30291-Q96GD4	0.85628	32.231	0.1658	0.0
P30291-Q9H093	0.83133	31.39	0.1512	0.0
P30291-Q9H0K1	0.84204	33.475	0.1776	0.0
P30291-Q9HAZ1	0.8314	32.42	0.1237	0.0
P30291-Q9NQU5	0.87925	33.333	0.1501	0.0
P30291-Q9NSY1	0.86248	27.935	0.1638	0.0
P30291-Q9UBE8	0.83917	30.864	0.1611	0.0
P30291-Q9UK32	0.84739	33.475	0.1492	0.0
P30291-Q9UPZ9	0.84071	30.0	0.1704	0.0
P30291-Q9Y572	0.84563	33.475	0.1615	0.0
P30291-Q9Y5S2	0.85975	28.455	0.1443	0.0
P30291-Q9Y616	0.84821	34.44	0.1658	0.0
P30291-Q9Y6E0	0.867	28.455	0.1897	0.0
P36507-P36896	0.72515	33.621	0.1638	0.0
P36507-P36897	0.72876	33.475	0.1901	0.0
P36507-P45983	0.85675	32.895	0.1822	0.0
P36507-P45984	0.86027	28.571	0.1777	0.0
P36507-P48729	0.88006	29.339	0.1942	0.0
P36507-P48730	0.94031	36.214	0.1843	0.0
P36507-P49137	0.89015	29.218	0.1647	0.0
P36507-P49674	0.8898	34.764	0.1981	0.0
P36507-P49759	0.90827	31.557	0.1981	0.0
P36507-P49760	0.84527	29.412	0.2008	0.0
P36507-P49840	0.9048	31.276	0.2113	0.0
P36507-P49841	0.93982	37.2	0.1938	0.0
P36507-P50613	0.88154	29.167	0.1408	0.0
P36507-P50750	0.94877	34.583	0.1943	0.0
P36507-P51817	0.97023	47.012	0.1658	0.0
P36507-P54646	0.87973	32.099	0.1896	0.0
P36507-P68400	0.89017	28.512	0.1912	0.0
P36507-Q00536	0.93537	31.452	0.1958	0.0
P36507-Q02750	0.79255	30.901	0.2151	0.0
P36507-Q04759	0.93928	34.836	0.1858	0.0
P36507-Q05655	0.81055	30.453	0.1865	0.0
P36507-Q13043	0.80834	31.837	0.1995	0.0
P36507-Q13163	0.8602	37.443	0.1926	0.0
P36507-Q13188	0.85949	33.953	0.1979	0.0
P36507-Q13464	0.87555	29.752	0.2028	0.0
P36507-Q13705	0.87802	31.405	0.2016	0.0
P36507-Q13873	0.81021	29.302	0.1856	0.0
P36507-Q13976	0.83227	28.151	0.1812	0.0
P36507-Q15759	0.82132	38.095	0.215	0.0
P36507-Q16512	0.8323	28.151	0.2002	0.0
P36507-Q16539	0.87902	34.979	0.1798	0.0
P36507-Q2M2I8	0.88145	33.047	0.1998	0.0
P36507-Q5VT25	0.87834	32.035	0.1921	0.0
P36507-Q6DT37	0.8794	33.047	0.2097	0.0
P36507-Q6P5Z2	0.8437	31.25	0.1757	0.0
P36507-Q6PHR2	0.93459	34.31	0.1954	0.0
P36507-Q7L7X3	0.89237	26.0	0.1949	0.0
P36507-Q8NEV1	0.93966	32.8	0.1962	0.0
P36507-Q8TD19	0.87249	35.417	0.2175	0.0
P36507-Q96GD4	0.84288	30.594	0.2014	0.0
P36507-Q9H093	0.77418	31.579	0.1906	0.0
P36507-Q9H0K1	0.82487	33.182	0.1846	0.0
P36507-Q9HAZ1	0.84294	31.276	0.1695	0.0
P36507-Q9NQU5	0.83515	33.333	0.1921	0.0
P36507-Q9NSY1	0.83291	35.294	0.1899	0.0
P36507-Q9UBE8	0.83098	37.156	0.1846	0.0
P36507-Q9UK32	0.8631	34.711	0.1361	0.0
P36507-Q9UPZ9	0.92455	32.787	0.1817	0.0
P36507-Q9Y572	0.85087	33.607	0.1707	0.0
P36507-Q9Y5S2	0.79309	30.165	0.1781	0.0
P36507-Q9Y616	0.81088	32.189	0.1882	0.0
P36507-Q9Y6E0	0.8554	33.058	0.1984	0.0
P36896-P36897	0.81569	34.513	0.2361	0.0
P36896-P45983	0.8535	33.471	0.1758	0.0
P36896-P45984	0.8131	31.304	0.1954	0.0
P36896-P48729	0.82351	32.035	0.1858	0.0
P36896-P48730	0.87124	32.018	0.2157	0.0
P36896-P49137	0.83699	31.628	0.1731	0.0
P36896-P49674	0.84296	30.645	0.1964	0.0
P36896-P49759	0.90489	30.279	0.1992	0.0
P36896-P49760	0.83013	22.764	0.173	0.0
P36896-P49840	0.85937	33.878	0.1543	0.0
P36896-P49841	0.90664	34.146	0.2142	0.0
P36896-P50613	0.93114	49.027	0.1652	0.0
P36896-P50750	0.91938	31.148	0.1716	0.0
P36896-P51817	0.93653	38.889	0.1218	0.0
P36896-P54646	0.89974	32.031	0.1829	0.0
P36896-P68400	0.93063	38.889	0.1371	0.0
P36896-Q00536	0.8514	32.218	0.1835	0.0
P36896-Q02750	0.92607	37.402	0.158	0.0
P36896-Q04759	0.83258	35.385	0.203	0.0
P36896-Q05655	0.80882	32.273	0.189	0.0
P36896-Q13043	0.82463	36.612	0.1935	0.0
P36896-Q13163	0.82171	34.239	0.1803	0.0
P36896-Q13188	0.84267	30.041	0.178	0.0
P36896-Q13464	0.95303	35.081	0.1857	0.0
P36896-Q13705	0.95368	38.956	0.1769	0.0
P36896-Q13873	0.89027	28.205	0.1962	0.0
P36896-Q13976	0.86392	35.043	0.16	0.0
P36896-Q15759	0.86107	31.489	0.151	0.0
P36896-Q16512	0.86476	34.234	0.1679	0.0
P36896-Q16539	0.79805	27.984	0.1377	0.0
P36896-Q2M2I8	0.86579	33.632	0.2097	0.0
P36896-Q5VT25	0.85256	36.245	0.1595	0.0
P36896-Q6DT37	0.79953	34.762	0.1359	0.0
P36896-Q6P5Z2	0.74523	32.479	0.1768	0.0
P36896-Q6PHR2	0.79754	30.252	0.1832	0.0
P36896-Q7L7X3	0.79563	30.303	0.1378	0.0
P36896-Q8NEV1	0.79471	29.218	0.1854	0.0
P36896-Q8TD19	0.79552	30.453	0.1619	0.0
P36896-Q96GD4	0.80402	27.442	0.1669	0.0
P36896-Q9H093	0.79332	29.87	0.1461	0.0
P36896-Q9H0K1	0.78741	33.333	0.1575	0.0
P36896-Q9HAZ1	0.86001	31.624	0.1577	0.0
P36896-Q9NQU5	0.79672	30.303	0.1529	0.0
P36896-Q9NSY1	0.85825	29.362	0.1491	0.0
P36896-Q9UBE8	0.86204	32.218	0.219	0.0
P36896-Q9UK32	0.94601	32.4	0.1769	0.0
P36896-Q9UPZ9	0.91211	34.44	0.1769	0.0
P36896-Q9Y572	0.91719	30.612	0.1666	0.0
P36896-Q9Y5S2	0.92827	34.94	0.1579	0.0
P36896-Q9Y616	0.89561	28.926	0.1705	0.0
P36896-Q9Y6E0	0.91553	30.612	0.1785	0.0
P36897-P45983	0.88187	32.189	0.1844	0.0
P36897-P45984	0.88202	31.405	0.1592	0.0
P36897-P48729	0.95579	36.694	0.1611	0.0
P36897-P48730	0.87139	30.488	0.1744	0.0
P36897-P49137	0.85302	29.915	0.1943	0.0
P36897-P49674	0.91627	36.032	0.18	0.0
P36897-P49759	0.9014	34.167	0.1362	0.0
P36897-P49760	0.89846	34.874	0.1802	0.0
P36897-P49840	0.81212	30.126	0.1484	0.0
P36897-P49841	0.80095	34.545	0.2077	0.0
P36897-P50613	0.83243	33.028	0.1601	0.0
P36897-P50750	0.80553	34.568	0.142	0.0
P36897-P51817	0.81375	36.797	0.1981	0.0
P36897-P54646	0.86043	31.915	0.1784	0.0
P36897-P68400	0.79679	29.362	0.129	0.0
P36897-Q00536	0.87646	30.165	0.1433	0.0
P36897-Q02750	0.88166	36.797	0.1698	0.0
P36897-Q04759	0.89464	34.034	0.163	0.0
P36897-Q05655	0.89507	37.179	0.2017	0.0
P36897-Q13043	0.8066	33.74	0.1544	0.0
P36897-Q13163	0.85551	29.832	0.1517	0.0
P36897-Q13188	0.94783	45.946	0.1514	0.0
P36897-Q13464	0.80802	35.51	0.1697	0.0
P36897-Q13705	0.79193	33.475	0.1897	0.0
P36897-Q13873	0.82669	29.412	0.1678	0.0
P36897-Q13976	0.75926	26.222	0.1704	0.0
P36897-Q15759	0.84557	29.87	0.1613	0.0
P36897-Q16512	0.91723	32.927	0.184	0.0
P36897-Q16539	0.86217	34.468	0.1813	0.0
P36897-Q2M2I8	0.80864	28.745	0.1607	0.0
P36897-Q5VT25	0.82695	31.797	0.2122	0.0
P36897-Q6DT37	0.94301	41.509	0.1365	0.0
P36897-Q6P5Z2	0.81265	36.134	0.177	0.0
P36897-Q6PHR2	0.81406	27.823	0.1604	0.0
P36897-Q7L7X3	0.86995	35.242	0.191	0.0
P36897-Q8NEV1	0.87894	36.486	0.1619	0.0
P36897-Q8TD19	0.79887	29.245	0.1439	0.0
P36897-Q96GD4	0.77598	34.31	0.1802	0.0
P36897-Q9H093	0.74606	30.973	0.1954	0.0
P36897-Q9H0K1	0.87219	33.036	0.1955	0.0
P36897-Q9HAZ1	0.86283	33.032	0.229	0.0
P36897-Q9NQU5	0.83709	30.342	0.1678	0.0
P36897-Q9NSY1	0.83506	30.769	0.1758	0.0
P36897-Q9UBE8	0.80657	32.365	0.1854	0.0
P36897-Q9UK32	0.8005	32.099	0.1919	0.0
P36897-Q9UPZ9	0.86254	31.304	0.1623	0.0
P36897-Q9Y572	0.80074	29.911	0.1573	0.0
P36897-Q9Y5S2	0.82872	31.429	0.1929	0.0
P36897-Q9Y616	0.82686	33.333	0.1986	0.0
P36897-Q9Y6E0	0.92746	40.8	0.1616	0.0
P45983-P45984	0.82747	33.632	0.1815	0.0
P45983-P48729	0.8111	35.685	0.1884	0.0
P45983-P48730	0.8797	34.052	0.1894	0.0
P45983-P49137	0.90961	35.95	0.2194	0.0
P45983-P49674	0.9192	33.603	0.2399	0.0
P45983-P49759	0.86591	29.114	0.1828	0.0
P45983-P49760	0.81766	32.927	0.191	0.0
P45983-P49840	0.81992	31.148	0.1996	0.0
P45983-P49841	0.91398	35.366	0.1944	0.0
P45983-P50613	0.91658	33.871	0.1782	0.0
P45983-P50750	0.84477	33.054	0.1688	0.0
P45983-P51817	0.8055	29.915	0.158	0.0
P45983-P54646	0.84263	32.773	0.1964	0.0
P45983-P68400	0.90216	33.065	0.1951	0.0
P45983-Q00536	0.83291	33.493	0.1851	0.0
P45983-Q02750	0.84094	33.484	0.1908	0.0
P45983-Q04759	0.86107	36.17	0.199	0.0
P45983-Q05655	0.90083	33.75	0.1773	0.0
P45983-Q13043	0.86348	33.197	0.2192	0.0
P45983-Q13163	0.87675	32.114	0.1644	0.0
P45983-Q13188	0.92802	36.475	0.1764	0.0
P45983-Q13464	0.90975	35.135	0.2101	0.0
P45983-Q13705	0.90968	37.143	0.2294	0.0
P45983-Q13873	0.72827	30.279	0.1698	0.0
P45983-Q13976	0.86577	30.213	0.2033	0.0
P45983-Q15759	0.90942	36.327	0.1891	0.0
P45983-Q16512	0.91285	36.327	0.1852	0.0
P45983-Q16539	0.86222	26.423	0.2095	0.0
P45983-Q2M2I8	0.81705	34.722	0.2159	0.0
P45983-Q5VT25	0.85677	32.245	0.1715	0.0
P45983-Q6DT37	0.85954	33.197	0.221	0.0
P45983-Q6P5Z2	0.81895	29.032	0.1563	0.0
P45983-Q6PHR2	0.83006	30.952	0.1576	0.0
P45983-Q7L7X3	0.81084	34.694	0.1988	0.0
P45983-Q8NEV1	0.82787	30.476	0.1867	0.0
P45983-Q8TD19	0.8708	34.728	0.2225	0.0
P45983-Q96GD4	0.91117	32.759	0.1883	0.0
P45983-Q9H093	0.84256	32.78	0.2028	0.0
P45983-Q9H0K1	0.84855	32.389	0.2035	0.0
P45983-Q9HAZ1	0.83518	26.16	0.1753	0.0
P45983-Q9NQU5	0.86596	29.461	0.1957	0.0
P45983-Q9NSY1	0.89022	40.417	0.1546	0.0
P45983-Q9UBE8	0.91472	40.4	0.1572	0.0
P45983-Q9UK32	0.85811	33.333	0.2022	0.0
P45983-Q9UPZ9	0.91109	42.231	0.1565	0.0
P45983-Q9Y572	0.94014	43.373	0.1464	0.0
P45983-Q9Y5S2	0.76431	32.114	0.1719	0.0
P45983-Q9Y616	0.94043	43.373	0.1538	0.0
P45983-Q9Y6E0	0.91064	44.488	0.1256	0.0
P45984-P48729	0.8068	28.27	0.2045	0.0
P45984-P48730	0.73847	36.364	0.2068	0.0
P45984-P49137	0.74399	34.335	0.2066	0.0
P45984-P49674	0.74286	31.02	0.2021	0.0
P45984-P49759	0.74888	32.245	0.1904	0.0
P45984-P49760	0.90348	31.349	0.1884	0.0
P45984-P49840	0.91005	35.772	0.2121	0.0
P45984-P49841	0.82312	33.796	0.2009	0.0
P45984-P50613	0.90563	34.615	0.1666	0.0
P45984-P50750	0.87253	31.034	0.1676	0.0
P45984-P51817	0.90422	30.952	0.2142	0.0
P45984-P54646	0.90847	34.146	0.1972	0.0
P45984-P68400	0.90717	34.286	0.1996	0.0
P45984-Q00536	0.91476	34.524	0.1855	0.0
P45984-Q02750	0.88904	34.31	0.1712	0.0
P45984-Q04759	0.86555	28.692	0.2209	0.0
P45984-Q05655	0.89773	30.894	0.1988	0.0
P45984-Q13043	0.90416	34.298	0.2151	0.0
P45984-Q13163	0.91404	36.066	0.2032	0.0
P45984-Q13188	0.93106	32.794	0.1838	0.0
P45984-Q13464	0.87898	31.301	0.1869	0.0
P45984-Q13705	0.90135	32.927	0.1779	0.0
P45984-Q13873	0.86739	31.507	0.1714	0.0
P45984-Q13976	0.86565	31.6	0.2006	0.0
P45984-Q15759	0.83962	34.538	0.2304	0.0
P45984-Q16512	0.92535	35.366	0.1656	0.0
P45984-Q16539	0.90117	33.75	0.2074	0.0
P45984-Q2M2I8	0.86841	30.0	0.1768	0.0
P45984-Q5VT25	0.88962	29.719	0.1756	0.0
P45984-Q6DT37	0.88044	30.315	0.168	0.0
P45984-Q6P5Z2	0.86244	35.968	0.1595	0.0
P45984-Q6PHR2	0.881	32.8	0.1743	0.0
P45984-Q7L7X3	0.88564	34.008	0.1634	0.0
P45984-Q8NEV1	0.87861	35.632	0.1375	0.0
P45984-Q8TD19	0.88618	34.008	0.2199	0.0
P45984-Q96GD4	0.87702	35.6	0.1706	0.0
P45984-Q9H093	0.82444	27.615	0.151	0.0
P45984-Q9H0K1	0.76526	31.387	0.1567	0.0
P45984-Q9HAZ1	0.77535	27.391	0.1654	0.0
P45984-Q9NQU5	0.77535	29.13	0.1312	0.0
P45984-Q9NSY1	0.89853	35.379	0.1655	0.0
P45984-Q9UBE8	0.89772	35.379	0.1617	0.0
P45984-Q9UK32	0.8197	25.123	0.1622	0.0
P45984-Q9UPZ9	0.80557	35.223	0.185	0.0
P45984-Q9Y572	0.80975	24.783	0.1746	0.0
P45984-Q9Y5S2	0.87752	34.979	0.2076	0.0
P45984-Q9Y616	0.80181	24.583	0.201	0.0
P45984-Q9Y6E0	0.85132	31.14	0.1735	0.0
P48729-P48730	0.93107	40.562	0.174	0.0
P48729-P49137	0.90784	32.129	0.1756	0.0
P48729-P49674	0.89991	27.935	0.1954	0.0
P48729-P49759	0.85338	33.197	0.1758	0.0
P48729-P49760	0.88107	34.821	0.1764	0.0
P48729-P49840	0.90747	35.51	0.1851	0.0
P48729-P49841	0.9078	32.5	0.1885	0.0
P48729-P50613	0.92775	31.95	0.1879	0.0
P48729-P50750	0.84513	31.933	0.1865	0.0
P48729-P51817	0.92042	32.114	0.1774	0.0
P48729-P54646	0.84628	31.416	0.1869	0.0
P48729-P68400	0.84135	29.839	0.1801	0.0
P48729-Q00536	0.81486	32.365	0.189	0.0
P48729-Q02750	0.81967	31.878	0.2026	0.0
P48729-Q04759	0.88299	32.203	0.191	0.0
P48729-Q05655	0.88043	36.134	0.2247	0.0
P48729-Q13043	0.76326	38.961	0.168	0.0
P48729-Q13163	0.88046	32.331	0.1609	0.0
P48729-Q13188	0.85086	34.902	0.1889	0.0
