Name	SMILES	InChI	InChIKey	Molecular Weight
InterBioScreen STOCK1S-53090	COc1ccc2[nH]c3c(=O)n(CCc4ccccc4)cnc3c2c1	InChI=1S/C19H17N3O2/c1-24-14-7-8-16-15(11-14)17-18(21-16)19(23)22(12-20-17)10-9-13-5-3-2-4-6-13/h2-8,11-12,21H,9-10H2,1H3	OMWUDUVRXHMLBD-UHFFFAOYSA-N	319.36400000000003
InterBioScreen STOCK2S-50217	C[C@@H](NC(=O)c1cc2n(n1)[C@H](C(F)(F)F)C[C@@H](c1ccccc1)N2)c1ccccc1	InChI=1S/C22H21F3N4O/c1-14(15-8-4-2-5-9-15)26-21(30)18-13-20-27-17(16-10-6-3-7-11-16)12-19(22(23,24)25)29(20)28-18/h2-11,13-14,17,19,27H,12H2,1H3,(H,26,30)/t14-,17+,19+/m1/s1	BVWWUJHOFCBHGD-LJHODMEESA-N	414.4310000000001
InterBioScreen STOCK3S-07953	COc1ccc(/C=N/NC(=O)c2ccc3nc[nH]c3c2)c(OC)c1	InChI=1S/C17H16N4O3/c1-23-13-5-3-12(16(8-13)24-2)9-20-21-17(22)11-4-6-14-15(7-11)19-10-18-14/h3-10H,1-2H3,(H,18,19)(H,21,22)/b20-9+	NPWUYRAYPRHVQH-AWQFTUOYSA-N	324.3400000000001
Chembridge 5838275	COc1ccccc1NC(=O)c1c(NC(=O)c2cccc(C)c2)sc2c1CCC2	InChI=1S/C23H22N2O3S/c1-14-7-5-8-15(13-14)21(26)25-23-20(16-9-6-12-19(16)29-23)22(27)24-17-10-3-4-11-18(17)28-2/h3-5,7-8,10-11,13H,6,9,12H2,1-2H3,(H,24,27)(H,25,26)	YQINHCZSKQXLPI-UHFFFAOYSA-N	406.50700000000006
InterBioScreen STOCK3S-67638	Cc1cc(C)n([C@H]2CCCC[C@H]2OC(=O)c2ccccc2F)n1	InChI=1S/C18H21FN2O2/c1-12-11-13(2)21(20-12)16-9-5-6-10-17(16)23-18(22)14-7-3-4-8-15(14)19/h3-4,7-8,11,16-17H,5-6,9-10H2,1-2H3/t16-,17+/m0/s1	AUHRYULJCBPMPG-DLBZAZTESA-N	316.37600000000003
InterBioScreen STOCK3S-66957	O=c1c([C@@H]2[NH2+]CCc3ccccc32)c(O)[nH]c(=S)n1-c1ccc(F)cc1	InChI=1S/C19H16FN3O2S/c20-12-5-7-13(8-6-12)23-18(25)15(17(24)22-19(23)26)16-14-4-2-1-3-11(14)9-10-21-16/h1-8,16,21,24H,9-10H2,(H,22,26)/p+1/t16-/m1/s1	HKBQOAZUOSFGTQ-MRXNPFEDSA-O	370.4290000000001
TimTec ST056242	O=c1oc2cc(O)ccc2cc1-c1cccc(Cl)c1	InChI=1S/C15H9ClO3/c16-11-3-1-2-9(6-11)13-7-10-4-5-12(17)8-14(10)19-15(13)18/h1-8,17H	NRSYNYFTCOANQY-UHFFFAOYSA-N	272.687
Labotest LT01886634	O=C(NNC(=O)c1sc2ccccc2c1Cl)c1ccncc1	InChI=1S/C15H10ClN3O2S/c16-12-10-3-1-2-4-11(10)22-13(12)15(21)19-18-14(20)9-5-7-17-8-6-9/h1-8H,(H,18,20)(H,19,21)	SJJAEXDQCSZMOJ-UHFFFAOYSA-N	331.784
InterBioScreen STOCK2S-42110	Cc1ccc(C(=O)NC(=S)Nc2ccc(O)c(-c3nc4cc(C)ccc4o3)c2)cc1	InChI=1S/C23H19N3O3S/c1-13-3-6-15(7-4-13)21(28)26-23(30)24-16-8-9-19(27)17(12-16)22-25-18-11-14(2)5-10-20(18)29-22/h3-12,27H,1-2H3,(H2,24,26,28,30)	CMWOMBYIKSPTNW-UHFFFAOYSA-N	417.4900000000001
InterBioScreen STOCK3S-57596	Cc1cc([N+](=O)[O-])ccc1NC(=O)[C@@H]1CC(=O)O[C@]12CCOC(C)(C)C2	InChI=1S/C18H22N2O6/c1-11-8-12(20(23)24)4-5-14(11)19-16(22)13-9-15(21)26-18(13)6-7-25-17(2,3)10-18/h4-5,8,13H,6-7,9-10H2,1-3H3,(H,19,22)/t13-,18-/m0/s1	WPPNCEUAUFTUKU-UGSOOPFHSA-N	362.3820000000001
InterBioScreen STOCK3S-81928	CCCCNC(=O)c1c(N)n(/N=C/c2cccnc2)c2nc3ccccc3nc12	InChI=1S/C21H21N7O/c1-2-3-11-24-21(29)17-18-20(27-16-9-5-4-8-15(16)26-18)28(19(17)22)25-13-14-7-6-10-23-12-14/h4-10,12-13H,2-3,11,22H2,1H3,(H,24,29)/b25-13+	PBHABXNVSHKQHL-DHRITJCHSA-N	387.4470000000002
InterBioScreen STOCK3S-78107	O=C1/C(=C/c2ccc(Cl)cc2)SC(=S)N1Cc1ccc2c(c1)OCO2	InChI=1S/C18H12ClNO3S2/c19-13-4-1-11(2-5-13)8-16-17(21)20(18(24)25-16)9-12-3-6-14-15(7-12)23-10-22-14/h1-8H,9-10H2/b16-8-	FXCCBPZQJGULIU-PXNMLYILSA-N	389.885
InterBioScreen STOCK3S-83770	Cc1ccc(-c2nn(CCC(=O)Nc3ccccc3)c(=O)c3ccccc23)cc1	InChI=1S/C24H21N3O2/c1-17-11-13-18(14-12-17)23-20-9-5-6-10-21(20)24(29)27(26-23)16-15-22(28)25-19-7-3-2-4-8-19/h2-14H,15-16H2,1H3,(H,25,28)	RZXZPZMGCDIGKA-UHFFFAOYSA-N	383.4510000000001
InterBioScreen STOCK3S-98968	O=c1nc2s/c(=C\c3ccc(Cl)cc3)c(=O)n2nc1Cc1ccc(Cl)cc1	InChI=1S/C19H11Cl2N3O2S/c20-13-5-1-11(2-6-13)9-15-17(25)22-19-24(23-15)18(26)16(27-19)10-12-3-7-14(21)8-4-12/h1-8,10H,9H2/b16-10-	YDOQXORSDVQZEG-YBEGLDIGSA-N	416.289
InterBioScreen STOCK5S-49647	Cc1cccn2c(=O)c3cc(C(=O)NC4CCCCC4)n(Cc4ccccc4)c3nc12	InChI=1S/C25H26N4O2/c1-17-9-8-14-28-22(17)27-23-20(25(28)31)15-21(24(30)26-19-12-6-3-7-13-19)29(23)16-18-10-4-2-5-11-18/h2,4-5,8-11,14-15,19H,3,6-7,12-13,16H2,1H3,(H,26,30)	BFWOHZUZYWQFGI-UHFFFAOYSA-N	414.50900000000024
Asinex BAS 09814527	O=C1NC(=O)N(c2ccc(Cl)cc2)C(=O)/C1=C\Nc1cccc(C(=O)[O-])c1	InChI=1S/C18H12ClN3O5/c19-11-4-6-13(7-5-11)22-16(24)14(15(23)21-18(22)27)9-20-12-3-1-2-10(8-12)17(25)26/h1-9,20H,(H,25,26)(H,21,23,27)/p-1/b14-9-	FENMMQFOJXRKGE-ZROIWOOFSA-M	384.7550000000001
Asinex ASN 04049832	CCOCCCn1c(SCc2ccccc2)nc2ccccc2c1=O	InChI=1S/C20H22N2O2S/c1-2-24-14-8-13-22-19(23)17-11-6-7-12-18(17)21-20(22)25-15-16-9-4-3-5-10-16/h3-7,9-12H,2,8,13-15H2,1H3	FEPPQUIWECUYFJ-UHFFFAOYSA-N	354.47499999999997
InterBioScreen STOCK4S-17269	CC(NNC(=O)c1ccccc1)=C1C(=O)N(C)C(=O)N(C)C1=O	InChI=1S/C15H16N4O4/c1-9(16-17-12(20)10-7-5-4-6-8-10)11-13(21)18(2)15(23)19(3)14(11)22/h4-8,16H,1-3H3,(H,17,20)	HEKCCTYUMFTQJY-UHFFFAOYSA-N	316.31699999999995
InterBioScreen STOCK4S-15808	N#Cc1c(-c2ccc(Cl)cc2Cl)cc(-c2cccnc2)nc1N	InChI=1S/C17H10Cl2N4/c18-11-3-4-12(15(19)6-11)13-7-16(10-2-1-5-22-9-10)23-17(21)14(13)8-20/h1-7,9H,(H2,21,23)	VQSZDLBKLZNGAQ-UHFFFAOYSA-N	341.201
InterBioScreen STOCK4S-09498	CC(NCCC1=CCCCC1)=C1C(=O)N(C)C(=O)N(C)C1=O	InChI=1S/C16H23N3O3/c1-11(17-10-9-12-7-5-4-6-8-12)13-14(20)18(2)16(22)19(3)15(13)21/h7,17H,4-6,8-10H2,1-3H3	ZVRUFYMWIYBSFR-UHFFFAOYSA-N	305.3780000000001
Moscow MedChem Labs SF082299	CC(=O)Oc1ccc(/C=c2/sc3nc4ccccc4n3c2=O)cc1Cl	InChI=1S/C18H11ClN2O3S/c1-10(22)24-15-7-6-11(8-12(15)19)9-16-17(23)21-14-5-3-2-4-13(14)20-18(21)25-16/h2-9H,1H3/b16-9+	PEOYPVPFKHDXMA-CXUHLZMHSA-N	370.81700000000006
InterBioScreen STOCK4S-97431	O=C1NC(=S)N(c2cccc(Br)c2)C(=O)/C1=C/NCCc1ccccc1	InChI=1S/C19H16BrN3O2S/c20-14-7-4-8-15(11-14)23-18(25)16(17(24)22-19(23)26)12-21-10-9-13-5-2-1-3-6-13/h1-8,11-12,21H,9-10H2,(H,22,24,26)/b16-12+	PHANADUYTJLDIF-FOWTUZBSSA-N	430.32700000000017
InterBioScreen STOCK5S-52550	CCCCn1nnc(NC(=O)c2ccc([N+](=O)[O-])o2)n1	InChI=1S/C10H12N6O4/c1-2-3-6-15-13-10(12-14-15)11-9(17)7-4-5-8(20-7)16(18)19/h4-5H,2-3,6H2,1H3,(H,11,13,17)	SBZYJZQXPGLLLZ-UHFFFAOYSA-N	280.244
InterBioScreen STOCK4S-18699	CCOc1ccc(N/C(CC)=C2\C(=O)NC(=O)N(C3CCCCC3)C2=O)cc1	InChI=1S/C21H27N3O4/c1-3-17(22-14-10-12-16(13-11-14)28-4-2)18-19(25)23-21(27)24(20(18)26)15-8-6-5-7-9-15/h10-13,15,22H,3-9H2,1-2H3,(H,23,25,27)/b18-17+	RSXIDLYXCCLFOH-ISLYRVAYSA-N	385.4640000000003
InterBioScreen STOCK2S-27456	Cc1ccc(N2C(=O)NC(=O)/C(=C\NCC[NH+]3CCCCC3)C2=O)cc1	InChI=1S/C19H24N4O3/c1-14-5-7-15(8-6-14)23-18(25)16(17(24)21-19(23)26)13-20-9-12-22-10-3-2-4-11-22/h5-8,13,20H,2-4,9-12H2,1H3,(H,21,24,26)/p+1/b16-13+	ZHUWQXRVXTXZQI-DTQAZKPQSA-O	357.4340000000003
Chembridge 6450312	O=c1[nH]c(-c2cccc(Cl)c2)nc2sc3c(c12)CCCC3	InChI=1S/C16H13ClN2OS/c17-10-5-3-4-9(8-10)14-18-15(20)13-11-6-1-2-7-12(11)21-16(13)19-14/h3-5,8H,1-2,6-7H2,(H,18,19,20)	NYEKAWJMWWLYSA-UHFFFAOYSA-N	316.81300000000005
InterBioScreen STOCK4S-69546	CC[C@@H](C)[C@H](NC(=O)Nc1ccc(C)c(Cl)c1)C(=O)[O-]	InChI=1S/C14H19ClN2O3/c1-4-8(2)12(13(18)19)17-14(20)16-10-6-5-9(3)11(15)7-10/h5-8,12H,4H2,1-3H3,(H,18,19)(H2,16,17,20)/p-1/t8-,12+/m1/s1	JISOCNYITYCXIP-PELKAZGASA-M	297.76200000000006
Enamine T0502-3606	CCOC(=O)c1c(N)n(CCc2ccccc2F)c2nc3ccccc3nc12	InChI=1S/C21H19FN4O2/c1-2-28-21(27)17-18-20(25-16-10-6-5-9-15(16)24-18)26(19(17)23)12-11-13-7-3-4-8-14(13)22/h3-10H,2,11-12,23H2,1H3	YTWBEDOSWFKBPR-UHFFFAOYSA-N	378.40700000000004
InterBioScreen STOCK4S-36104	CCCN(Cc1cc2ccccc2nc1O)C(=O)c1cccc(C)c1	InChI=1S/C21H22N2O2/c1-3-11-23(21(25)17-9-6-7-15(2)12-17)14-18-13-16-8-4-5-10-19(16)22-20(18)24/h4-10,12-13H,3,11,14H2,1-2H3,(H,22,24)	FDRGCHNCEHGFMI-UHFFFAOYSA-N	334.4190000000001
InterBioScreen STOCK4S-70003	CCCn1cnc2c(c1=O)c1nc3ccccc3nc1n2-c1ccc(C)c(C)c1	InChI=1S/C23H21N5O/c1-4-11-27-13-24-21-19(23(27)29)20-22(26-18-8-6-5-7-17(18)25-20)28(21)16-10-9-14(2)15(3)12-16/h5-10,12-13H,4,11H2,1-3H3	NTWSCYCLFVJZQD-UHFFFAOYSA-N	383.45500000000015
InterBioScreen STOCK4S-59553	CC[C@]1(C)Cc2c(sc3nc(SC(C)C)nc(NCCCO)c23)CO1	InChI=1S/C18H27N3O2S2/c1-5-18(4)9-12-13(10-23-18)25-16-14(12)15(19-7-6-8-22)20-17(21-16)24-11(2)3/h11,22H,5-10H2,1-4H3,(H,19,20,21)/t18-/m1/s1	HGFSVLGSSUIGGD-GOSISDBHSA-N	381.5670000000002
Life Chemicals F0600-0351	C[C@@H]1CN(S(=O)(=O)c2ccc(C(=O)Nc3nc4c(F)cccc4s3)cc2)C[C@H](C)O1	InChI=1S/C20H20FN3O4S2/c1-12-10-24(11-13(2)28-12)30(26,27)15-8-6-14(7-9-15)19(25)23-20-22-18-16(21)4-3-5-17(18)29-20/h3-9,12-13H,10-11H2,1-2H3,(H,22,23,25)/t12-,13+	XQOTUPBTCAFBAX-BETUJISGSA-N	449.52900000000005
InterBioScreen STOCK1S-56190	COc1ccc(-n2c(NN=C(C)C)nc3sc4c(c3c2=O)CCCC4)cc1	InChI=1S/C20H22N4O2S/c1-12(2)22-23-20-21-18-17(15-6-4-5-7-16(15)27-18)19(25)24(20)13-8-10-14(26-3)11-9-13/h8-11H,4-7H2,1-3H3,(H,21,23)	KQYIQOZNMFWHOX-UHFFFAOYSA-N	382.4890000000002
InterBioScreen STOCK4S-89897	CCOc1ccc2nc(COC(=O)c3ccccc3OCC)c(C(C)=O)[n+]([O-])c2c1	InChI=1S/C22H22N2O6/c1-4-28-15-10-11-17-19(12-15)24(27)21(14(3)25)18(23-17)13-30-22(26)16-8-6-7-9-20(16)29-5-2/h6-12H,4-5,13H2,1-3H3	XEIPZCAYAZVVHT-UHFFFAOYSA-N	410.42600000000016
Chem T&I SHCLME-040937	C=CCn1c(COc2ccc(C)cc2)nnc1SCC(=O)Nc1ccccc1	InChI=1S/C21H22N4O2S/c1-3-13-25-19(14-27-18-11-9-16(2)10-12-18)23-24-21(25)28-15-20(26)22-17-7-5-4-6-8-17/h3-12H,1,13-15H2,2H3,(H,22,26)	FWJCKYBQAJAZCR-UHFFFAOYSA-N	394.5
InterBioScreen STOCK4S-65808	CCCc1nnc(NC(=O)CCC(=O)Nc2cccc(Br)c2)s1	InChI=1S/C15H17BrN4O2S/c1-2-4-14-19-20-15(23-14)18-13(22)8-7-12(21)17-11-6-3-5-10(16)9-11/h3,5-6,9H,2,4,7-8H2,1H3,(H,17,21)(H,18,20,22)	QEIGUIVUDDOPKC-UHFFFAOYSA-N	397.29800000000006
InterBioScreen STOCK5S-69476	CCn1c(C)c(C)n2c3c(=O)n(C)c(=O)n(C)c3nc12	InChI=1S/C13H17N5O2/c1-6-17-7(2)8(3)18-9-10(14-12(17)18)15(4)13(20)16(5)11(9)19/h6H2,1-5H3	JKJLETUKWLALKV-UHFFFAOYSA-N	275.312
InterBioScreen STOCK5S-05837	C[C@H](Oc1cc2oc(=O)c3c(c2cc1Cl)CCC3)C(=O)NC[C@H]1CC[C@H](C(=O)[O-])CC1	InChI=1S/C23H26ClNO6/c1-12(21(26)25-11-13-5-7-14(8-6-13)22(27)28)30-20-10-19-17(9-18(20)24)15-3-2-4-16(15)23(29)31-19/h9-10,12-14H,2-8,11H2,1H3,(H,25,26)(H,27,28)/p-1/t12-,13-,14-/m0/s1	QKRZEZBFCPKTNX-IHRRRGAJSA-M	446.9070000000003
InterBioScreen STOCK5S-14266	Cc1cccc(NC(=S)N[C@H]2CS(=O)(=O)C[C@H]2Cl)c1	InChI=1S/C12H15ClN2O2S2/c1-8-3-2-4-9(5-8)14-12(18)15-11-7-19(16,17)6-10(11)13/h2-5,10-11H,6-7H2,1H3,(H2,14,15,18)/t10-,11+/m1/s1	ZMMQHOOCCFVBJT-MNOVXSKESA-N	318.85100000000006
InterBioScreen STOCK5S-19144	CC(C)NC(=S)N[C@H]1C=CS(=O)(=O)C1	InChI=1S/C8H14N2O2S2/c1-6(2)9-8(13)10-7-3-4-14(11,12)5-7/h3-4,6-7H,5H2,1-2H3,(H2,9,10,13)/t7-/m0/s1	JTBFWKLUXUQXOS-ZETCQYMHSA-N	234.346
InterBioScreen STOCK5S-06824	Cc1cccc(NC(=O)CCc2nc(-c3ccc(Cl)cc3)no2)c1	InChI=1S/C18H16ClN3O2/c1-12-3-2-4-15(11-12)20-16(23)9-10-17-21-18(22-24-17)13-5-7-14(19)8-6-13/h2-8,11H,9-10H2,1H3,(H,20,23)	WLQATLUPIHCGKM-UHFFFAOYSA-N	341.79800000000006
InterBioScreen STOCK5S-15324	C[NH+]1CCN(c2cc(Nc3ccc(F)cc3)c3nonc3c2[N+](=O)[O-])CC1	InChI=1S/C17H17FN6O3/c1-22-6-8-23(9-7-22)14-10-13(19-12-4-2-11(18)3-5-12)15-16(21-27-20-15)17(14)24(25)26/h2-5,10,19H,6-9H2,1H3/p+1	NXLNASZEHJDZSP-UHFFFAOYSA-O	373.3680000000001
InterBioScreen STOCK5S-18941	COc1ccc(-c2cncnc2-c2ccc(OCc3ccccc3C)cc2O)cc1	InChI=1S/C25H22N2O3/c1-17-5-3-4-6-19(17)15-30-21-11-12-22(24(28)13-21)25-23(14-26-16-27-25)18-7-9-20(29-2)10-8-18/h3-14,16,28H,15H2,1-2H3	UZZKDEFCNBTWDF-UHFFFAOYSA-N	398.4620000000001
InterBioScreen STOCK5S-53636	Cc1cn2c3c(=O)n(Cc4ccccc4)c(=O)n(C)c3nc2n1-c1ccc(F)cc1	InChI=1S/C22H18FN5O2/c1-14-12-26-18-19(24-21(26)28(14)17-10-8-16(23)9-11-17)25(2)22(30)27(20(18)29)13-15-6-4-3-5-7-15/h3-12H,13H2,1-2H3	PJTKAAPRJCODDZ-UHFFFAOYSA-N	403.4170000000001
InterBioScreen STOCK5S-13559	COc1ccc(C(=O)Nc2nnc(-c3ccc(Cl)cc3)s2)cc1OC	InChI=1S/C17H14ClN3O3S/c1-23-13-8-5-11(9-14(13)24-2)15(22)19-17-21-20-16(25-17)10-3-6-12(18)7-4-10/h3-9H,1-2H3,(H,19,21,22)	FRDONZCCYVNOJA-UHFFFAOYSA-N	375.8370000000001
InterBioScreen STOCK4S-15435	Cc1ccc(-c2nnc3n2N=C(c2ccc(Cl)cc2)CS3)cc1	InChI=1S/C17H13ClN4S/c1-11-2-4-13(5-3-11)16-19-20-17-22(16)21-15(10-23-17)12-6-8-14(18)9-7-12/h2-9H,10H2,1H3	ZJTQSJOWJXJZBB-UHFFFAOYSA-N	340.8390000000001
Pharmeks PHAR044641	O=[N+]([O-])c1c(N2CCOCC2)cc(N2CCc3ccccc3C2)c2nonc12	InChI=1S/C19H19N5O4/c25-24(26)19-16(22-7-9-27-10-8-22)11-15(17-18(19)21-28-20-17)23-6-5-13-3-1-2-4-14(13)12-23/h1-4,11H,5-10,12H2	SDPNATBIYLAZMB-UHFFFAOYSA-N	381.39200000000017
InterBioScreen STOCK5S-22284	O=C1c2oc3ccc(F)cc3c(=O)c2[C@H](c2cccc(F)c2)N1CCc1ccccc1	InChI=1S/C25H17F2NO3/c26-17-8-4-7-16(13-17)22-21-23(29)19-14-18(27)9-10-20(19)31-24(21)25(30)28(22)12-11-15-5-2-1-3-6-15/h1-10,13-14,22H,11-12H2/t22-/m0/s1	HUWWXBVGMRVBSB-QFIPXVFZSA-N	417.411
InterBioScreen STOCK5S-22526	O=C(CCc1nc(-c2ccc(Cl)cc2)no1)Nc1ccc([N+](=O)[O-])cc1	InChI=1S/C17H13ClN4O4/c18-12-3-1-11(2-4-12)17-20-16(26-21-17)10-9-15(23)19-13-5-7-14(8-6-13)22(24)25/h1-8H,9-10H2,(H,19,23)	PXUVKWDILUUMEM-UHFFFAOYSA-N	372.76800000000014
Comgenex CGX-3339469	Cc1cccc(Cn2cnc3sc4c(c3c2=O)CCN(C(=O)c2ccccc2F)C4)c1	InChI=1S/C24H20FN3O2S/c1-15-5-4-6-16(11-15)12-28-14-26-22-21(24(28)30)18-9-10-27(13-20(18)31-22)23(29)17-7-2-3-8-19(17)25/h2-8,11,14H,9-10,12-13H2,1H3	AANONUBXLWWYOX-UHFFFAOYSA-N	433.50800000000004
InterBioScreen STOCK5S-53038	Cn1c2ccccc2c(=O)c2c(=O)n(Cc3ccco3)c(C3CCCCC3)nc21	InChI=1S/C23H23N3O3/c1-25-18-12-6-5-11-17(18)20(27)19-22(25)24-21(15-8-3-2-4-9-15)26(23(19)28)14-16-10-7-13-29-16/h5-7,10-13,15H,2-4,8-9,14H2,1H3	GNSWLYZYKVTFHQ-UHFFFAOYSA-N	389.4550000000002
InterBioScreen STOCK5S-37392	COc1ccc(C(=O)Nc2ccc3c(c2)nc2n3CCSC2)cc1	InChI=1S/C18H17N3O2S/c1-23-14-5-2-12(3-6-14)18(22)19-13-4-7-16-15(10-13)20-17-11-24-9-8-21(16)17/h2-7,10H,8-9,11H2,1H3,(H,19,22)	HHMZFUHUAVTIGQ-UHFFFAOYSA-N	339.42000000000013
InterBioScreen STOCK5S-38438	O=c1cc(O)nc(N2CCc3ccccc32)[nH]1	InChI=1S/C12H11N3O2/c16-10-7-11(17)14-12(13-10)15-6-5-8-3-1-2-4-9(8)15/h1-4,7H,5-6H2,(H2,13,14,16,17)	YLYKISUKIWDRNF-UHFFFAOYSA-N	229.239
InterBioScreen STOCK5S-52202	CCCc1nc2oc3c(N4CCCC4)ncnc3c2c2c1COC(C)(C)C2	InChI=1S/C21H26N4O2/c1-4-7-15-14-11-26-21(2,3)10-13(14)16-17-18(27-20(16)24-15)19(23-12-22-17)25-8-5-6-9-25/h12H,4-11H2,1-3H3	HQBOWCOTNCDDRY-UHFFFAOYSA-N	366.4650000000002
Tripos 1528-06582	COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(Cl)cc1Cl)CC2	InChI=1S/C17H17Cl2NO4S/c1-23-15-7-11-5-6-20(10-12(11)8-16(15)24-2)25(21,22)17-4-3-13(18)9-14(17)19/h3-4,7-9H,5-6,10H2,1-2H3	OOBNNGZILXZVAM-UHFFFAOYSA-N	402.2990000000001
InterBioScreen STOCK5S-48304	COc1ccc(-c2nc3c(c(=O)c4ccccc4n3C)c(=O)n2CCc2ccccc2)cc1	InChI=1S/C27H23N3O3/c1-29-22-11-7-6-10-21(22)24(31)23-26(29)28-25(19-12-14-20(33-2)15-13-19)30(27(23)32)17-16-18-8-4-3-5-9-18/h3-15H,16-17H2,1-2H3	ZKAJRFGRAMHRAN-UHFFFAOYSA-N	437.4990000000001
InterBioScreen STOCK5S-31816	CN(C(=O)c1cccc(Br)c1)c1ccc2c(c1)nc1n2CCOC1	InChI=1S/C18H16BrN3O2/c1-21(18(23)12-3-2-4-13(19)9-12)14-5-6-16-15(10-14)20-17-11-24-8-7-22(16)17/h2-6,9-10H,7-8,11H2,1H3	AEKUJAFNVAQNNI-UHFFFAOYSA-N	386.2490000000001
Lithuania 1775339	Cc1cc2nc(NC3=NC[N@@H+](Cc4ccc(Cl)cc4)CN3)nc(C)c2cc1C	InChI=1S/C21H23ClN6/c1-13-8-18-15(3)25-21(26-19(18)9-14(13)2)27-20-23-11-28(12-24-20)10-16-4-6-17(22)7-5-16/h4-9H,10-12H2,1-3H3,(H2,23,24,25,26,27)/p+1	TXFAGVWMYHHYGX-UHFFFAOYSA-O	395.91800000000006
InterBioScreen STOCK5S-23424	O=c1cc(CN2CCN(Cc3ccccc3)CC2)c2cc3c(cc2o1)CCC3	InChI=1S/C24H26N2O2/c27-24-15-21(22-13-19-7-4-8-20(19)14-23(22)28-24)17-26-11-9-25(10-12-26)16-18-5-2-1-3-6-18/h1-3,5-6,13-15H,4,7-12,16-17H2	SLZGMGKWEBJRSC-UHFFFAOYSA-N	374.4840000000001
InterBioScreen STOCK4S-51757	Cc1ccc(N2C(=O)[C@H]3[C@@H](C2=O)[C@]2(C(=O)Nc4ccc(C)cc42)[N@H+]2CCC[C@@H]32)cc1	InChI=1S/C24H23N3O3/c1-13-5-8-15(9-6-13)27-21(28)19-18-4-3-11-26(18)24(20(19)22(27)29)16-12-14(2)7-10-17(16)25-23(24)30/h5-10,12,18-20H,3-4,11H2,1-2H3,(H,25,30)/p+1/t18-,19+,20-,24+/m0/s1	KHJADHKTWFJFGG-CMCWBKRRSA-O	402.47400000000016
InterBioScreen STOCK5S-48404	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)n1nnc2ccccc2c1=O)C(=O)[O-]	InChI=1S/C19H26N4O4/c1-11(2)9-15(19(26)27)20-17(24)16(10-12(3)4)23-18(25)13-7-5-6-8-14(13)21-22-23/h5-8,11-12,15-16H,9-10H2,1-4H3,(H,20,24)(H,26,27)/p-1/t15-,16-/m0/s1	CAZZWGFADVRPBN-HOTGVXAUSA-M	373.43300000000005
InterBioScreen STOCK5S-68987	C[C@@H](C(=O)N1CCN(c2ccccc2)CC1)n1cnc2ccccc2c1=O	InChI=1S/C21H22N4O2/c1-16(25-15-22-19-10-6-5-9-18(19)21(25)27)20(26)24-13-11-23(12-14-24)17-7-3-2-4-8-17/h2-10,15-16H,11-14H2,1H3/t16-/m0/s1	NIRANYRKRIXELE-INIZCTEOSA-N	362.433
InterBioScreen STOCK5S-69072	Cc1ccc(NC(=O)[C@@H]2Cc3cc(Br)ccc3C(=O)O2)c(C)c1	InChI=1S/C18H16BrNO3/c1-10-3-6-15(11(2)7-10)20-17(21)16-9-12-8-13(19)4-5-14(12)18(22)23-16/h3-8,16H,9H2,1-2H3,(H,20,21)/t16-/m0/s1	TYPLSIMPLTVDOF-INIZCTEOSA-N	374.23400000000004
InterBioScreen STOCK5S-67173	O=C1C[C@H](C(=O)Nc2ccc(F)cc2)n2nc(-c3ccc(Cl)cc3)nc2N1	InChI=1S/C18H13ClFN5O2/c19-11-3-1-10(2-4-11)16-23-18-22-15(26)9-14(25(18)24-16)17(27)21-13-7-5-12(20)6-8-13/h1-8,14H,9H2,(H,21,27)(H,22,23,24,26)/t14-/m1/s1	HKSHLCMBHMDCFH-CQSZACIVSA-N	385.78599999999994
Cerep CER0099275	O=C(c1ccc(C(F)(F)F)c(F)c1)N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1	InChI=1S/C20H18F4N2O3/c21-16-10-14(2-3-15(16)20(22,23)24)19(27)26-7-5-25(6-8-26)11-13-1-4-17-18(9-13)29-12-28-17/h1-4,9-10H,5-8,11-12H2/p+1	QSOYZJRMTWZFKB-UHFFFAOYSA-O	411.37500000000006
InterBioScreen STOCK5S-80165	COc1ccc2c(c1)c1c(C)nn(-c3cccc(C)c3)c(=O)c1n2C	InChI=1S/C20H19N3O2/c1-12-6-5-7-14(10-12)23-20(24)19-18(13(2)21-23)16-11-15(25-4)8-9-17(16)22(19)3/h5-11H,1-4H3	KNHSWWLCZMYXJE-UHFFFAOYSA-N	333.3910000000001
InterBioScreen STOCK5S-68320	CCCCNC(=O)/C(C#N)=C1\N=C(NC(=O)c2ccc(F)cc2)c2ccccc21	InChI=1S/C22H19FN4O2/c1-2-3-12-25-22(29)18(13-24)19-16-6-4-5-7-17(16)20(26-19)27-21(28)14-8-10-15(23)11-9-14/h4-11H,2-3,12H2,1H3,(H,25,29)(H,26,27,28)/b19-18-	LREBYHBWSJHRGZ-HNENSFHCSA-N	390.4180000000001
InterBioScreen STOCK5S-66185	Cc1ccc(C(=O)Nc2c(-c3cccc(Cl)c3)c(=O)c3ccccc3n2C)cc1	InChI=1S/C24H19ClN2O2/c1-15-10-12-16(13-11-15)24(29)26-23-21(17-6-5-7-18(25)14-17)22(28)19-8-3-4-9-20(19)27(23)2/h3-14H,1-2H3,(H,26,29)	BTJPFMKXBDAMAR-UHFFFAOYSA-N	402.88100000000003
