	uniprot	numb domains	domains
4657	Q12829	2	{'PF00071': 1, 'PF07525': 1}
4658	Q12830	3	{'PF00439': 1, 'PF00628': 2}
4659	Q12836	1	{'PF00088': 1}
4660	Q12837	2	{'PF00046': 1, 'PF00157': 1}
4661	Q12840	1	{'PF00225': 1}
4662	Q12841	2	{'PF07648': 1, 'PF09289': 1}
4663	Q12846	1	{'PF00804': 1}
4664	Q12849	1	{'PF00076': 1}
4665	Q12851	1	{'PF00069': 1}
4666	Q12852	1	{'PF07714': 1}
4667	Q12857	1	{'PF03165': 1}
4668	Q12860	8	{'PF00041': 3, 'PF07679': 2, 'PF13927': 3}
4669	Q12864	5	{'PF00028': 5}
4670	Q12866	3	{'PF00041': 1, 'PF00047': 1, 'PF07714': 1}
4671	Q12870	1	{'PF00010': 1}
4672	Q12872	1	{'PF09750': 1}
4673	Q12873	9	{'PF00176': 1, 'PF00385': 1, 'PF00271': 1, 'PF00628': 2, 'PF06461': 1, 'PF06465': 1, 'PF08073': 1, 'PF08074': 1}
4674	Q12874	3	{'PF12108': 1, 'PF13297': 1, 'PF16837': 1}
4675	Q12879	1	{'PF10613': 1}
4676	Q12882	4	{'PF01180': 1, 'PF07992': 1, 'PF14691': 1, 'PF14697': 1}
4677	Q12884	1	{'PF00326': 1}
4678	Q12888	2	{'PF09038': 1, 'PF18428': 1}
4679	Q12889	1	{'PF00704': 1}
4680	Q12891	1	{'PF01630': 1}
4681	Q12893	1	{'PF08551': 1}
4682	Q12899	2	{'PF00643': 1, 'PF15227': 1}
4683	Q12901	9	{'PF00096': 9}
4684	Q12904	1	{'PF01588': 1}
4685	Q12905	1	{'PF07528': 1}
4686	Q12906	3	{'PF00035': 2, 'PF07528': 1}
4687	Q12907	1	{'PF03388': 1}
4688	Q12913	3	{'PF00102': 1, 'PF00041': 2}
4689	Q12918	1	{'PF00059': 1}
4690	Q12923	9	{'PF00102': 1, 'PF00373': 1, 'PF00595': 5, 'PF09379': 1, 'PF09380': 1}
4691	Q12926	3	{'PF00076': 3}
4692	Q12929	3	{'PF08416': 1, 'PF18016': 1, 'PF00018': 1}
4693	Q12931	1	{'PF02518': 1}
4694	Q12933	1	{'PF00097': 1}
4695	Q12946	1	{'PF00250': 1}
4696	Q12947	1	{'PF00250': 1}
4697	Q12948	1	{'PF00250': 1}
4698	Q12950	1	{'PF00250': 1}
4699	Q12951	1	{'PF00250': 1}
4700	Q12952	1	{'PF00250': 1}
4701	Q12955	2	{'PF00531': 1, 'PF17809': 1}
4702	Q12959	8	{'PF00625': 1, 'PF00595': 3, 'PF09058': 1, 'PF10600': 1, 'PF10608': 1, 'PF00018': 1}
4703	Q12965	3	{'PF00063': 1, 'PF06017': 1, 'PF00018': 1}
4704	Q12967	2	{'PF00618': 1, 'PF00788': 1}
4705	Q12968	2	{'PF00554': 1, 'PF16179': 1}
4706	Q12974	1	{'PF00102': 1}
4707	Q12979	4	{'PF00620': 1, 'PF00621': 1, 'PF00168': 1, 'PF00169': 1}
4708	Q12982	1	{'PF13716': 1}
4709	Q12986	1	{'PF01424': 1}
4710	Q12988	1	{'PF00011': 1}
4711	Q13002	1	{'PF10613': 1}
4712	Q13003	1	{'PF10613': 1}
4713	Q13009	6	{'PF00621': 1, 'PF00595': 1, 'PF02196': 1, 'PF18385': 1, 'PF00169': 2}
4714	Q13011	1	{'PF00378': 1}
4715	Q13017	4	{'PF00620': 1, 'PF00071': 1, 'PF16512': 1, 'PF19518': 1}
4716	Q13018	9	{'PF00040': 1, 'PF00059': 8}
4717	Q13021	1	{'PF01284': 1}
4718	Q13023	1	{'PF00435': 1}
4719	Q13029	4	{'PF00096': 2, 'PF13912': 2}
4720	Q13043	1	{'PF00069': 1}
4721	Q13045	4	{'PF00626': 4}
4722	Q13046	3	{'PF07686': 1, 'PF13895': 2}
4723	Q13049	1	{'PF13639': 1}
4724	Q13057	2	{'PF01121': 1, 'PF01467': 1}
4725	Q13064	5	{'PF00097': 1, 'PF14608': 2, 'PF15815': 1, 'PF18044': 1}
4726	Q13075	6	{'PF00653': 3, 'PF05729': 1, 'PF17779': 1, 'PF17889': 1}
4727	Q13085	4	{'PF00289': 1, 'PF02785': 1, 'PF02786': 1, 'PF00364': 1}
4728	Q13087	3	{'PF00085': 2, 'PF13848': 1}
4729	Q13093	1	{'PF03403': 1}
4730	Q13094	2	{'PF00017': 1, 'PF07647': 1}
4731	Q13098	1	{'PF01399': 1}
4732	Q13103	1	{'PF07448': 1}
4733	Q13105	10	{'PF00096': 9, 'PF00651': 1}
4734	Q13106	10	{'PF00096': 10}
4735	Q13107	2	{'PF06337': 1, 'PF14836': 1}
4736	Q13111	2	{'PF15539': 1, 'PF15557': 1}
4737	Q13112	1	{'PF15512': 1}
4738	Q13115	2	{'PF00581': 1, 'PF00782': 1}
4739	Q13117	1	{'PF00076': 1}
4740	Q13118	2	{'PF00096': 2}
4741	Q13126	1	{'PF01048': 1}
4742	Q13127	1	{'PF13909': 1}
4743	Q13129	1	{'PF00096': 1}
4744	Q13131	2	{'PF00069': 1, 'PF16579': 1}
4745	Q13133	2	{'PF00104': 1, 'PF00105': 1}
4746	Q13136	3	{'PF00536': 2, 'PF07647': 1}
4747	Q13137	1	{'PF17751': 1}
4748	Q13145	2	{'PF06211': 1, 'PF19337': 1}
4749	Q13148	3	{'PF00076': 2, 'PF18694': 1}
4750	Q13151	2	{'PF00076': 2}
4751	Q13153	2	{'PF00069': 1, 'PF00786': 1}
4752	Q13155	3	{'PF14497': 1, 'PF16780': 1, 'PF18569': 1}
4753	Q13156	1	{'PF08784': 1}
4754	Q13158	2	{'PF00531': 1, 'PF01335': 1}
4755	Q13162	2	{'PF00578': 1, 'PF10417': 1}
4756	Q13163	2	{'PF00564': 1, 'PF00069': 1}
4757	Q13164	1	{'PF00069': 1}
4758	Q13177	2	{'PF00069': 1, 'PF00786': 1}
4759	Q13185	2	{'PF00385': 1, 'PF01393': 1}
4760	Q13188	1	{'PF00069': 1}
4761	Q13191	3	{'PF02262': 1, 'PF02761': 1, 'PF02762': 1}
4762	Q13200	2	{'PF17781': 1, 'PF18051': 1}
4763	Q13201	3	{'PF00386': 1, 'PF00008': 1, 'PF07546': 1}
4764	Q13202	2	{'PF00581': 1, 'PF00782': 1}
4765	Q13203	4	{'PF00041': 2, 'PF07679': 2}
4766	Q13206	3	{'PF00270': 1, 'PF00271': 1, 'PF13959': 1}
4767	Q13207	1	{'PF00907': 1}
4768	Q13214	1	{'PF00047': 1}
4769	Q13217	1	{'PF00226': 1}
4770	Q13219	4	{'PF00084': 3, 'PF13385': 1}
4771	Q13224	1	{'PF10613': 1}
4772	Q13231	2	{'PF00704': 1, 'PF01607': 1}
4773	Q13232	1	{'PF00334': 1}
4774	Q13233	1	{'PF00069': 1}
4775	Q13237	3	{'PF00027': 2, 'PF00069': 1}
4776	Q13239	2	{'PF00017': 1, 'PF00018': 1}
4777	Q13241	1	{'PF00059': 1}
4778	Q13242	2	{'PF00076': 2}
4779	Q13243	2	{'PF00076': 2}
4780	Q13247	2	{'PF00076': 2}
4781	Q13255	2	{'PF10606': 1, 'PF00003': 1}
4782	Q13257	1	{'PF02301': 1}
4783	Q13263	4	{'PF00628': 1, 'PF00643': 2, 'PF14634': 1}
4784	Q13268	1	{'PF13561': 1}
4785	Q13277	1	{'PF00804': 1}
4786	Q13283	2	{'PF00076': 1, 'PF02136': 1}
4787	Q13285	2	{'PF00104': 1, 'PF00105': 1}
4788	Q13287	2	{'PF07292': 2}
4789	Q13296	1	{'PF01099': 1}
4790	Q13303	1	{'PF00248': 1}
4791	Q13308	8	{'PF07679': 3, 'PF07714': 1, 'PF13927': 4}
4792	Q13309	1	{'PF12937': 1}
4793	Q13310	4	{'PF00076': 4}
4794	Q13315	1	{'PF11640': 1}
4795	Q13322	4	{'PF00017': 1, 'PF00788': 1, 'PF08947': 1, 'PF00169': 1}
4796	Q13323	1	{'PF12201': 1}
4797	Q13330	5	{'PF00320': 1, 'PF01426': 1, 'PF17226': 2, 'PF00249': 1}
4798	Q13332	12	{'PF00102': 2, 'PF00041': 7, 'PF07679': 2, 'PF13927': 1}
4799	Q13342	2	{'PF00439': 1, 'PF03172': 1}
4800	Q13349	1	{'PF00092': 1}
4801	Q13351	4	{'PF00096': 3, 'PF16833': 1}
4802	Q13356	1	{'PF00160': 1}
4803	Q13360	7	{'PF00096': 6, 'PF13912': 1}
4804	Q13363	2	{'PF00389': 1, 'PF02826': 1}
4805	Q13368	4	{'PF00625': 1, 'PF00595': 1, 'PF02828': 2}
4806	Q13370	1	{'PF00233': 1}
4807	Q13371	1	{'PF02114': 1}
4808	Q13387	2	{'PF00640': 1, 'PF14604': 1}
4809	Q13393	3	{'PF00787': 1, 'PF13091': 1, 'PF00169': 1}
4810	Q13398	10	{'PF00096': 9, 'PF13912': 1}
4811	Q13401	1	{'PF13589': 1}
4812	Q13402	2	{'PF00063': 1, 'PF00373': 1}
4813	Q13404	1	{'PF00179': 1}
4814	Q13405	1	{'PF05046': 1}
4815	Q13410	2	{'PF07686': 1, 'PF08205': 1}
4816	Q13415	4	{'PF00004': 1, 'PF01426': 1, 'PF09079': 1, 'PF17872': 1}
4817	Q13418	1	{'PF07714': 1}
4818	Q13422	3	{'PF00096': 3}
4819	Q13423	2	{'PF05222': 1, 'PF01262': 1}
4820	Q13424	3	{'PF00595': 1, 'PF18012': 1, 'PF00169': 1}
4821	Q13425	2	{'PF00595': 1, 'PF18012': 1}
4822	Q13427	1	{'PF00160': 1}
4823	Q13434	5	{'PF00097': 1, 'PF14608': 1, 'PF15815': 1, 'PF18044': 2}
4824	Q13435	1	{'PF02037': 1}
4825	Q13442	1	{'PF10252': 1}
4826	Q13443	2	{'PF00200': 1, 'PF01421': 1}
4827	Q13444	2	{'PF00200': 1, 'PF01421': 1}
4828	Q13445	1	{'PF01105': 1}
4829	Q13449	3	{'PF07679': 1, 'PF13927': 2}
4830	Q13451	2	{'PF00254': 2}
4831	Q13459	4	{'PF00063': 2, 'PF00620': 1, 'PF00788': 1}
4832	Q13461	1	{'PF00250': 1}
4833	Q13464	1	{'PF00069': 1}
4834	Q13467	1	{'PF01392': 1}
4835	Q13469	2	{'PF00554': 1, 'PF16179': 1}
4836	Q13470	1	{'PF07714': 1}
4837	Q13472	3	{'PF01396': 1, 'PF06839': 2}
4838	Q13474	5	{'PF00397': 1, 'PF00569': 1, 'PF09068': 1, 'PF09069': 1, 'PF00435': 1}
4839	Q13477	1	{'PF09085': 1}
4840	Q13480	1	{'PF00169': 1}
4841	Q13485	1	{'PF03165': 1}
4842	Q13489	5	{'PF00619': 1, 'PF00653': 3, 'PF13920': 1}
4843	Q13490	5	{'PF00619': 1, 'PF00653': 3, 'PF13920': 1}
4844	Q13492	1	{'PF07651': 1}
4845	Q13496	2	{'PF02893': 1, 'PF06602': 1}
4846	Q13501	3	{'PF00564': 1, 'PF00569': 1, 'PF16577': 1}
4847	Q13505	1	{'PF17171': 1}
4848	Q13506	1	{'PF04904': 1}
4849	Q13509	2	{'PF00091': 1, 'PF03953': 1}
4850	Q13510	1	{'PF02275': 1}
4851	Q13516	1	{'PF00010': 1}
4852	Q13523	1	{'PF00069': 1}
4853	Q13526	2	{'PF00397': 1, 'PF00639': 1}
4854	Q13535	1	{'PF08064': 1}
4855	Q13546	2	{'PF00531': 1, 'PF07714': 1}
4856	Q13547	1	{'PF00850': 1}
4857	Q13554	2	{'PF00069': 1, 'PF08332': 1}
4858	Q13555	2	{'PF00069': 1, 'PF08332': 1}
4859	Q13557	2	{'PF00069': 1, 'PF08332': 1}
4860	Q13562	1	{'PF00010': 1}
4861	Q13563	1	{'PF18109': 1}
4862	Q13564	1	{'PF00899': 1}
4863	Q13568	1	{'PF00605': 1}
4864	Q13569	1	{'PF03167': 1}
4865	Q13572	2	{'PF05770': 1, 'PF17927': 1}
4866	Q13574	1	{'PF00130': 1}
4867	Q13576	1	{'PF00307': 1}
4868	Q13586	2	{'PF07647': 1, 'PF16533': 1}
4869	Q13588	3	{'PF00017': 1, 'PF00018': 2}
4870	Q13591	5	{'PF00090': 5}
4871	Q13595	1	{'PF00076': 1}
4872	Q13596	2	{'PF00787': 1, 'PF09325': 1}
4873	Q13601	1	{'PF17903': 1}
4874	Q13608	2	{'PF00004': 2}
4875	Q13609	1	{'PF03372': 1}
4876	Q13613	2	{'PF02893': 1, 'PF06602': 1}
4877	Q13614	2	{'PF02893': 1, 'PF06602': 1}
4878	Q13615	2	{'PF01363': 1, 'PF06602': 1}
4879	Q13616	1	{'PF10557': 1}
4880	Q13617	1	{'PF10557': 1}
4881	Q13618	1	{'PF10557': 1}
4882	Q13619	1	{'PF10557': 1}
4883	Q13620	1	{'PF10557': 1}
4884	Q13621	1	{'PF00324': 1}
4885	Q13625	1	{'PF00018': 1}
4886	Q13627	1	{'PF00069': 1}
4887	Q13634	5	{'PF00028': 5}
4888	Q13636	1	{'PF00071': 1}
4889	Q13637	1	{'PF00071': 1}
4890	Q13642	3	{'PF00412': 3}
4891	Q13643	4	{'PF00412': 4}
4892	Q13670	1	{'PF13589': 1}
4893	Q13671	1	{'PF00788': 1}
4894	Q13686	1	{'PF13532': 1}
4895	Q13698	1	{'PF08763': 1}
4896	Q13702	1	{'PF13639': 1}
4897	Q13705	2	{'PF00069': 1, 'PF01064': 1}
4898	Q13724	1	{'PF16923': 1}
4899	Q13733	1	{'PF00690': 1}
4900	Q13740	2	{'PF08205': 1, 'PF13927': 1}
4901	Q13751	7	{'PF00053': 6, 'PF00055': 1}
4902	Q13753	8	{'PF00052': 1, 'PF00053': 7}
4903	Q13761	1	{'PF00853': 1}
4904	Q13765	1	{'PF19026': 1}
4905	Q13795	1	{'PF00025': 1}
4906	Q13796	1	{'PF00595': 1}
4907	Q13813	23	{'PF08726': 1, 'PF13499': 1, 'PF00018': 1, 'PF00435': 20}
4908	Q13822	1	{'PF01223': 1}
4909	Q13823	1	{'PF08153': 1}
4910	Q13825	1	{'PF00378': 1}
4911	Q13829	1	{'PF02214': 1}
4912	Q13838	2	{'PF00270': 1, 'PF00271': 1}
4913	Q13868	2	{'PF14382': 1, 'PF15985': 1}
4914	Q13873	2	{'PF00069': 1, 'PF01064': 1}
4915	Q13882	3	{'PF00017': 1, 'PF07714': 1, 'PF00018': 1}
4916	Q13884	3	{'PF00595': 1, 'PF18012': 1, 'PF00169': 1}
4917	Q13885	2	{'PF00091': 1, 'PF03953': 1}
4918	Q13886	3	{'PF00096': 3}
4919	Q13887	3	{'PF00096': 3}
4920	Q13888	1	{'PF07975': 1}
4921	Q13889	1	{'PF03850': 1}
4922	Q13905	1	{'PF00618': 1}
4923	Q13907	1	{'PF00293': 1}
4924	Q13936	1	{'PF08763': 1}
4925	Q13938	2	{'PF13202': 1, 'PF13499': 1}
4926	Q13939	2	{'PF00651': 1, 'PF07707': 1}
4927	Q13946	1	{'PF00233': 1}
4928	Q13950	1	{'PF00853': 1}
4929	Q13952	1	{'PF00125': 1}
4930	Q13972	4	{'PF00618': 1, 'PF00621': 1, 'PF00169': 2}
4931	Q13976	3	{'PF00027': 2, 'PF00069': 1}
4932	Q14002	2	{'PF07686': 1, 'PF13927': 1}
4933	Q14003	1	{'PF02214': 1}
4934	Q14004	1	{'PF00069': 1}
4935	Q14005	3	{'PF00595': 3}
4936	Q14011	1	{'PF00076': 1}
4937	Q14012	1	{'PF00069': 1}
4938	Q14019	1	{'PF00241': 1}
4939	Q14028	1	{'PF00027': 1}
4940	Q14031	2	{'PF01413': 2}
4941	Q14032	1	{'PF08840': 1}
4942	Q14088	1	{'PF00071': 1}
4943	Q14094	1	{'PF00134': 1}
4944	Q14103	3	{'PF00076': 2, 'PF08143': 1}
4945	Q14112	5	{'PF00086': 2, 'PF07474': 1, 'PF12662': 1, 'PF12947': 1}
4946	Q14114	1	{'PF14670': 1}
4947	Q14116	1	{'PF00340': 1}
4948	Q14117	1	{'PF01979': 1}
4949	Q14118	2	{'PF05345': 1, 'PF18424': 1}
4950	Q14119	4	{'PF00096': 3, 'PF13894': 1}
4951	Q14123	1	{'PF00233': 1}
4952	Q14126	3	{'PF00028': 3}
4953	Q14134	1	{'PF00643': 1}
4954	Q14137	1	{'PF08145': 1}
4955	Q14139	1	{'PF04564': 1}
4956	Q14141	1	{'PF00735': 1}
4957	Q14142	1	{'PF00643': 1}
4958	Q14145	2	{'PF00651': 1, 'PF07707': 1}
4959	Q14147	3	{'PF00271': 1, 'PF04408': 1, 'PF07717': 1}
4960	Q14149	2	{'PF07496': 1, 'PF13589': 1}
4961	Q14151	2	{'PF00076': 1, 'PF02037': 1}
4962	Q14152	1	{'PF01399': 1}
4963	Q14155	4	{'PF00307': 1, 'PF00621': 1, 'PF07653': 1, 'PF00169': 1}
4964	Q14160	4	{'PF00595': 4}
4965	Q14161	2	{'PF01412': 1, 'PF12205': 1}
4966	Q14162	1	{'PF00053': 1}
4967	Q14164	2	{'PF00069': 1, 'PF18396': 1}
4968	Q14165	1	{'PF11721': 1}
4969	Q14168	5	{'PF00625': 1, 'PF00595': 1, 'PF02828': 2, 'PF07653': 1}
4970	Q14183	2	{'PF00168': 2}
4971	Q14184	2	{'PF00168': 2}
4972	Q14185	2	{'PF14429': 1, 'PF00018': 1}
4973	Q14186	2	{'PF02319': 1, 'PF08781': 1}
4974	Q14188	2	{'PF02319': 1, 'PF08781': 1}
4975	Q14190	2	{'PF00989': 1, 'PF08447': 1}
4976	Q14191	7	{'PF00570': 1, 'PF00270': 1, 'PF00271': 1, 'PF01612': 1, 'PF09382': 1, 'PF14493': 1, 'PF16124': 1}
4977	Q14192	4	{'PF00412': 4}
4978	Q14194	1	{'PF01979': 1}
4979	Q14195	1	{'PF01979': 1}
4980	Q14202	8	{'PF06467': 8}
4981	Q14203	1	{'PF01302': 1}
4982	Q14204	9	{'PF03028': 1, 'PF12774': 1, 'PF12775': 1, 'PF12777': 1, 'PF12780': 1, 'PF12781': 1, 'PF17852': 1, 'PF18198': 1, 'PF18199': 1}
4983	Q14209	2	{'PF02319': 1, 'PF16421': 1}
4984	Q14210	1	{'PF00021': 1}
4985	Q14213	1	{'PF00041': 1}
4986	Q14240	2	{'PF00270': 1, 'PF00271': 1}
4987	Q14241	1	{'PF08711': 1}
4988	Q14246	4	{'PF07645': 2, 'PF12662': 2}
4989	Q14247	1	{'PF14604': 1}
4990	Q14249	1	{'PF01223': 1}
4991	Q14257	3	{'PF13202': 3}
4992	Q14258	1	{'PF15227': 1}
4993	Q14289	4	{'PF00373': 1, 'PF03623': 1, 'PF07714': 1, 'PF18038': 1}
4994	Q14296	1	{'PF08373': 1}
4995	Q14314	1	{'PF00147': 1}
4996	Q14315	25	{'PF00307': 2, 'PF00630': 23}
4997	Q14318	1	{'PF00254': 1}
4998	Q14324	11	{'PF00041': 3, 'PF07679': 7, 'PF18362': 1}
4999	Q14331	1	{'PF06229': 1}
5000	Q14332	1	{'PF01392': 1}
5001	Q14344	1	{'PF00503': 1}
5002	Q14376	1	{'PF16363': 1}
5003	Q14390	1	{'PF01019': 1}
5004	Q14393	5	{'PF00054': 1, 'PF00594': 1, 'PF02210': 1, 'PF07645': 1, 'PF12662': 1}
5005	Q14406	1	{'PF00103': 1}
5006	Q14409	2	{'PF00370': 1, 'PF02782': 1}
5007	Q14410	2	{'PF00370': 1, 'PF02782': 1}
5008	Q14416	1	{'PF00003': 1}
5009	Q14432	1	{'PF00233': 1}
5010	Q14435	1	{'PF00652': 1}
5011	Q14444	1	{'PF18293': 1}
5012	Q14449	4	{'PF00017': 1, 'PF00788': 1, 'PF08947': 1, 'PF00169': 1}
5013	Q14451	4	{'PF00017': 1, 'PF00788': 1, 'PF08947': 1, 'PF00169': 1}
5014	Q14457	2	{'PF04111': 1, 'PF15285': 1}
5015	Q14469	2	{'PF00010': 1, 'PF07527': 1}
5016	Q14498	3	{'PF00076': 2, 'PF15519': 1}
5017	Q14500	2	{'PF01007': 1, 'PF17655': 1}
5018	Q14507	1	{'PF00074': 1}
5019	Q14508	2	{'PF00095': 2}
5020	Q14511	3	{'PF08824': 1, 'PF12026': 1, 'PF14604': 1}
5021	Q14515	3	{'PF00050': 1, 'PF09289': 1, 'PF10591': 1}
5022	Q14517	32	{'PF00008': 2, 'PF00028': 29, 'PF02210': 1}
5023	Q14520	4	{'PF00051': 1, 'PF00089': 1, 'PF00008': 2}
5024	Q14526	5	{'PF00096': 4, 'PF00651': 1}
5025	Q14527	4	{'PF00176': 1, 'PF00271': 1, 'PF08797': 1, 'PF13923': 1}
5026	Q14534	1	{'PF13450': 1}
5027	Q14541	2	{'PF00104': 1, 'PF00105': 1}
5028	Q14549	1	{'PF00046': 1}
5029	Q14554	3	{'PF00085': 3}
5030	Q14558	2	{'PF13793': 1, 'PF14572': 1}
5031	Q14562	4	{'PF00575': 1, 'PF00271': 1, 'PF04408': 1, 'PF07717': 1}
5032	Q14563	1	{'PF18452': 1}
5033	Q14565	1	{'PF08423': 1}
5034	Q14566	5	{'PF00493': 1, 'PF14551': 1, 'PF17207': 1, 'PF17855': 1, 'PF18263': 1}
5035	Q14568	1	{'PF02518': 1}
5036	Q14571	2	{'PF02815': 1, 'PF08709': 1}
5037	Q14573	2	{'PF02815': 1, 'PF08709': 1}
5038	Q14574	5	{'PF00028': 4, 'PF08758': 1}
5039	Q14576	3	{'PF00076': 3}
5040	Q14582	1	{'PF00010': 1}
5041	Q14584	12	{'PF00096': 12}
5042	Q14585	14	{'PF00096': 13, 'PF13465': 1}
5043	Q14586	12	{'PF00096': 12}
5044	Q14587	20	{'PF00096': 20}
5045	Q14588	17	{'PF00096': 17}
5046	Q14590	14	{'PF00096': 14}
5047	Q14592	8	{'PF00096': 8}
5048	Q14593	11	{'PF00096': 11}
5049	Q14596	3	{'PF00564': 1, 'PF00569': 1, 'PF16158': 1}
5050	Q14623	1	{'PF01085': 1}
5051	Q14624	1	{'PF00092': 1}
5052	Q14627	1	{'PF09240': 1}
5053	Q14642	1	{'PF03372': 1}
5054	Q14643	2	{'PF02815': 1, 'PF08709': 1}
5055	Q14644	3	{'PF00168': 2, 'PF00169': 1}
5056	Q14651	6	{'PF00307': 4, 'PF00036': 1, 'PF13833': 1}
5057	Q14653	1	{'PF00605': 1}
5058	Q14654	2	{'PF01007': 1, 'PF17655': 1}
5059	Q14667	1	{'PF10347': 1}
5060	Q14669	1	{'PF00632': 1}
5061	Q14676	1	{'PF16770': 1}
5062	Q14677	1	{'PF01417': 1}
5063	Q14680	2	{'PF00069': 1, 'PF02149': 1}
5064	Q14681	1	{'PF02214': 1}
5065	Q14683	2	{'PF02463': 1, 'PF06470': 1}
5066	Q14689	1	{'PF06464': 1}
5067	Q14690	4	{'PF00575': 4}
5068	Q14692	1	{'PF08142': 1}
5069	Q14693	1	{'PF08235': 1}
5070	Q14697	1	{'PF13802': 1}
5071	Q14703	1	{'PF00082': 1}
5072	Q14721	1	{'PF02214': 1}
5073	Q14722	1	{'PF00248': 1}
5074	Q14739	1	{'PF09465': 1}
5075	Q14749	1	{'PF13649': 1}
5076	Q14764	9	{'PF01505': 4, 'PF11978': 1, 'PF17794': 2, 'PF17795': 1, 'PF17796': 1}
5077	Q14765	3	{'PF00017': 1, 'PF02864': 1, 'PF02865': 1}
5078	Q14766	13	{'PF07645': 12, 'PF12662': 1}
5079	Q14767	18	{'PF00008': 1, 'PF07645': 17}
5080	Q14773	1	{'PF03921': 1}
5081	Q14774	1	{'PF00046': 1}
5082	Q14781	1	{'PF00385': 1}
5083	Q14790	3	{'PF00656': 1, 'PF01335': 2}
5084	Q147U1	12	{'PF00096': 12}
5085	Q14807	2	{'PF00225': 1, 'PF12836': 1}
5086	Q14814	2	{'PF00319': 1, 'PF12347': 1}
5087	Q14831	1	{'PF00003': 1}
5088	Q14832	1	{'PF00003': 1}
5089	Q14833	1	{'PF00003': 1}
5090	Q14839	9	{'PF00176': 1, 'PF00385': 1, 'PF00271': 1, 'PF00628': 2, 'PF06461': 1, 'PF06465': 1, 'PF08073': 1, 'PF08074': 1}
5091	Q14847	2	{'PF00412': 1, 'PF14604': 1}
5092	Q14849	2	{'PF01852': 1, 'PF10457': 1}
5093	Q14863	2	{'PF00046': 1, 'PF00157': 1}
5094	Q14865	1	{'PF01388': 1}
5095	Q14872	6	{'PF00096': 6}
5096	Q14896	12	{'PF00041': 3, 'PF07679': 8, 'PF18362': 1}
5097	Q14914	1	{'PF00107': 1}
5098	Q14919	1	{'PF00808': 1}
5099	Q14929	12	{'PF00096': 12}
5100	Q14934	2	{'PF00554': 1, 'PF16179': 1}
5101	Q14938	1	{'PF03165': 1}
5102	Q14943	3	{'PF00047': 3}
5103	Q14952	2	{'PF00047': 2}
5104	Q14953	2	{'PF00047': 2}
5105	Q14954	2	{'PF00047': 2}
5106	Q14956	1	{'PF00801': 1}
5107	Q14957	1	{'PF10613': 1}
5108	Q14964	1	{'PF00071': 1}
5109	Q14966	1	{'PF00076': 1}
5110	Q14978	1	{'PF05022': 1}
5111	Q14982	3	{'PF07679': 2, 'PF13927': 1}
5112	Q14990	1	{'PF00011': 1}
5113	Q14994	2	{'PF00104': 1, 'PF00105': 1}
5114	Q14995	2	{'PF00104': 1, 'PF00105': 1}
5115	Q149M9	1	{'PF05729': 1}
5116	Q149N8	3	{'PF00176': 1, 'PF00538': 1, 'PF00271': 1}
5117	Q14C86	1	{'PF18151': 1}
5118	Q14CB8	1	{'PF00620': 1}
5119	Q14CM0	2	{'PF00373': 1, 'PF00595': 1}
5120	Q14CN2	1	{'PF00092': 1}
5121	Q14CS0	2	{'PF00789': 1, 'PF08059': 1}
5122	Q14CW9	1	{'PF08313': 1}
5123	Q14CZ7	1	{'PF08373': 1}
5124	Q14CZ8	2	{'PF07686': 1, 'PF13927': 1}
5125	Q14D04	1	{'PF00169': 1}
5126	Q14D33	1	{'PF13695': 1}
5127	Q15004	1	{'PF15715': 1}
5128	Q15006	2	{'PF14559': 2}
5129	Q15008	1	{'PF01399': 1}
5130	Q15011	1	{'PF00240': 1}
5131	Q15019	1	{'PF00735': 1}
5132	Q15020	2	{'PF00076': 2}
5133	Q15021	1	{'PF12922': 1}
5134	Q15024	2	{'PF01138': 1, 'PF03725': 1}
5135	Q15027	3	{'PF01412': 1, 'PF16746': 1, 'PF00169': 1}
5136	Q15029	5	{'PF00009': 1, 'PF00679': 1, 'PF03144': 1, 'PF03764': 1, 'PF14492': 1}
5137	Q15031	1	{'PF08264': 1}
5138	Q15032	2	{'PF01424': 1, 'PF12752': 1}
5139	Q15034	1	{'PF00632': 1}
5140	Q15035	1	{'PF03798': 1}
5141	Q15036	2	{'PF00787': 1, 'PF18116': 1}
5142	Q15042	1	{'PF19533': 1}
5143	Q15046	2	{'PF00152': 1, 'PF01336': 1}
5144	Q15047	4	{'PF01429': 1, 'PF18300': 1, 'PF18358': 1, 'PF18359': 1}
5145	Q15052	4	{'PF00307': 1, 'PF00621': 1, 'PF07653': 1, 'PF00169': 1}
5146	Q15056	1	{'PF00076': 1}
5147	Q15057	3	{'PF01412': 1, 'PF16746': 1, 'PF00169': 1}
5148	Q15058	1	{'PF00225': 1}
5149	Q15059	3	{'PF00439': 2, 'PF17035': 1}
5150	Q15063	4	{'PF02469': 4}
5151	Q15067	2	{'PF02770': 1, 'PF14749': 1}
5152	Q15072	10	{'PF00096': 10}
5153	Q15075	1	{'PF01363': 1}
5154	Q15080	3	{'PF00564': 1, 'PF00787': 1, 'PF00018': 1}
5155	Q15084	2	{'PF00085': 2}
5156	Q15102	1	{'PF13472': 1}
5157	Q15109	3	{'PF00047': 1, 'PF08205': 1, 'PF13895': 1}
5158	Q15111	3	{'PF00168': 1, 'PF09279': 1, 'PF16457': 1}
5159	Q15113	3	{'PF00431': 2, 'PF01759': 1}
